Address,Locked Celo Balance,Locked Celo in USD,Snapshot Date
0xc97e88e4803775e87701eedf5bdef8f4a9c89876,18066175.352651015,7709162.214132535,2022-11-15 12-00
0x7034589832c20dad66533f53319009bbcf34e45f,16824581.493021917,7179351.765539326,2022-11-15 12-00
0xb7eb6bbdfa555a1065374b4a1aa2bc446a05f442,16806857.598892104,7171788.66088404,2022-11-15 12-00
0x1ee3434e360baaa9f0f693e15aafb2985513177a,16523717.960439524,7050967.880642832,2022-11-15 12-00
0xef283eca68de87e051d427b4be152a7403110647,15322508.695153126,6538390.265378351,2022-11-15 12-00
0x3fa7c646599f3174380bd9a7b6efcde90b5d129d,15262191.350656858,6512651.768769593,2022-11-15 12-00
0x7cf091c954ed7e9304452d31fd59999505ddcb7a,13549973.370515836,5782017.536719777,2022-11-15 12-00
0xfc89c17525f08f2bc9ba8cb77bcf05055b1f7059,11937907.091386376,5094119.838222211,2022-11-15 12-00
0xa5d2944c32a8d7b284ff0b84c20fdcc46937cf64,11695492.249084435,4990677.061544812,2022-11-15 12-00
0x282f95ada81610be70d7e1e8557f96866404a632,10565295.825466748,4508401.90405152,2022-11-15 12-00
0xb234e017ad9e29687474196a93d5c7df24415902,9967143.069588332,4253159.356368594,2022-11-15 12-00
0xd136f21f87c7d36cc0b488fb9b21d14fa86d27dc,9278618.058198962,3959353.3405585447,2022-11-15 12-00
0x7ae2f01ab6b6681148b50248d0b99a6abc5a09d5,8509053.209590081,3630966.16748986,2022-11-15 12-00
0xbdaccf951c8a219fc69ce8f171a61a3ddaefeb39,8464526.73515571,3611965.919372174,2022-11-15 12-00
0xef268b5c05452d63a17da12f562368e88a036ef1,8007726.530841512,3417041.049787628,2022-11-15 12-00
0x989e1a3b344a43911e02ccc609d469fbc15ab1f1,7396137.388584148,3156064.9541818504,2022-11-15 12-00
0xf8ed78a113cd2a34df451ba3d540ffae66829aa0,6985294.816691696,2980751.033589047,2022-11-15 12-00
0x489dca840aa686cf055c342c165e9358889840de,6634856.654004851,2831212.761683642,2022-11-15 12-00
0x5c80858a7a1a730ef6e5d1408f4aed1d5512b080,6204526.297832477,2647583.052758479,2022-11-15 12-00
0x1dec9eae55fe9348bc195a57df03f1cd51fe13d1,5897958.493171101,2516765.052288986,2022-11-15 12-00
0x62af3bbfbc1c0e4bcb846962ae41c5e959383b67,4715844.939552777,2012335.920916082,2022-11-15 12-00
0xd22eb6784c69d69275e081283f49c9f46c4b86ea,3890477.054337461,1660136.5876727726,2022-11-15 12-00
0x244d46d45050e451d0e759b1cfd0b2c08818ca38,3346539.3592465734,1428028.5822989792,2022-11-15 12-00
0x0574619967528f41900698e93c21d90fd564e8aa,2885504.0154870115,1231296.5024805865,2022-11-15 12-00
0x1901e33fc0c9da7515d98d0cc152b6f40565189f,2563111.835027801,1093725.9560193932,2022-11-15 12-00
0x70c657b8fe399e20899789321e3be8413cd71987,2255097.8375717737,962290.8390529521,2022-11-15 12-00
