Address,Locked Celo Balance,Locked Celo in USD,Snapshot Date
0xb7eb6bbdfa555a1065374b4a1aa2bc446a05f442,17344230.050538,10217728.741992643,2023-12-15 12-00
0x1ee3434e360baaa9f0f693e15aafb2985513177a,16557574.317195,9754298.836300015,2023-12-15 12-00
0x7034589832c20dad66533f53319009bbcf34e45f,12874547.449965999,7584576.146439269,2023-12-15 12-00
0x3fa7c646599f3174380bd9a7b6efcde90b5d129d,10066807.3169576,5930497.12572216,2023-12-15 12-00
0xef283eca68de87e051d427b4be152a7403110647,10028774.297285601,5908091.34137111,2023-12-15 12-00
0xb234e017ad9e29687474196a93d5c7df24415902,9342414.04184329,5503746.905846468,2023-12-15 12-00
0x7cf091c954ed7e9304452d31fd59999505ddcb7a,8917875.20927247,5253645.136035343,2023-12-15 12-00
0x7ae2f01ab6b6681148b50248d0b99a6abc5a09d5,8886580.56372989,5235209.02222117,2023-12-15 12-00
0xbdaccf951c8a219fc69ce8f171a61a3ddaefeb39,8830478.78701962,5202158.680136276,2023-12-15 12-00
0xef268b5c05452d63a17da12f562368e88a036ef1,8009949.43514416,4718773.351535517,2023-12-15 12-00
0xfc89c17525f08f2bc9ba8cb77bcf05055b1f7059,7827487.65728994,4611282.563736706,2023-12-15 12-00
0xa5d2944c32a8d7b284ff0b84c20fdcc46937cf64,7802892.8421519995,4596793.413811533,2023-12-15 12-00
0x5e65199b53df629e647e40804d825b9d7728fd3f,7302494.262651131,4302001.605047459,2023-12-15 12-00
0xf8ed78a113cd2a34df451ba3d540ffae66829aa0,6824496.30937822,4020406.318803041,2023-12-15 12-00
0x989e1a3b344a43911e02ccc609d469fbc15ab1f1,6699997.13808751,3947062.114007286,2023-12-15 12-00
0x489dca840aa686cf055c342c165e9358889840de,6650789.3424266195,3918073.1126743155,2023-12-15 12-00
0x6999d581a65b10d7b33a7cee5a5e06fb58d1d2df,6639748.63229291,3911568.875764605,2023-12-15 12-00
0x5c80858a7a1a730ef6e5d1408f4aed1d5512b080,6480210.57709371,3817582.773913984,2023-12-15 12-00
0x7c65c6ab0b31da12e4be4213090caac4db1ae413,5427539.28701021,3197439.3795277327,2023-12-15 12-00
0x1dec9eae55fe9348bc195a57df03f1cd51fe13d1,5355849.0413864795,3155205.6521673547,2023-12-15 12-00
0x282f95ada81610be70d7e1e8557f96866404a632,5032927.76171728,2964968.205416314,2023-12-15 12-00
0xd136f21f87c7d36cc0b488fb9b21d14fa86d27dc,4728704.9088363,2785746.263664188,2023-12-15 12-00
0xd22eb6784c69d69275e081283f49c9f46c4b86ea,4051734.30433584,2386933.402964504,2023-12-15 12-00
0x244d46d45050e451d0e759b1cfd0b2c08818ca38,3493337.43596409,2057973.9902505488,2023-12-15 12-00
0x4f369ee454c77ccf765792382b909ed888c57a47,2081206.18335334,1226067.6995000197,2023-12-15 12-00
0x7b498a5f2ea7f90bb8a75849e42ae26a764e304f,2052190.42886251,1208974.1123089087,2023-12-15 12-00
0x1901e33fc0c9da7515d98d0cc152b6f40565189f,1947693.80125603,1147413.686033145,2023-12-15 12-00
0x73d7425f496e13622cb974957d10354b5e690ae9,1808521.78177553,1065425.5009489097,2023-12-15 12-00
0x55b6a4a52f6aec803225456c6f7a9e9fe7d5c151,1802586.40222728,1061928.8857617218,2023-12-15 12-00
0xbd5cac2afcc30d2c32e7a1afdfa85e5f6bb22f98,1730153.1025311898,1019257.4148445594,2023-12-15 12-00
0x093b5b468272132b2fc5484f9b7ba167b37e0447,1718335.25054221,1012295.3527879235,2023-12-15 12-00
0x7dc2f3edebfb21e7a784ef8954b66fbcd9dee407,1599998.3727697402,942581.4413758727,2023-12-15 12-00
0x4aad04d41fd7fd495503731c5a2579e19054c432,1590275.11534118,936853.3342991039,2023-12-15 12-00
0x41692e7f519764558325185db73f44d4e37a606d,1535933.30896686,904839.8153787027,2023-12-15 12-00
0xefc4c433061298417f6640f156bdc26e9cb5f584,1525408.9050726402,898639.7417029634,2023-12-15 12-00
0xca7503a623b800713fe627d7b71ae6bf27596384,1469028.58989221,865425.3087057595,2023-12-15 12-00
0x6e14a03418c3cee8d09844348ce7e37c93ffaf5a,1381998.32733786,814154.562611316,2023-12-15 12-00
0x4de2ff913645c4aab35f224083f3b6d34891ccf1,1281531.1064679602,754967.916255766,2023-12-15 12-00
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,1179405.74716171,694804.4373334236,2023-12-15 12-00
0x4f49794a4fd42bab26a1740ca9c48022dd5ee21f,1163343.10321992,685341.7089103,2023-12-15 12-00
0x2f0d3b6bbfb7affbfbe206259578a8f3c24d1df5,1140386.63703531,671817.7332904197,2023-12-15 12-00
0xa21112df21627887d6c19fe604c6b1ca1617ed5b,1123968.24955398,662145.4313677434,2023-12-15 12-00
0xd7aec34bef3596da90cf400b9fbb3521b23c6e16,1123582.85641468,661918.3908738778,2023-12-15 12-00
0x2268c440b7557a7d199976835daee17b4a59a597,1123336.36437573,661773.1789628438,2023-12-15 12-00
0x3c9e737a5c8196a9a2195497f47c460896d8d969,1123309.47172646,661757.3361266617,2023-12-15 12-00
0xe570bee58d7a53a30f21a747d6e7ce0f85b38ac8,1123156.38832364,661667.1525508929,2023-12-15 12-00
0x0f4c32ebfd5ab18c28f17a2242d80f50e5f33b0d,1123102.1574295799,661635.2043719696,2023-12-15 12-00
0x151d81ae1709e52a0356138e221a0bc60b283114,1122302.75249757,661164.2637348534,2023-12-15 12-00
0xebe9c48d7fe2238c8dcb44472accbe63380a9ae4,1118352.3990897,658837.0552373296,2023-12-15 12-00
0x28a62d2f5f319eae85421d2c783620f00eaa792e,1116523.4172157,657759.57640961,2023-12-15 12-00
0x9033ff75af27222c8f36a148800c7331581933f3,1108600.95337821,653092.3420484508,2023-12-15 12-00
0xf00eb5e591dd4f23df2ce92ab3ef0948281bb67d,1085250.79807768,639336.4386587343,2023-12-15 12-00
0xdcce2b585f3d15bc31925566121108dcfe819e48,1043571.55751708,614782.614535117,2023-12-15 12-00
0xd10a18a25f6d3ab1d1ab6de4a5684eca500f7322,1025857.3278145001,604346.9138181114,2023-12-15 12-00
0x3ce03f17a9c6ecec6674efbd4e3e9adf7094ce96,1023806.63829372,603138.8239117665,2023-12-15 12-00
0x3052ce520943779d70f21d4a1a7b0bcbb5d24c0b,1009201.72654108,594534.8659295219,2023-12-15 12-00
0xd5f53937886be426b9227d4413f5aea08062c145,1001139.9023761799,589785.5324484409,2023-12-15 12-00
