Address,Locked Celo Balance,Locked Celo in USD,Snapshot Date
0xc97e88e4803775e87701eedf5bdef8f4a9c89876,0.000816615391456769,0.000586871267070496,2023-04-15 12-00
0x7034589832c20dad66533f53319009bbcf34e45f,15197053.724873016,10921560.221078416,2023-04-15 12-00
0xb7eb6bbdfa555a1065374b4a1aa2bc446a05f442,16897035.97369951,12143274.563966813,2023-04-15 12-00
0x1ee3434e360baaa9f0f693e15aafb2985513177a,16735767.524842547,12027376.89670592,2023-04-15 12-00
0xef283eca68de87e051d427b4be152a7403110647,12324171.795825012,8856926.275302991,2023-04-15 12-00
0x3fa7c646599f3174380bd9a7b6efcde90b5d129d,15503905.106592784,11142082.95561929,2023-04-15 12-00
0x7cf091c954ed7e9304452d31fd59999505ddcb7a,10803091.481366467,7763782.13327327,2023-04-15 12-00
0xfc89c17525f08f2bc9ba8cb77bcf05055b1f7059,12138261.124880504,8723319.154789997,2023-04-15 12-00
0xa5d2944c32a8d7b284ff0b84c20fdcc46937cf64,9317050.307592986,6695819.325205699,2023-04-15 12-00
0x282f95ada81610be70d7e1e8557f96866404a632,10706482.660168277,7694352.948004515,2023-04-15 12-00
0xb234e017ad9e29687474196a93d5c7df24415902,9111709.826324964,6548248.718916178,2023-04-15 12-00
0xd136f21f87c7d36cc0b488fb9b21d14fa86d27dc,9441467.081472892,6785233.057172554,2023-04-15 12-00
0x7ae2f01ab6b6681148b50248d0b99a6abc5a09d5,8657977.084229205,6222167.785283414,2023-04-15 12-00
0xbdaccf951c8a219fc69ce8f171a61a3ddaefeb39,8604791.250197554,6183945.094240725,2023-04-15 12-00
0xef268b5c05452d63a17da12f562368e88a036ef1,8017631.098467721,5761974.8181181075,2023-04-15 12-00
0x989e1a3b344a43911e02ccc609d469fbc15ab1f1,7487060.561316954,5380673.404177726,2023-04-15 12-00
0xf8ed78a113cd2a34df451ba3d540ffae66829aa0,7088338.516988523,5094126.623634524,2023-04-15 12-00
0x489dca840aa686cf055c342c165e9358889840de,6727420.52796696,4834748.21889032,2023-04-15 12-00
0x5c80858a7a1a730ef6e5d1408f4aed1d5512b080,6312969.741558096,4536897.773377366,2023-04-15 12-00
0x1dec9eae55fe9348bc195a57df03f1cd51fe13d1,5259424.307513306,3779753.6511104354,2023-04-15 12-00
0x62af3bbfbc1c0e4bcb846962ae41c5e959383b67,4798538.6828749785,3448532.205450981,2023-04-15 12-00
0xd22eb6784c69d69275e081283f49c9f46c4b86ea,3947227.849568904,2836726.6080547376,2023-04-15 12-00
0x244d46d45050e451d0e759b1cfd0b2c08818ca38,3404427.6503484603,2446636.188482376,2023-04-15 12-00
0x0574619967528f41900698e93c21d90fd564e8aa,0,0,2023-04-15 12-00
0x1901e33fc0c9da7515d98d0cc152b6f40565189f,1897474.8311650113,1363644.9545895406,2023-04-15 12-00
0x70c657b8fe399e20899789321e3be8413cd71987,2294682.4734441056,1649103.3904127614,2023-04-15 12-00
0x9033ff75af27222c8f36a148800c7331581933f3,1272679.377307686,914627.5793340736,2023-04-15 12-00
0x1c810f2aa829c874974ec449a965c6e5dbb301b8,1640193.350980612,1178746.2741957796,2023-04-15 12-00
0x7dc2f3edebfb21e7a784ef8954b66fbcd9dee407,1599998.3727697367,1149859.6305698173,2023-04-15 12-00
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,1149042.4983587253,825774.3289979767,2023-04-15 12-00
0x41692e7f519764558325185db73f44d4e37a606d,1496390.019567467,1075400.1406324147,2023-04-15 12-00
0x6d43609bf7c7b1b0e1f29d6b1922e23d3a37ec39,1195907.6535257387,859454.5820057681,2023-04-15 12-00
0xaae9f9850a2f742fada295cb5816463fa59e8f5a,1168079.4586637036,839455.4880016333,2023-04-15 12-00
0xebeb1aba448d3b4d1a7159970418f4e541e32c29,0,0,2023-04-15 12-00
0x2d0078cbf9026856ea5a0fc54dd78e10da83c633,1097143.7050422432,788476.5864967738,2023-04-15 12-00
0xa21112df21627887d6c19fe604c6b1ca1617ed5b,1094927.8760530679,786884.152187926,2023-04-15 12-00
0x28a62d2f5f319eae85421d2c783620f00eaa792e,1094219.8990327583,786375.3552985792,2023-04-15 12-00
0x3c9e737a5c8196a9a2195497f47c460896d8d969,1094314.3593729904,786443.2404500715,2023-04-15 12-00
0xd7aec34bef3596da90cf400b9fbb3521b23c6e16,1094562.3667390964,786621.4741678193,2023-04-15 12-00
0xe570bee58d7a53a30f21a747d6e7ce0f85b38ac8,1094204.3355018625,786364.170364775,2023-04-15 12-00
0x2268c440b7557a7d199976835daee17b4a59a597,1094429.191028415,786525.7657120539,2023-04-15 12-00
0x0f4c32ebfd5ab18c28f17a2242d80f50e5f33b0d,1094110.9374045667,786297.0486079782,2023-04-15 12-00
0x151d81ae1709e52a0356138e221a0bc60b283114,1093423.8949853457,785803.2966418535,2023-04-15 12-00
0xebe9c48d7fe2238c8dcb44472accbe63380a9ae4,1089474.5778041615,782965.0685084722,2023-04-15 12-00
0xf00eb5e591dd4f23df2ce92ab3ef0948281bb67d,1057269.0377981472,759820.1385111299,2023-04-15 12-00
0xdcce2b585f3d15bc31925566121108dcfe819e48,1020348.3015643095,733286.5714471114,2023-04-15 12-00
0x70a9f34b9c6e94cbb3eacdf262cee0831f10a78b,962225.5518480357,691515.9017677649,2023-04-15 12-00
0x99fd11191c8de6e6f90935a848d6003007dbaf7a,934463.1064040667,671564.0594376659,2023-04-15 12-00
0xdae1391ba9a9b67e6fe2c25f358c4ca3b3ffed93,933962.0140623247,671203.9429120725,2023-04-15 12-00
0x0a4dfffc51a8f8588e59c51fee29df42d2364bda,616535.373110949,443081.16084603395,2023-04-15 12-00
0x893745c8970007f87f27b2a874c6e984437a83de,821796.8786192025,590595.010179112,2023-04-15 12-00
0x0ed27270c4914877bf2a6cb3abf4ca493117acb8,808231.0672217779,580845.7634628046,2023-04-15 12-00
0xe3ebdd53c52d0619db96554bc51110d828228b4d,795921.9753707849,571999.6745858944,2023-04-15 12-00
0x4aad04d41fd7fd495503731c5a2579e19054c432,1243027.5773371032,893317.9278118147,2023-04-15 12-00
0x613629cdf3cef733016c7801eae9ccb5da652645,734336.7560940456,527740.6561448151,2023-04-15 12-00
0x119f742071d279a0daad1c496db1b502bb0436c7,250794.3660650575,180236.6314994124,2023-04-15 12-00
0x4385bf4e4ae27700c4a055836e1f16e9a2a81176,689295.1750596352,495370.93839388265,2023-04-15 12-00
0x3dbd15c29bcde617df3c4611b8c127108e5a667a,685895.7288021821,492927.88214816264,2023-04-15 12-00
0x19049ceb58d5d0ca360fb5f6c46e9ee43b6accd3,649189.7751502822,466548.6713788273,2023-04-15 12-00
0xa22089ea702269b5bc4b49ab404df9532741a922,614948.2954391886,441940.5868452136,2023-04-15 12-00
0x295b0561dd8dc696eaeeb1b5d16ae29c0184b490,300033.93881866673,215623.2905732395,2023-04-15 12-00
0xf62c998253dd5d75bd7fc4311d8df21ab15c70d5,595226.8477897965,427767.5121131586,2023-04-15 12-00
0xc7d1900659b35e4c5583f25ef016d9caa568fd05,0,0,2023-04-15 12-00
0x43720c8db4c2e4ca7fa4f5709af36988bc1482ec,483199.63951439713,347257.7025323352,2023-04-15 12-00
0xcb063993fcb57986763166c56b9501e21327f6ce,573263.7778478668,411983.4663794815,2023-04-15 12-00
0xa94d1fca8c5583396601dbb02d12615e6f4859bd,572568.2861952559,411483.6422619412,2023-04-15 12-00
0xc47d659610c84d20786de89236fff261d6d69e85,567370.6707558939,407748.308357443,2023-04-15 12-00
0x4f49794a4fd42bab26a1740ca9c48022dd5ee21f,525531.1308667478,377679.77910208964,2023-04-15 12-00
0x3f85428dccc693155e3fafacff3e66a59f6f9a5a,519136.85969872907,373084.45300166775,2023-04-15 12-00
0xb411767ba120e06c2b6c3441e1fbbba82ef3cad4,505874.16953545174,363553.0483008564,2023-04-15 12-00
0xc4d0e41a6852cf3dfcc1fa6cc52877efbb2398f5,0,0,2023-04-15 12-00
0x72e332dac7abea59bf1f9e5fda58151a506cb978,459246.6740560069,330043.5925171121,2023-04-15 12-00
0x5dfe79c1aa3046d92f1d208677d9a862903e7c65,420611.8847651005,302278.1989409414,2023-04-15 12-00
0xc86b2257a32dd69c1d45f273c6424ce3015601b1,419458.65201829077,301449.41323542094,2023-04-15 12-00
