Address,Locked Celo Balance,Locked Celo in USD,Snapshot Date
0xc97e88e4803775e87701eedf5bdef8f4a9c89876,18318822.742745552,11672534.025804553,2023-03-15 12-00
0x7034589832c20dad66533f53319009bbcf34e45f,15158105.343899352,9658562.82786854,2023-03-15 12-00
0xb7eb6bbdfa555a1065374b4a1aa2bc446a05f442,17035547.54993891,10854846.472250473,2023-03-15 12-00
0x1ee3434e360baaa9f0f693e15aafb2985513177a,16687396.095908048,10633008.543559456,2023-03-15 12-00
0xef283eca68de87e051d427b4be152a7403110647,12287281.494128518,7829308.320680762,2023-03-15 12-00
0x3fa7c646599f3174380bd9a7b6efcde90b5d129d,15449963.498450533,9844531.341650698,2023-03-15 12-00
0x7cf091c954ed7e9304452d31fd59999505ddcb7a,10769503.862085083,6862198.62687427,2023-03-15 12-00
0xfc89c17525f08f2bc9ba8cb77bcf05055b1f7059,12097011.213345906,7708070.381009451,2023-03-15 12-00
0xa5d2944c32a8d7b284ff0b84c20fdcc46937cf64,9288819.198794791,5918724.1276416555,2023-03-15 12-00
0x282f95ada81610be70d7e1e8557f96866404a632,10669226.906918313,6798303.354365466,2023-03-15 12-00
0xb234e017ad9e29687474196a93d5c7df24415902,9081297.06227906,5786493.5125194695,2023-03-15 12-00
0xd136f21f87c7d36cc0b488fb9b21d14fa86d27dc,9408611.063252099,5995054.0661714785,2023-03-15 12-00
0x7ae2f01ab6b6681148b50248d0b99a6abc5a09d5,8628073.313202646,5497704.778292967,2023-03-15 12-00
0xbdaccf951c8a219fc69ce8f171a61a3ddaefeb39,8575402.626739642,5464143.648926979,2023-03-15 12-00
0xef268b5c05452d63a17da12f562368e88a036ef1,8035182.584073643,5119921.920380716,2023-03-15 12-00
0x989e1a3b344a43911e02ccc609d469fbc15ab1f1,7468809.733983673,4759035.936777589,2023-03-15 12-00
0xf8ed78a113cd2a34df451ba3d540ffae66829aa0,7067566.947640144,4503368.848232928,2023-03-15 12-00
0x489dca840aa686cf055c342c165e9358889840de,6705749.302103669,4272822.986308833,2023-03-15 12-00
0x5c80858a7a1a730ef6e5d1408f4aed1d5512b080,6291312.113194992,4008748.58278249,2023-03-15 12-00
0x1dec9eae55fe9348bc195a57df03f1cd51fe13d1,5244160.695960855,3341516.265537905,2023-03-15 12-00
0x62af3bbfbc1c0e4bcb846962ae41c5e959383b67,4781921.236541684,3046982.828869522,2023-03-15 12-00
0xd22eb6784c69d69275e081283f49c9f46c4b86ea,3936889.768403447,2508538.917749455,2023-03-15 12-00
0x244d46d45050e451d0e759b1cfd0b2c08818ca38,3392721.2656280044,2161801.277802977,2023-03-15 12-00
0x0574619967528f41900698e93c21d90fd564e8aa,0,0,2023-03-15 12-00
0x1901e33fc0c9da7515d98d0cc152b6f40565189f,1890899.8428435063,1204858.6890617681,2023-03-15 12-00
0x70c657b8fe399e20899789321e3be8413cd71987,2286697.052125463,1457055.9212497193,2023-03-15 12-00
0x9033ff75af27222c8f36a148800c7331581933f3,1268250.4896979553,808113.9930296608,2023-03-15 12-00
0x1c810f2aa829c874974ec449a965c6e5dbb301b8,1634509.8752629994,1041490.0783990801,2023-03-15 12-00
0x7dc2f3edebfb21e7a784ef8954b66fbcd9dee407,1599998.3727697367,1019499.7631484029,2023-03-15 12-00
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,1145047.3435011196,729610.4267107914,2023-03-15 12-00
0x41692e7f519764558325185db73f44d4e37a606d,1491207.9876016555,950179.8352039236,2023-03-15 12-00
0x6d43609bf7c7b1b0e1f29d6b1922e23d3a37ec39,1193632.3966836238,760568.2395780449,2023-03-15 12-00
0xaae9f9850a2f742fada295cb5816463fa59e8f5a,1164692.347714271,742127.9876553608,2023-03-15 12-00
0xebeb1aba448d3b4d1a7159970418f4e541e32c29,0,0,2023-03-15 12-00
0x2d0078cbf9026856ea5a0fc54dd78e10da83c633,1095232.9733881142,697869.3078472257,2023-03-15 12-00
0xa21112df21627887d6c19fe604c6b1ca1617ed5b,1091117.5585526312,695247.0148990339,2023-03-15 12-00
0x28a62d2f5f319eae85421d2c783620f00eaa792e,1091113.2351255093,695244.260063153,2023-03-15 12-00
0x3c9e737a5c8196a9a2195497f47c460896d8d969,1091067.9760002228,695215.4214916299,2023-03-15 12-00
0xd7aec34bef3596da90cf400b9fbb3521b23c6e16,1091034.220754193,695193.9130539226,2023-03-15 12-00
0xe570bee58d7a53a30f21a747d6e7ce0f85b38ac8,1090958.724349578,695145.8076508588,2023-03-15 12-00
0x2268c440b7557a7d199976835daee17b4a59a597,1090901.5084911522,695109.3503924602,2023-03-15 12-00
0x0f4c32ebfd5ab18c28f17a2242d80f50e5f33b0d,1090869.4492466827,695088.9226265952,2023-03-15 12-00
0x151d81ae1709e52a0356138e221a0bc60b283114,1090183.5972340254,694651.9059543541,2023-03-15 12-00
0xebe9c48d7fe2238c8dcb44472accbe63380a9ae4,1086245.0367319812,692142.3024651776,2023-03-15 12-00
0xf00eb5e591dd4f23df2ce92ab3ef0948281bb67d,1054151.9604190018,671692.9793554628,2023-03-15 12-00
0xdcce2b585f3d15bc31925566121108dcfe819e48,1016797.5188369522,647891.1774326798,2023-03-15 12-00
0x70a9f34b9c6e94cbb3eacdf262cee0831f10a78b,960549.7870308306,612050.7976986009,2023-03-15 12-00
0x99fd11191c8de6e6f90935a848d6003007dbaf7a,931753.4192393353,593702.0976982736,2023-03-15 12-00
0xdae1391ba9a9b67e6fe2c25f358c4ca3b3ffed93,930711.8531295764,593038.4242719285,2023-03-15 12-00
0x0a4dfffc51a8f8588e59c51fee29df42d2364bda,615461.6453505112,392164.77487760154,2023-03-15 12-00
0x893745c8970007f87f27b2a874c6e984437a83de,820365.6794577687,522727.1665623367,2023-03-15 12-00
0x0ed27270c4914877bf2a6cb3abf4ca493117acb8,805418.4463659339,513202.96900301665,2023-03-15 12-00
0xe3ebdd53c52d0619db96554bc51110d828228b4d,793152.1898003696,505387.05751451786,2023-03-15 12-00
0x4aad04d41fd7fd495503731c5a2579e19054c432,1064570.677751843,678331.6610153413,2023-03-15 12-00
0x613629cdf3cef733016c7801eae9ccb5da652645,732129.2824368508,466503.9932173721,2023-03-15 12-00
0x119f742071d279a0daad1c496db1b502bb0436c7,460188.33967891656,293226.48778332944,2023-03-15 12-00
