Address,Locked Celo Balance,Snapshot Date
0xe2b40fa787ba180a1b79d6c1343cc9403b7adbb7,410644312442212084570583,2023-02-15 12-00
0xeecd433a5c357fb25a81b688d5fcec1bec09fa7c,402478068262927508907091,2023-02-15 12-00
0x9ad2afcf9f7d4625880a415cafb179b05e940579,395038553858224236269762,2023-02-15 12-00
0xff823e033adb6dd120333ced6c0e846d700e548a,355073899670693820686720,2023-02-15 12-00
0xebeb1aba448d3b4d1a7159970418f4e541e32c29,352362731621818276083019,2023-02-15 12-00
0x65da263720ec6819ea84302161b571a7281710e5,349883810421807318874556,2023-02-15 12-00
0x9605fbd9c8fbf7344485d38320a05cc392d5761e,336191309444036723471781,2023-02-15 12-00
0xc4e6c30e31fbe825bed5d0f03a4612badd743fb8,313995955273862636363761,2023-02-15 12-00
0x402be96c77f4605955a35e6b9f366561f71db33e,313443557581829325945532,2023-02-15 12-00
0x5e05eb41bb50f613bd16eb22e8bccbefe229fc64,312089124427113791416767,2023-02-15 12-00
0x89754202d38684811826124e558c70b674ef3014,306502695560011439030409,2023-02-15 12-00
0x893c0ff5597c1ceb04e4fa957fba1309cbb3ba25,306118657106465771308959,2023-02-15 12-00
0xb79b6d58efe477e56811da37141ba3186ac64dfa,304158604831774288744390,2023-02-15 12-00
0x52e6bd876ae54313f81f1a21ec53dc2a18e6fbf9,303571637288586383334978,2023-02-15 12-00
0x295b0561dd8dc696eaeeb1b5d16ae29c0184b490,300069161158699272167379,2023-02-15 12-00
0x5b95c32d4861538de7cbc10d52f2cb30d3a13403,295529771143946857411824,2023-02-15 12-00
0x197203da685e65201c0b590c34d0b92946863fbf,290425465655341090238572,2023-02-15 12-00
0xad60ae22da620346668b5a3e4acaf9041da2da1b,286027387135520530687838,2023-02-15 12-00
0x404ffc1183e4bd64593213d29d201e2a9fa12f2c,283073256933789502081693,2023-02-15 12-00
0x5cc339aca35dbe1b19229f4acf906b6a25742693,273153371796059186101262,2023-02-15 12-00
0x7e400c912c9f19ddbb81903881ec8c17734dff42,266323042642586047603190,2023-02-15 12-00
0xddccf2341e4503af58788e7f71f82f69a0c65402,261022148496401699736798,2023-02-15 12-00
0x0c8615aba223094d2de13204a2784d6bc277def6,252716800216408413728719,2023-02-15 12-00
0xd09e6f00039bd88f5794b9dfab61f4cc205f627d,243382267941679192708177,2023-02-15 12-00
0x70f926b869cc07f4b06951062de3bf1766aab3cb,238925341607366363844049,2023-02-15 12-00
0x0d630ca9f913bf2aca031fda3376f670d73cf283,236719465798696841675952,2023-02-15 12-00
0xa649f5cfa38432d70f47484bf80d808eb257a154,229218467704478981137206,2023-02-15 12-00
0x9e6db6895535f70f6966e8bce37a0a3e20df0294,227609000000000000000000,2023-02-15 12-00
0xc06e78dcc04190e78cc4898234a7c84880ca0da8,226789941713716732045981,2023-02-15 12-00
0x8223a32ed93cf9c89ccdb159c13c8fb485a61665,226041934737809664501194,2023-02-15 12-00
0x12f171272d878958c13c6f5040e68f662c3047c0,224125173152748974227728,2023-02-15 12-00
0x26f5ce98b6e6515e943b53020857ac617662740e,218669975321930925589536,2023-02-15 12-00
0xb86f6b74ddc3841af575325de8a2b3b28ac0f752,215000114545343183851020,2023-02-15 12-00
0xc883f1d13bd8ccad5a3c95bdcf1f69ea9452a26f,212451108112278420686446,2023-02-15 12-00
0x49848b562143d5c7f887220ed0cdcbbd496e6a81,207358799316662837340072,2023-02-15 12-00
0x5f2b5b9736dde361f53338ede72ab9ff822a22db,206103214843118790020884,2023-02-15 12-00
0xd4e0e9a2c11741ae6711effa53a82bf3d84c4748,203742651529330601212002,2023-02-15 12-00
0x1576aada4eb0a43a0cac6da3987b837b93a70bd2,199301224500000016302080,2023-02-15 12-00
0xd065c281f14de881b4f5e25ab75aaba7f53f76b5,182306136365469570012803,2023-02-15 12-00
0x0222bffd588171faf8ec3f13267581ebdd56b41b,179210027419512511251390,2023-02-15 12-00
0x14d2fe88de6520d5ea5c9c827d347e39ecf1117e,171976444943322462990034,2023-02-15 12-00
0x2879bfd5e7c4ef331384e908aaa3bd3014b703fa,156370183133645608288816,2023-02-15 12-00
0xcb5e94aed0a4988106342ba680c8a219a431ee5e,153750306676329625135303,2023-02-15 12-00
0xa87e3632e0a46b636cf1d59fe39d5c6de39d0a3c,151493666305562438190296,2023-02-15 12-00
0xff5a484c3490f02715ebed886dd464390a4397a7,142370574906891276008206,2023-02-15 12-00
0x800fd4dd74c5b3047d62757fd8f7a8577d19625f,126346761499750673645512,2023-02-15 12-00
0x52f04f639b23792fbcb96a695acacff0173f260b,120930469236810922089515,2023-02-15 12-00
0x76c429f745abd6b0bd9b3bdee451038a0109ff73,113838332381911910054853,2023-02-15 12-00
0xabd5dcb303185694bb92772f35670af6a92112b1,113648649312614941397690,2023-02-15 12-00
0x6b18116fbeb586197f707545bb3e078fd35808e6,113648649312614941397690,2023-02-15 12-00
0xec15d94bfc46e788dc3f232f21264d648fb02346,112420252917127850700300,2023-02-15 12-00
0xf044c32774b6dd6cbf5e25befe59e4affe2d7759,111153378486499368992441,2023-02-15 12-00
0xf1d7bd98029f5cdcdc60d695a44ad42827f18eda,110382177401637714696047,2023-02-15 12-00
0x7dfbd308340880e9ebef746120f024284081ed39,103340150490902956969548,2023-02-15 12-00
0x91453ac562951b28564341b3187365a7a511d597,103197802287204672562232,2023-02-15 12-00
0x32d613eccdba32b5813845d0768bf1b2f351729b,102869771376266630290405,2023-02-15 12-00
0x762bfff5b40353273b4f105065c7e1fa7820dfa5,101554943693781693210070,2023-02-15 12-00
0x24ca142a6de916209076966454cc3c4af9b142ad,101498318937330244481554,2023-02-15 12-00
0x6d55e81ad355f2cd59de9d70249d350365ba9e3d,101498173599909191800373,2023-02-15 12-00
0x6d70cd504b902c5dcbaffba2e12a3c34611983d9,99782081135400938855981,2023-02-15 12-00
0x00d9651368bc7bf25710262d7b82dd5095495cee,98845790396989195243983,2023-02-15 12-00
0xb89450ec3ae6257600a9bff818d676f1ac569e40,96004981602261718104199,2023-02-15 12-00
0xae89e059f87bd83d60e761c71ed481dd23c212de,95129614905128035550346,2023-02-15 12-00
0xcce4651959cb9f208751433db69c2e7f47b23af1,90547158385486342405812,2023-02-15 12-00
0x351aebcded9240ae77dd0a3987e2110b15e0f038,90082661250484925276218,2023-02-15 12-00
0x38777e54f9d386514a6692dddba8a490676ed60a,85068488247907255521964,2023-02-15 12-00
0x9b79f678580902536bdf346da1aebf9bb268b867,83060926959377833264607,2023-02-15 12-00
0xe004118f8208fc028ba658aa1d2aa6c4cda3dcbf,82652657717938693972323,2023-02-15 12-00
0x8d7ab081c7cd2ed14ee81e29ac01ab25676a48ec,82020554004478796181119,2023-02-15 12-00
0xcff6304a82638e75a1aaf86a994ae20033c1878b,81356603044646997789828,2023-02-15 12-00
0xc7838a9fbcc69ba447e237fce8e27e2b91dc1212,81095268162141178437113,2023-02-15 12-00
0xa3415d81a7e8a6cd0643b74e5722c83fc0b648bd,78994121632515044620212,2023-02-15 12-00
0xb6a1bca0c67e9c9b358c40e45d27b598d5be0ef9,78693735260433554326400,2023-02-15 12-00
0x4872bdfd6b264c48c9c93af100d50011b0b384f9,77031871658618367453257,2023-02-15 12-00
0x2e5ef3dac8e3156533ed29ded8ce8b9f8920f2ca,76112039276172038047385,2023-02-15 12-00
0xdfa0022c44b2959330f5953fe32691558a46d475,74034950240700064097792,2023-02-15 12-00
0x2cf21fcccb2bcd7200c404eaae02a3bbbbdffe75,71504760146926893846933,2023-02-15 12-00
0x616bed91b7774793a93e316c657d83309d5fe185,69972358576270844984162,2023-02-15 12-00
0x4aa017d8f14c0d0fb08b9459953465d8abd233b4,69783734986190101644266,2023-02-15 12-00
0xb2e5fb92d905f3c9cf50800b6212600c7e220d6b,69299023488273603028743,2023-02-15 12-00
0x2e88b48f5acd78e1c07562202c53729a95125179,67276566807150836531066,2023-02-15 12-00
0x69db7f52894fdf96f4384caedd70452939b35233,66103903965239636741467,2023-02-15 12-00
0x97c4efd0612ac0e9eada06e65112480b4d0a129b,63932619039469897955848,2023-02-15 12-00
0xcd37c8b0f8a71a6e3febd14ad86971b1bc5e3876,63539668700000000000000,2023-02-15 12-00
0xb4d83b173a0288a3f8c4646ed8ce473d1f9ba978,62661898648349917279085,2023-02-15 12-00
0x56e73576aa23b24dbf762d3a42f0b0cdd56d9884,62608848221541980700921,2023-02-15 12-00
0x6b5fd8d5c972ee08a907bcebf3fd837735d05576,62605112611374956685745,2023-02-15 12-00
0x88c462e6cafbe932a7f07e86d984f0801aa7afb9,61930959697341264834526,2023-02-15 12-00
0x69538060181e15b80db6e2a955f448a8723ac49a,61201346193669988897905,2023-02-15 12-00
0xdda4dcb9eb4d212421333af85c98bef1f0ded135,60000000000000000000000,2023-02-15 12-00
0x0a3cbf90327c93054ddf210fd6d5fa2cdfc875d0,57972676760311804304003,2023-02-15 12-00
0xa2d20dd35889b6594c1dfb2f8ae2763aa406aea9,57746687216727835437297,2023-02-15 12-00
0x9eb1d96b5f0bdd3114ea1461182c688178ae6c4c,57372648510538594342654,2023-02-15 12-00
0x47b2db6af05a55d42ed0f3731735f9479abf0673,57371509420040223690022,2023-02-15 12-00
0x7dbb949346aeda9233218831455d57eb8344af82,57370297606296750148132,2023-02-15 12-00
0x067e453918f2c44d937b05a7ee9dbfb804c54add,57356566869698551823099,2023-02-15 12-00
0x35ae10f412503abcf9275133613e8df7f56e72be,57307029910923003548141,2023-02-15 12-00
0x4da92da1afbf103f2b52dd29326e34c98ca1e78c,57064995733140619415132,2023-02-15 12-00
0x01b2b83fdf26afc3ca7062c35bc68c8dde56db04,56589729595213221689001,2023-02-15 12-00
0x87fd391ab38f1424a9c20e92a03eb2f948b34f35,56288838488262412139633,2023-02-15 12-00
0xcf09f004f2570e5fa5d5403e62e4b1ab3704f829,56090092756478481986103,2023-02-15 12-00
0xbf55df76204f00acf296f76cf4aaf86a866a5eb0,55317476571464180335355,2023-02-15 12-00
0xa432da0ed5a2c15cbc681227ccec3b375908fdcb,55294235825880721867367,2023-02-15 12-00
0xdadbd6cfb29b054adc9c4c2ef0f21f0bbdb44871,54729101394824394337914,2023-02-15 12-00
0x5024e430d42e53b3465ceb255f190b1a35f9ebbc,54177109749666387173773,2023-02-15 12-00
0x6a8aabaf844c7ee1464ba37843e401a71a75ea08,54049705207134718497223,2023-02-15 12-00
0x22e67f5e69d7bdf087ba157e4b42ad9fe2760728,53645009999999998689280,2023-02-15 12-00
0xc6b87d361596e6ca611f8530becc3dadd1640cef,53563260321605959304762,2023-02-15 12-00
0xa2d3f9671626f7e399b24cfc953b972439ff96d9,53492433326555361355928,2023-02-15 12-00
0x31dcd357424e2eac02e3e5082f88d7d9a4c687ee,53207342724428474808524,2023-02-15 12-00
0x5742339a2cc7e14f660655a355d7a0a0cbc7840d,52752287555276303705532,2023-02-15 12-00
0x4b401e52d022a66f4ab1ec6c1574e5a69828856a,51430356487866673680462,2023-02-15 12-00
0xa2ce5ac9e6437db974bab92faf55d7055b93eee6,51083801804941734761200,2023-02-15 12-00
0x81383e7c8801b102f742f4f5a5fad06867212b05,50036215186410647429196,2023-02-15 12-00
0xbea90ce4ad218c6b5dd7d42f4d63deadbcb0c882,50000100000000000000000,2023-02-15 12-00
0xfe6b868763a16e5b42b2a60f0b6eaaa0fa513cc1,49097236440733153960097,2023-02-15 12-00
0xea6916f993571074f3a0b49a67926c9be4667cb6,47414298028301004731751,2023-02-15 12-00
0x29b22526e641cd489375288c62a59093ba4e8963,47135874892754977790718,2023-02-15 12-00
0x08d06baef01e58f9a10d2b50443b98d2e1a31041,46550799952743000000000,2023-02-15 12-00
0xc1013a0c0e4ffdd4bdcf43f82e16deed97126375,45777964532346480398566,2023-02-15 12-00
0x6f8e6ff69935f000b09d182a4739342faeaf0c77,45674886234384248566347,2023-02-15 12-00
0x0a9679635d465d3df2aa42e617e95063db0defb9,45400000000000002097152,2023-02-15 12-00
0x7e788daf106e75f466da2615e54cb5ee4dbd6461,44910954857709408133993,2023-02-15 12-00
0xe267d978037b89db06c6a5fcf82fad8297e290ff,44620554286430995237341,2023-02-15 12-00
0xdfb94147574868d6f0ec97260f74ddac132cc07e,42845812789478564275695,2023-02-15 12-00
0xcc4b2bcbbc9639ef1e91f47acfd12bd131525e79,42477733742360633048645,2023-02-15 12-00
0xf1dd2882f6fdb1792a4b71d2320c9ff167c39736,42002278090749662094408,2023-02-15 12-00
0x03b60711d1c5133539ed1e987c0e41bf2f8c034c,41268357045469900422228,2023-02-15 12-00
0x21fb4411fa5828344c2788ab07d4cc12a12571b9,41128400712118578184782,2023-02-15 12-00
0x226ea5c05331bc194b3912f63fe0dec98f935deb,40337904578838366652815,2023-02-15 12-00
0x1a81539281d80deb1c2a042225be8bd4071c9539,39524794245978197700223,2023-02-15 12-00
0x580f29ab04b7ed4e5aa86584d38c9317d9cf0358,39021258146701007158578,2023-02-15 12-00
0x0442efa0c708d8dd9c288256be756e01ec1601f0,38902156474471425104013,2023-02-15 12-00
0x8e3ddaf0f0d107160324ae6c012d8ef47cf481dc,38856446971087979624580,2023-02-15 12-00
0x5ad57905651b7ee2f6adcdaf0c7fd24ab7b5d63d,38824284980113588391319,2023-02-15 12-00
0x17e1796726b3a342a3405d5261b4755a07c3d55a,36610236107479757769215,2023-02-15 12-00
0x0e7f5e44ee4f6ede5fd5a32c9e65bc041b25e2f1,35907241786720887499548,2023-02-15 12-00
0x7194dfe766a92308880a943fd70f31c8e7c50e66,35136966744252802023926,2023-02-15 12-00
0xa18284fa2eaddc5a80c21fe6e27d4cc552c4dcf4,35081357675043119976764,2023-02-15 12-00
0xc7521e3e497c904f2539bf408415aeb4fec2cb28,34548786591549960788551,2023-02-15 12-00
0x481eade762d6d0b49580189b78709c9347b395bf,34411596787151819963629,2023-02-15 12-00
0xd25c6a9fef4744e8d4f90bf6bdfaf7686909d799,34408302435496782889425,2023-02-15 12-00
0x89d5bd54c43ddd10905a030de6ff02ebb6c51654,33915917080988648317373,2023-02-15 12-00
0x4e957bbc61afdab63263ffdbaf201f6f596e3e2d,33768316236348693240883,2023-02-15 12-00
0xc1f0ecc6e47f0b915032d243090aee4ced5a8b77,33232392795945779752910,2023-02-15 12-00
0xbb52945b7d568c676a1db7503a43dea0ef30295b,33033136449981375978377,2023-02-15 12-00
0x1c0d7f105d0f91beec11d0e6110bd5f09081e1f0,32914178149443463418772,2023-02-15 12-00
0xd206ceab2919c0c2d7eea697c04bdff7b392209a,32697275806822397615724,2023-02-15 12-00
0x77ae7af49e703592ae822fda77af841621dd6d31,32648261315458262365206,2023-02-15 12-00
0x6ee91213ac641aa3fd8d852c2cea1e59522e2be0,32435101224544255964501,2023-02-15 12-00
0x8c64658c8419b2f35876870496f1c36c5fe9f8e3,30465114311500043625663,2023-02-15 12-00
0x7c75b0b81a54359e9dccda9cb663ca2e3de6b710,30376338967744047671087,2023-02-15 12-00
0x7c29dbde45f8fd36528d9b3b98c18d9b954a6555,30278129705176132769893,2023-02-15 12-00
0xb5c5e8039a28540175f876bdd7205c52d10b2be2,30180070286962967543395,2023-02-15 12-00
0x0861a61bf679a30680510ecc238ee43b82c5e843,30000000000000000000000,2023-02-15 12-00
0xf83c93ea360b66ddcd532960304948b1c10786a1,29694040035991062469488,2023-02-15 12-00
0x8d8234f98f803483082467837814704fc9799695,29477547835580839117106,2023-02-15 12-00
0xf24fe4692947c0d6a6cde4a8fb644c3d30efaea4,27868765637994955284949,2023-02-15 12-00
0xfce209d7d98d42f78fec96f23e7a3fb365bb1a1b,27470092342373536561144,2023-02-15 12-00
0xa76aef0d002f6c5b77e1ee361062874b171f8d93,27366038528214290971980,2023-02-15 12-00
0xd8de86d604a1f7e76aa01d1eaa56b964263d143d,26116286905951501418496,2023-02-15 12-00
0x9603a2f3140e684c394a3dfb868cecf3c3c9ab6d,25946256535149512748439,2023-02-15 12-00
0x1c9d376f7d85b1853988129465f47acf74a23a5f,25573151603813856518352,2023-02-15 12-00
0x8d224cb2e2c4ae5a057453a04a4d47d17d6e7d37,25377073096695411238387,2023-02-15 12-00
0x7e1ccf53b9a878886d5e119f58c31ee1a9142e22,25249999999999999475712,2023-02-15 12-00
0x28d9f55c1fa2886e05fa5a4451c0f6e88827215a,25194399576415386229489,2023-02-15 12-00
0x0b84c4f1afce1bfcb32baa86cfda02de79b761f9,24827750454815615943972,2023-02-15 12-00
0x34649ada2cb44d851a2103feaa8922deddabfc1c,24428854607219959476018,2023-02-15 12-00
0xd4dc24c72857d691b7f0e996e6d26d94b5562059,23909720876938785454831,2023-02-15 12-00
0x08a76efaa57b28e4de679ce5c3369308b455380c,23853492855836777195111,2023-02-15 12-00
0x44eb9bf2d6b161499f1b706c331aa2ba1d5069c7,23838022161233795239391,2023-02-15 12-00
0x8493bd3de67ac341d4cc11531f96a1a2cdbf29ad,23111559076190402027680,2023-02-15 12-00
0x472b5caadef3d79eb786cde75d5351584cb12e54,22984613912278863241809,2023-02-15 12-00
0x15ed3f6b79f5fb9ef1d99d37314dd626b3005f0b,22945909791159567760708,2023-02-15 12-00
0xe141831c2c1198d79b9ff61cd97c3baca7f071e0,22940793058210716152615,2023-02-15 12-00
0x0f66619058bb9675f3d394fcc2ce236a29901571,22914091543913742234032,2023-02-15 12-00
0x8eb004dad9397b8f23e1279905c584920000756d,22913147028126959254790,2023-02-15 12-00
0x59428ac67d082b71d0a9eccd75ee0969ae79d929,22912823010376190411440,2023-02-15 12-00
0xe075ba4b1dcaf75513118d7aa08a057c658842c9,22791948893032084201869,2023-02-15 12-00
0x8a12cab622b8093208931fa008d12d6ba5af47e4,22750737084914401418450,2023-02-15 12-00
0xb87f2354e34b26ba6406ac60ea99dcd8cd5e63bf,22602722166885530713994,2023-02-15 12-00
0xf671bacb43179f30f3fdd58f81367fd5c33ac1f5,22052493015321414828538,2023-02-15 12-00
0x0d4f8cea48cdadeae345431577a64983c0535b12,21778459795883330090016,2023-02-15 12-00
0x07fa1874ad4655ad0c763a7876503509be11e29e,21657470710510252431071,2023-02-15 12-00
0xfaa0b40645ee5e8d9ae38393e8cdf8e5baa71d13,21538684751873454788958,2023-02-15 12-00
0x2c2b0f71d59b546b2cafd222696589c13c3c325c,21276205349795872713473,2023-02-15 12-00
0x1d751c0fd42b69c4fb378439b62d5b7005dbd1b8,21246000000000000000000,2023-02-15 12-00
0xfe62152e47291c4877f6f5a7e90de13a37722aff,21073533169781034626998,2023-02-15 12-00
0x98c62d86634bb0e3f818efc550e2f33369eae7f3,20863773272945706774227,2023-02-15 12-00
0x55b85f38df73b6fe69fdd6260e4a5e85732f1940,20810309976830644001785,2023-02-15 12-00
0xa2f6c64196c8eac76f66316aadde666d361c3247,20674955249188013680320,2023-02-15 12-00
0xf0e4c4372a2b9acb20da8195536600981cb3a805,20609222531128926893630,2023-02-15 12-00
0xb33e9e01e561a1da60f7cb42508500e571afb6eb,20560142010411928314633,2023-02-15 12-00
0x7e11e85faa97652623929c9677e442e219ce0bbd,20462530958128867036238,2023-02-15 12-00
0xc32e1a6cbf56eb0b4cdb63c74729cc3c938f6265,20449044587137704605190,2023-02-15 12-00
0x190c8ef199d463da319257bb58f7b13b872412cd,20382138041768013929439,2023-02-15 12-00
0x6cf4bb9ff947610944c6d8e0e5ea26b1dea73196,20368094717675799319250,2023-02-15 12-00
0xa04c9041feb5bafb38a44e5216fe9769e17b11e9,20228525826628362271690,2023-02-15 12-00
0x4ef76d9ae09e8d2c02e8eb65828aea92c0b1ba3b,20161562843588326602446,2023-02-15 12-00
0x4b19d06f842e234822c182b4e34e7cd1356ff4fd,20026186002132864573342,2023-02-15 12-00
0x7f02f8ead20dd59ca8293d914cb885e443f6f6aa,20001000000000001835008,2023-02-15 12-00
0x723af7c4d75acaff6aedaeebdbeec4fe5ccbc3c7,19681869758444880919592,2023-02-15 12-00
0xb4d05a6d4bcce4aef99695f564c91f41ee61ada2,19336748819952395565604,2023-02-15 12-00
0x98afeecded971fb61ab1615ec67be0fe9a559885,19315732082425568611040,2023-02-15 12-00
0x002b75b47d93c8e8f3f0668004e60fb1411db307,19044180280832307270198,2023-02-15 12-00
0xa6db9a52ba325547eab1bad65c2c6fb388227a62,18715716604217472897757,2023-02-15 12-00
0xf4281defe5fe4d185a6be1641ed38d868a49c955,18379067393136365559750,2023-02-15 12-00
0xdc0988cdbbec89c7ae3b9593c1c46ecb9048a079,18300000000000000000000,2023-02-15 12-00
