Address,Locked Celo Balance,Snapshot Date
0xb86f6b74ddc3841af575325de8a2b3b28ac0f752,156244289642695507105943,2023-04-15 12-00
0xcb5e94aed0a4988106342ba680c8a219a431ee5e,154777234430423576525846,2023-04-15 12-00
0xa87e3632e0a46b636cf1d59fe39d5c6de39d0a3c,152102902234280888522509,2023-04-15 12-00
0x660c153e141e54a9fbf950796347d62a90f752f6,134164325839681110521187,2023-04-15 12-00
0x800fd4dd74c5b3047d62757fd8f7a8577d19625f,127190655725582213894639,2023-04-15 12-00
0x52f04f639b23792fbcb96a695acacff0173f260b,121738187008953778585940,2023-04-15 12-00
0x0a9679635d465d3df2aa42e617e95063db0defb9,118111906912647806684164,2023-04-15 12-00
0x76c429f745abd6b0bd9b3bdee451038a0109ff73,114597284396020283971239,2023-04-15 12-00
0xec15d94bfc46e788dc3f232f21264d648fb02346,113171129324066644904127,2023-04-15 12-00
0xf044c32774b6dd6cbf5e25befe59e4affe2d7759,111895793196405563704979,2023-04-15 12-00
0xf1d7bd98029f5cdcdc60d695a44ad42827f18eda,111051244119833086994533,2023-04-15 12-00
0x7dfbd308340880e9ebef746120f024284081ed39,104030379154152133389382,2023-04-15 12-00
0x91453ac562951b28564341b3187365a7a511d597,103822172550931479462426,2023-04-15 12-00
0x32d613eccdba32b5813845d0768bf1b2f351729b,103432391570350164214093,2023-04-15 12-00
0x762bfff5b40353273b4f105065c7e1fa7820dfa5,102224407251319941025204,2023-04-15 12-00
0x24ca142a6de916209076966454cc3c4af9b142ad,102174175168989990565138,2023-04-15 12-00
0x6d55e81ad355f2cd59de9d70249d350365ba9e3d,101866390198549769699038,2023-04-15 12-00
0x6d70cd504b902c5dcbaffba2e12a3c34611983d9,100447349592852965175009,2023-04-15 12-00
0xb89450ec3ae6257600a9bff818d676f1ac569e40,96544184540395637621249,2023-04-15 12-00
0xae89e059f87bd83d60e761c71ed481dd23c212de,95495155292130408579449,2023-04-15 12-00
0xe004118f8208fc028ba658aa1d2aa6c4cda3dcbf,95191954669462167109696,2023-04-15 12-00
0x351aebcded9240ae77dd0a3987e2110b15e0f038,90676498011943886735085,2023-04-15 12-00
0x9b79f678580902536bdf346da1aebf9bb268b867,83614284680147998991344,2023-04-15 12-00
0x8d7ab081c7cd2ed14ee81e29ac01ab25676a48ec,82210658861969813770017,2023-04-15 12-00
0xcff6304a82638e75a1aaf86a994ae20033c1878b,81894449583350588107754,2023-04-15 12-00
0xa2d3f9671626f7e399b24cfc953b972439ff96d9,81752471353952946572952,2023-04-15 12-00
0xc7838a9fbcc69ba447e237fce8e27e2b91dc1212,81635264714984016861492,2023-04-15 12-00
0xa3415d81a7e8a6cd0643b74e5722c83fc0b648bd,79521738504756327667136,2023-04-15 12-00
0x4872bdfd6b264c48c9c93af100d50011b0b384f9,77546382287352073424749,2023-04-15 12-00
0x2e5ef3dac8e3156533ed29ded8ce8b9f8920f2ca,76618853542533376974925,2023-04-15 12-00
0xdfa0022c44b2959330f5953fe32691558a46d475,75464970624689227062881,2023-04-15 12-00
0x56e73576aa23b24dbf762d3a42f0b0cdd56d9884,73068843123523494319517,2023-04-15 12-00
0x2cf21fcccb2bcd7200c404eaae02a3bbbbdffe75,71937380270235414464124,2023-04-15 12-00
0x616bed91b7774793a93e316c657d83309d5fe185,70439717364651388843204,2023-04-15 12-00
0x4aa017d8f14c0d0fb08b9459953465d8abd233b4,70181546771561345369078,2023-04-15 12-00
0xb2e5fb92d905f3c9cf50800b6212600c7e220d6b,69299029437589799463650,2023-04-15 12-00
0x2e88b48f5acd78e1c07562202c53729a95125179,67715712163007463776497,2023-04-15 12-00
0x00d9651368bc7bf25710262d7b82dd5095495cee,67045149292118655260942,2023-04-15 12-00
0x69db7f52894fdf96f4384caedd70452939b35233,66544069610942819810965,2023-04-15 12-00
0x97c4efd0612ac0e9eada06e65112480b4d0a129b,64359637250378316906302,2023-04-15 12-00
0xcd37c8b0f8a71a6e3febd14ad86971b1bc5e3876,63539668700000000000000,2023-04-15 12-00
0xb4d83b173a0288a3f8c4646ed8ce473d1f9ba978,63080049055956641043070,2023-04-15 12-00
0x6b5fd8d5c972ee08a907bcebf3fd837735d05576,63021987057524979558865,2023-04-15 12-00
0x88c462e6cafbe932a7f07e86d984f0801aa7afb9,62344608442021556945438,2023-04-15 12-00
0x69538060181e15b80db6e2a955f448a8723ac49a,61610121709978391761082,2023-04-15 12-00
0x0a3cbf90327c93054ddf210fd6d5fa2cdfc875d0,58116321575211543710017,2023-04-15 12-00
0x9eb1d96b5f0bdd3114ea1461182c688178ae6c4c,57755851421511516913594,2023-04-15 12-00
0x47b2db6af05a55d42ed0f3731735f9479abf0673,57754704722809478322373,2023-04-15 12-00
0x7dbb949346aeda9233218831455d57eb8344af82,57753471523538602000773,2023-04-15 12-00
0x067e453918f2c44d937b05a7ee9dbfb804c54add,57736635224194440460764,2023-04-15 12-00
0x35ae10f412503abcf9275133613e8df7f56e72be,57688625524414132196875,2023-04-15 12-00
0x4da92da1afbf103f2b52dd29326e34c98ca1e78c,57272016619331981628875,2023-04-15 12-00
0x01b2b83fdf26afc3ca7062c35bc68c8dde56db04,56967703240757455940374,2023-04-15 12-00
0x87fd391ab38f1424a9c20e92a03eb2f948b34f35,56664802424457979391887,2023-04-15 12-00
0xcf09f004f2570e5fa5d5403e62e4b1ab3704f829,56463579255841358302296,2023-04-15 12-00
0xa432da0ed5a2c15cbc681227ccec3b375908fdcb,55406432725681849203862,2023-04-15 12-00
0xbf55df76204f00acf296f76cf4aaf86a866a5eb0,55393642576186690469820,2023-04-15 12-00
0xdadbd6cfb29b054adc9c4c2ef0f21f0bbdb44871,55093710506668890570603,2023-04-15 12-00
0x5024e430d42e53b3465ceb255f190b1a35f9ebbc,54538041454457579910942,2023-04-15 12-00
0x6a8aabaf844c7ee1464ba37843e401a71a75ea08,54409593980534022099354,2023-04-15 12-00
0xc6b87d361596e6ca611f8530becc3dadd1640cef,53919926950722475147674,2023-04-15 12-00
0x22e67f5e69d7bdf087ba157e4b42ad9fe2760728,53645009999999998689280,2023-04-15 12-00
0x31dcd357424e2eac02e3e5082f88d7d9a4c687ee,53388584740163989626401,2023-04-15 12-00
0x5742339a2cc7e14f660655a355d7a0a0cbc7840d,53100037579160156523336,2023-04-15 12-00
0x4b401e52d022a66f4ab1ec6c1574e5a69828856a,51772989129787964643200,2023-04-15 12-00
0xffb9f456d3eef70ab79c58ea9b038513139612c8,51431563548762476915744,2023-04-15 12-00
0xa2ce5ac9e6437db974bab92faf55d7055b93eee6,51423958234606927309767,2023-04-15 12-00
0x81383e7c8801b102f742f4f5a5fad06867212b05,50131482903858700017491,2023-04-15 12-00
0xbea90ce4ad218c6b5dd7d42f4d63deadbcb0c882,50000100000000000000000,2023-04-15 12-00
0xfe6b868763a16e5b42b2a60f0b6eaaa0fa513cc1,49097236440733153960097,2023-04-15 12-00
0x29b22526e641cd489375288c62a59093ba4e8963,47450418271178830470161,2023-04-15 12-00
0xea6916f993571074f3a0b49a67926c9be4667cb6,47414298028301004731751,2023-04-15 12-00
0x08d06baef01e58f9a10d2b50443b98d2e1a31041,46550799952743000000000,2023-04-15 12-00
0x8c64658c8419b2f35876870496f1c36c5fe9f8e3,46060280498543505071476,2023-04-15 12-00
0xc1013a0c0e4ffdd4bdcf43f82e16deed97126375,45960829175877859571504,2023-04-15 12-00
0x6f8e6ff69935f000b09d182a4739342faeaf0c77,45762171559765424955646,2023-04-15 12-00
0x7e788daf106e75f466da2615e54cb5ee4dbd6461,45210923729337959717093,2023-04-15 12-00
0xe267d978037b89db06c6a5fcf82fad8297e290ff,44914698854143967027645,2023-04-15 12-00
0xdfb94147574868d6f0ec97260f74ddac132cc07e,43131988181589199976571,2023-04-15 12-00
0xcc4b2bcbbc9639ef1e91f47acfd12bd131525e79,42756177401407532183894,2023-04-15 12-00
0xf1dd2882f6fdb1792a4b71d2320c9ff167c39736,42281962539603110958833,2023-04-15 12-00
0x03b60711d1c5133539ed1e987c0e41bf2f8c034c,41518040027093307017302,2023-04-15 12-00
0x21fb4411fa5828344c2788ab07d4cc12a12571b9,40854657118438085588773,2023-04-15 12-00
0x226ea5c05331bc194b3912f63fe0dec98f935deb,40604577492214282528983,2023-04-15 12-00
0x1a81539281d80deb1c2a042225be8bd4071c9539,39786275094766759414426,2023-04-15 12-00
0x580f29ab04b7ed4e5aa86584d38c9317d9cf0358,39281003394983127753247,2023-04-15 12-00
0x0442efa0c708d8dd9c288256be756e01ec1601f0,39161197857161793705954,2023-04-15 12-00
0x8e3ddaf0f0d107160324ae6c012d8ef47cf481dc,39115183983686003656019,2023-04-15 12-00
0x5ad57905651b7ee2f6adcdaf0c7fd24ab7b5d63d,39079810289046813865774,2023-04-15 12-00
0x17e1796726b3a342a3405d5261b4755a07c3d55a,36854016068318837975378,2023-04-15 12-00
0x0e7f5e44ee4f6ede5fd5a32c9e65bc041b25e2f1,36147072738907576423302,2023-04-15 12-00
0x7194dfe766a92308880a943fd70f31c8e7c50e66,35304861360929908163870,2023-04-15 12-00
0xa18284fa2eaddc5a80c21fe6e27d4cc552c4dcf4,35302639127298510160268,2023-04-15 12-00
0xc7521e3e497c904f2539bf408415aeb4fec2cb28,34747746867171457110260,2023-04-15 12-00
0x481eade762d6d0b49580189b78709c9347b395bf,34641081486355080531949,2023-04-15 12-00
0xd25c6a9fef4744e8d4f90bf6bdfaf7686909d799,34638122079477434969069,2023-04-15 12-00
0x89d5bd54c43ddd10905a030de6ff02ebb6c51654,34142447988854332775192,2023-04-15 12-00
0x4e957bbc61afdab63263ffdbaf201f6f596e3e2d,33993095244034817777981,2023-04-15 12-00
0xc1f0ecc6e47f0b915032d243090aee4ced5a8b77,33453680399516558573340,2023-04-15 12-00
0xbb52945b7d568c676a1db7503a43dea0ef30295b,33250263690651085951716,2023-04-15 12-00
0x1c0d7f105d0f91beec11d0e6110bd5f09081e1f0,33133454712666827338526,2023-04-15 12-00
0xd206ceab2919c0c2d7eea697c04bdff7b392209a,32895101790188179926578,2023-04-15 12-00
0x77ae7af49e703592ae822fda77af841621dd6d31,32866325307605847751710,2023-04-15 12-00
0x6ee91213ac641aa3fd8d852c2cea1e59522e2be0,32435101224544255964501,2023-04-15 12-00
0x7c75b0b81a54359e9dccda9cb663ca2e3de6b710,30576583792965479212848,2023-04-15 12-00
0xb5c5e8039a28540175f876bdd7205c52d10b2be2,30381648758370074748167,2023-04-15 12-00
0x0861a61bf679a30680510ecc238ee43b82c5e843,30000000000000000000000,2023-04-15 12-00
0xf83c93ea360b66ddcd532960304948b1c10786a1,29892372218237244449947,2023-04-15 12-00
0x8d8234f98f803483082467837814704fc9799695,29477547835580839117106,2023-04-15 12-00
0xf24fe4692947c0d6a6cde4a8fb644c3d30efaea4,28028123249090562897831,2023-04-15 12-00
0x5e7541fd3de78282834b2d0f165cf0bbde38fcc4,27949376021918408912537,2023-04-15 12-00
0xfce209d7d98d42f78fec96f23e7a3fb365bb1a1b,27651413017077126052564,2023-04-15 12-00
0xa76aef0d002f6c5b77e1ee361062874b171f8d93,27548771356824151456647,2023-04-15 12-00
0xfe62152e47291c4877f6f5a7e90de13a37722aff,26793970745449262885808,2023-04-15 12-00
0xd8de86d604a1f7e76aa01d1eaa56b964263d143d,26116286905951501418496,2023-04-15 12-00
0x9603a2f3140e684c394a3dfb868cecf3c3c9ab6d,26103237310675032914747,2023-04-15 12-00
0x1c9d376f7d85b1853988129465f47acf74a23a5f,25743521733337177967022,2023-04-15 12-00
0x8d224cb2e2c4ae5a057453a04a4d47d17d6e7d37,25546444344722322589644,2023-04-15 12-00
0x28d9f55c1fa2886e05fa5a4451c0f6e88827215a,25362677797981607413566,2023-04-15 12-00
0x7e1ccf53b9a878886d5e119f58c31ee1a9142e22,25299999999999999475711,2023-04-15 12-00
0x5ed1b6664850ae88ebc8531e0091e6c20a2250d8,25234548075459050345302,2023-04-15 12-00
0x293d502bf45acf208333644c344fb81f3a9a6fdf,24863501976873960732753,2023-04-15 12-00
0x0b84c4f1afce1bfcb32baa86cfda02de79b761f9,24827750454815615943972,2023-04-15 12-00
0x34649ada2cb44d851a2103feaa8922deddabfc1c,24576654754661131284491,2023-04-15 12-00
0xf6b7f960fa28eb84190c8d482726138246539fe7,24215070033019260812881,2023-04-15 12-00
0xd4dc24c72857d691b7f0e996e6d26d94b5562059,24067351878160934692004,2023-04-15 12-00
0x44eb9bf2d6b161499f1b706c331aa2ba1d5069c7,23997240878186419238675,2023-04-15 12-00
0x8493bd3de67ac341d4cc11531f96a1a2cdbf29ad,23265925607020716144997,2023-04-15 12-00
0x15ed3f6b79f5fb9ef1d99d37314dd626b3005f0b,23099169918679727229623,2023-04-15 12-00
0xe141831c2c1198d79b9ff61cd97c3baca7f071e0,23094019010091235927379,2023-04-15 12-00
0x0f66619058bb9675f3d394fcc2ce236a29901571,23067139151264741012129,2023-04-15 12-00
0x8eb004dad9397b8f23e1279905c584920000756d,23066188326876065815308,2023-04-15 12-00
0x59428ac67d082b71d0a9eccd75ee0969ae79d929,23064646233858821479582,2023-04-15 12-00
0x472b5caadef3d79eb786cde75d5351584cb12e54,22984613912278863241809,2023-04-15 12-00
0x8a12cab622b8093208931fa008d12d6ba5af47e4,22902555497548166646537,2023-04-15 12-00
0xe075ba4b1dcaf75513118d7aa08a057c658842c9,22848422829770938786606,2023-04-15 12-00
0xb87f2354e34b26ba6406ac60ea99dcd8cd5e63bf,22747279830054035551670,2023-04-15 12-00
0xf671bacb43179f30f3fdd58f81367fd5c33ac1f5,22199785841033111746416,2023-04-15 12-00
0x1d083becfaac301b4b845d0e5b80a9da5f6de946,22003897464309720827126,2023-04-15 12-00
0x0d4f8cea48cdadeae345431577a64983c0535b12,21923922301222547310759,2023-04-15 12-00
0x07fa1874ad4655ad0c763a7876503509be11e29e,21774276086098624611635,2023-04-15 12-00
0xfaa0b40645ee5e8d9ae38393e8cdf8e5baa71d13,21682545753757129648935,2023-04-15 12-00
0x2c2b0f71d59b546b2cafd222696589c13c3c325c,21276205349795872713473,2023-04-15 12-00
0x55b85f38df73b6fe69fdd6260e4a5e85732f1940,20948949721399489137813,2023-04-15 12-00
0x70fc0b021dfdbb9a106d1ed8f35f59d3f23ecb7b,20897830533748153530800,2023-04-15 12-00
0x98c62d86634bb0e3f818efc550e2f33369eae7f3,20870195137136755593158,2023-04-15 12-00
0xf0e4c4372a2b9acb20da8195536600981cb3a805,20697521192616347629913,2023-04-15 12-00
0xb33e9e01e561a1da60f7cb42508500e571afb6eb,20697467137854133002837,2023-04-15 12-00
0x98afeecded971fb61ab1615ec67be0fe9a559885,20615847572662252134440,2023-04-15 12-00
0x7e11e85faa97652623929c9677e442e219ce0bbd,20596939596433287069746,2023-04-15 12-00
0xc32e1a6cbf56eb0b4cdb63c74729cc3c938f6265,20585627673605585903472,2023-04-15 12-00
0x190c8ef199d463da319257bb58f7b13b872412cd,20517942741795218469561,2023-04-15 12-00
0x6cf4bb9ff947610944c6d8e0e5ea26b1dea73196,20444635185195415150598,2023-04-15 12-00
0xa04c9041feb5bafb38a44e5216fe9769e17b11e9,20363502442215718518905,2023-04-15 12-00
0x4ef76d9ae09e8d2c02e8eb65828aea92c0b1ba3b,20294850448828284887759,2023-04-15 12-00
0x4b19d06f842e234822c182b4e34e7cd1356ff4fd,20159954735099373505833,2023-04-15 12-00
0x7f02f8ead20dd59ca8293d914cb885e443f6f6aa,20001000000000001835008,2023-04-15 12-00
0x08a76efaa57b28e4de679ce5c3369308b455380c,19651532307202745115706,2023-04-15 12-00
0xb4d05a6d4bcce4aef99695f564c91f41ee61ada2,19465902669895315376695,2023-04-15 12-00
0x0a611e28536dfb0a5f07ad5e00e3f50923d78500,19399999999999997902848,2023-04-15 12-00
0x002b75b47d93c8e8f3f0668004e60fb1411db307,19044233880780377075643,2023-04-15 12-00
0xaed5104cb86a27d7d607a9041dd6dfb7dfad1b56,18981475396428965061467,2023-04-15 12-00
0xa6db9a52ba325547eab1bad65c2c6fb388227a62,18840402020836470160455,2023-04-15 12-00
0xf4281defe5fe4d185a6be1641ed38d868a49c955,18501510029100699257404,2023-04-15 12-00
0xb6bcb68c2caaf376dd16900cac7a1a7ea221122d,18484091049573140393683,2023-04-15 12-00
0xdc0988cdbbec89c7ae3b9593c1c46ecb9048a079,18300000000000000000000,2023-04-15 12-00
0xa2d20dd35889b6594c1dfb2f8ae2763aa406aea9,17847917194431279400394,2023-04-15 12-00
0x2331bb285b88a5bcc1cea9cf1dba6827ca347a16,17484544064583333333346,2023-04-15 12-00
0xe647510c249c669c727eab2914eede00806adb0f,17442212256331968626238,2023-04-15 12-00
0x3a5260cb787b217cf6b4c632394110cbb00405b7,17186967879522089308688,2023-04-15 12-00
0x5659ad288c52203f744fbfb0284a3d8daaa35d09,16628350698856734720107,2023-04-15 12-00
0xb58c5c9b8debd3b6e6946c0278b23b25cded2773,16621501696745423545412,2023-04-15 12-00
