Address,stCELO Balance,stCELO in USD (approximate),Contract,Snapshot Time
<a href=https://celoscan.io/address/0x8a1639098644a229d08f441ea45a63ae050ee018 target=_blank>0x8a1639098644a229d08f441ea45a63ae050ee018</a>,430296.02234086406,257408.24411657295,yes (but no data on dune),2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xdc5762753043327d74e0a538199c1488fc1f44cf target=_blank>0xdc5762753043327d74e0a538199c1488fc1f44cf</a>,95287.75348660669,57002.27758872996,RebasedStakedCelo,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xf3cf9f6ede5091b640b8d2eb8c165e13f043cbeb target=_blank>0xf3cf9f6ede5091b640b8d2eb8c165e13f043cbeb</a>,61645.30658984704,36876.96214572557,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x9fba5259a1a4654212849e87cfdf5b28d5bbcb5e target=_blank>0x9fba5259a1a4654212849e87cfdf5b28d5bbcb5e</a>,49341.32884789408,29516.575012756413,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x46c5cfc2079309f4e7d9476a01730a60e2f1a164 target=_blank>0x46c5cfc2079309f4e7d9476a01730a60e2f1a164</a>,34753.33693247457,20789.863193049478,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xf62c9d7cdc66061bb9c330ceff6e7006de6b79e4 target=_blank>0xf62c9d7cdc66061bb9c330ceff6e7006de6b79e4</a>,32207.040668418675,19266.63821233607,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x08bafb4400a102dddc5e5d584abf0aa38e174c57 target=_blank>0x08bafb4400a102dddc5e5d584abf0aa38e174c57</a>,29757.8056745163,17801.476448163743,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xfedc380d4b6b1915f1d1491e6f43b74f00c837c0 target=_blank>0xfedc380d4b6b1915f1d1491e6f43b74f00c837c0</a>,24705.102905531046,14778.889019323538,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x9fcd7d9e934ac04e5c7eae5bd7dc938fcdba84cb target=_blank>0x9fcd7d9e934ac04e5c7eae5bd7dc938fcdba84cb</a>,21437.33529369791,12824.071220713613,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xa72dfb06e984cdab5ef6047f2c8a79db4335fa64 target=_blank>0xa72dfb06e984cdab5ef6047f2c8a79db4335fa64</a>,20965.682035560425,12541.922581856672,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x1258fdb35c1cdd340827e0417b4bbe2356ec756d target=_blank>0x1258fdb35c1cdd340827e0417b4bbe2356ec756d</a>,19700.791237888738,11785.249727999897,yes (but no data on dune),2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x7a1f69add7bc3d739438762d506a2d4ec1d423cf target=_blank>0x7a1f69add7bc3d739438762d506a2d4ec1d423cf</a>,19462.47639457155,11642.686928949435,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x6e42ce2fd45ff9b97a55d96f5a998dd8de2b2bfb target=_blank>0x6e42ce2fd45ff9b97a55d96f5a998dd8de2b2bfb</a>,19018.454916434377,11377.06795247004,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x415b43b85db2e5493b58847321d75efbc25116df target=_blank>0x415b43b85db2e5493b58847321d75efbc25116df</a>,16704.183490609685,9992.6430142846,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x3e48a1fbf1ecee44630832d87147bedf6916126d target=_blank>0x3e48a1fbf1ecee44630832d87147bedf6916126d</a>,14438.198276835139,8637.103467582101,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xe3023a2232541b00124f0411759c858a6ad5b2be target=_blank>0xe3023a2232541b00124f0411759c858a6ad5b2be</a>,11260.897476865654,6736.404001430756,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xa265a3e7595b927a2d14e6131de5e4c34a5e787f target=_blank>0xa265a3e7595b927a2d14e6131de5e4c34a5e787f</a>,10905.086644670844,6523.553691881834,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x0a336306692f753c7cb0152e8f8eb70e3ce2dafb target=_blank>0x0a336306692f753c7cb0152e8f8eb70e3ce2dafb</a>,10840.32066953013,6484.809908360958,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x8da20a81aa510c420d5a81d62cbbd013e7c76d9e target=_blank>0x8da20a81aa510c420d5a81d62cbbd013e7c76d9e</a>,7922.728376508089,4739.471187567657,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xe971f568c6cfb436c88ea943e5dde716d89a3b21 target=_blank>0xe971f568c6cfb436c88ea943e5dde716d89a3b21</a>,5941.658370951674,3554.371337403743,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x5464d19f5561e7888ea0cc043715f4356d52d4cf target=_blank>0x5464d19f5561e7888ea0cc043715f4356d52d4cf</a>,5931.746991628099,3548.442231355828,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xe462482bb3dde254cfc5c91c7f3a13da9a63c62a target=_blank>0xe462482bb3dde254cfc5c91c7f3a13da9a63c62a</a>,4729.01848521829,2828.9556060794034,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x623e213f0eb9f65ade7f579fbefcd9df8743d8cb target=_blank>0x623e213f0eb9f65ade7f579fbefcd9df8743d8cb</a>,4058.292691902739,2427.7193878085213,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x0bbf91036b886eb9f7b902a5de615b765917aa24 target=_blank>0x0bbf91036b886eb9f7b902a5de615b765917aa24</a>,3690.379201816148,2207.6291230768416,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x0e440bd9798ad22cb8fd6f1a433f2f16e8786770 target=_blank>0x0e440bd9798ad22cb8fd6f1a433f2f16e8786770</a>,3441.791836536865,2058.921178118391,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x61321f38df37a898f10cb502183e7bbf4372f8a5 target=_blank>0x61321f38df37a898f10cb502183e7bbf4372f8a5</a>,2585.1297739262714,1546.4556523199826,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xbb4946437eccded9a99e41a71272cedf84fad828 target=_blank>0xbb4946437eccded9a99e41a71272cedf84fad828</a>,2235.635393061783,1337.3839197542752,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xacef3c5a772908a8a01471bf5ff0e6b6e8949bfc target=_blank>0xacef3c5a772908a8a01471bf5ff0e6b6e8949bfc</a>,1990.8058651767158,1190.9239582190935,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x880817a459f83f468eb8c32d623b8829b18f4ca8 target=_blank>0x880817a459f83f468eb8c32d623b8829b18f4ca8</a>,1653.1022395615928,988.9055969326195,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0xbd5fff8b575c6071bdabe1dd0e40b74b3e002a8d target=_blank>0xbd5fff8b575c6071bdabe1dd0e40b74b3e002a8d</a>,1590.808480743564,951.6407228825688,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x2403a37e26aad0ce33fc21f263345d1d1cdf37d3 target=_blank>0x2403a37e26aad0ce33fc21f263345d1d1cdf37d3</a>,1537.8659711514233,919.9698783344352,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x4258658523ed894f1519230deecfc01cb593fc91 target=_blank>0x4258658523ed894f1519230deecfc01cb593fc91</a>,1474.009174706486,881.7699764195163,,2022-12-15 12:00:00.000
<a href=https://celoscan.io/address/0x89d6b771e2b63000870e2212836fefc8e74c6755 target=_blank>0x89d6b771e2b63000870e2212836fefc8e74c6755</a>,1385.0416291126096,828.5485230347124,,2022-12-15 12:00:00.000
