Address,stCELO Balance,stCELO in USD (approximate),Contract,Snapshot Time
<a href=https://celoscan.io/address/0x8a1639098644a229d08f441ea45a63ae050ee018 target=_blank>0x8a1639098644a229d08f441ea45a63ae050ee018</a>,526714.8946836797,402464.9578873784,yes (but no data on dune),2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x56dc05030ade425ee58e310776ea46e785eb2203 target=_blank>0x56dc05030ade425ee58e310776ea46e785eb2203</a>,173292.3840654375,132413.40383393707,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x08bafb4400a102dddc5e5d584abf0aa38e174c57 target=_blank>0x08bafb4400a102dddc5e5d584abf0aa38e174c57</a>,129682.18205266085,99090.67403516636,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x9176779f5617db41cc11aef0d46e2113b682b55c target=_blank>0x9176779f5617db41cc11aef0d46e2113b682b55c</a>,82130.00038052925,62755.86181076392,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0xdc5762753043327d74e0a538199c1488fc1f44cf target=_blank>0xdc5762753043327d74e0a538199c1488fc1f44cf</a>,64845.04952563059,49548.361722732436,RebasedStakedCelo,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x7c9b206accb51f8d809d904f439bfaaaeb904f2a target=_blank>0x7c9b206accb51f8d809d904f439bfaaaeb904f2a</a>,64499.24299342812,49284.1295682504,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0xf3cf9f6ede5091b640b8d2eb8c165e13f043cbeb target=_blank>0xf3cf9f6ede5091b640b8d2eb8c165e13f043cbeb</a>,58008.79471358094,44324.75207582605,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x49d65f50c6445cdbaa04c907973b81681473f948 target=_blank>0x49d65f50c6445cdbaa04c907973b81681473f948</a>,47428.031067107324,36239.94825050097,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x8df8ca37b0ccd6ef4dc0e9a010bfd02e517c2e75 target=_blank>0x8df8ca37b0ccd6ef4dc0e9a010bfd02e517c2e75</a>,36494.35324674142,27885.481293248104,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x46c5cfc2079309f4e7d9476a01730a60e2f1a164 target=_blank>0x46c5cfc2079309f4e7d9476a01730a60e2f1a164</a>,34753.33693247457,26555.16376345155,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0xd28c7edf73e247dcbb324f3d467e27ecd302d9de target=_blank>0xd28c7edf73e247dcbb324f3d467e27ecd302d9de</a>,34130.16887350485,26078.998556920553,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x7a1f69add7bc3d739438762d506a2d4ec1d423cf target=_blank>0x7a1f69add7bc3d739438762d506a2d4ec1d423cf</a>,23908.55780750214,18268.624654943615,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x36a683c003b0a49505ebd90f86bcb17606426108 target=_blank>0x36a683c003b0a49505ebd90f86bcb17606426108</a>,22010.472629586842,16818.290178157826,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0xa72dfb06e984cdab5ef6047f2c8a79db4335fa64 target=_blank>0xa72dfb06e984cdab5ef6047f2c8a79db4335fa64</a>,20965.682035560425,16019.961506099864,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x039a4fc593206d8c8b4c6ffbfd358bf3430395d5 target=_blank>0x039a4fc593206d8c8b4c6ffbfd358bf3430395d5</a>,18902.895489240487,14443.778054910614,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x1258fdb35c1cdd340827e0417b4bbe2356ec756d target=_blank>0x1258fdb35c1cdd340827e0417b4bbe2356ec756d</a>,18097.464206740544,13828.344790227276,yes (but no data on dune),2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x415b43b85db2e5493b58847321d75efbc25116df target=_blank>0x415b43b85db2e5493b58847321d75efbc25116df</a>,16704.183490609685,12763.733421908822,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x864f2c20f55d7b6e80e65332c372c855a67be451 target=_blank>0x864f2c20f55d7b6e80e65332c372c855a67be451</a>,15816.757956042182,12085.648021243655,,2024-02-15 12:00:00.000
<a href=https://celoscan.io/address/0x9d34535be508876aa1af456fab0dfe6cdf4dd7ee target=_blank>0x9d34535be508876aa1af456fab0dfe6cdf4dd7ee</a>,15385.282609745289,11755.955983236814,,2024-02-15 12:00:00.000
