Address,stCELO Balance,stCELO in USD (approximate),Contract,Snapshot Time
<a href=https://celoscan.io/address/0x8a1639098644a229d08f441ea45a63ae050ee018 target=_blank>0x8a1639098644a229d08f441ea45a63ae050ee018</a>,338303.54516931495,215562.95933934546,yes (but no data on dune),2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x08bafb4400a102dddc5e5d584abf0aa38e174c57 target=_blank>0x08bafb4400a102dddc5e5d584abf0aa38e174c57</a>,129682.18205266085,82631.93021777086,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xdc5762753043327d74e0a538199c1488fc1f44cf target=_blank>0xdc5762753043327d74e0a538199c1488fc1f44cf</a>,65010.04367893699,41423.619711694504,RebasedStakedCelo,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x9176779f5617db41cc11aef0d46e2113b682b55c target=_blank>0x9176779f5617db41cc11aef0d46e2113b682b55c</a>,50074.914386318924,31907.134547989783,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x0a336306692f753c7cb0152e8f8eb70e3ce2dafb target=_blank>0x0a336306692f753c7cb0152e8f8eb70e3ce2dafb</a>,38933.84364425295,24808.177963994247,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x7c9b206accb51f8d809d904f439bfaaaeb904f2a target=_blank>0x7c9b206accb51f8d809d904f439bfaaaeb904f2a</a>,35791.457056180785,22805.88693871372,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x46c5cfc2079309f4e7d9476a01730a60e2f1a164 target=_blank>0x46c5cfc2079309f4e7d9476a01730a60e2f1a164</a>,34753.33693247457,22144.409253329606,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x9fcd7d9e934ac04e5c7eae5bd7dc938fcdba84cb target=_blank>0x9fcd7d9e934ac04e5c7eae5bd7dc938fcdba84cb</a>,21437.33529369791,13659.612801120784,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xa72dfb06e984cdab5ef6047f2c8a79db4335fa64 target=_blank>0xa72dfb06e984cdab5ef6047f2c8a79db4335fa64</a>,20965.682035560425,13359.081004874675,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x1258fdb35c1cdd340827e0417b4bbe2356ec756d target=_blank>0x1258fdb35c1cdd340827e0417b4bbe2356ec756d</a>,20372.485919409377,12981.10355801662,yes (but no data on dune),2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x6e42ce2fd45ff9b97a55d96f5a998dd8de2b2bfb target=_blank>0x6e42ce2fd45ff9b97a55d96f5a998dd8de2b2bfb</a>,20075.872746014575,12792.105203287534,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x7a1f69add7bc3d739438762d506a2d4ec1d423cf target=_blank>0x7a1f69add7bc3d739438762d506a2d4ec1d423cf</a>,19462.47639457155,12401.256408904255,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x415b43b85db2e5493b58847321d75efbc25116df target=_blank>0x415b43b85db2e5493b58847321d75efbc25116df</a>,16704.183490609685,10643.705270014603,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x3e48a1fbf1ecee44630832d87147bedf6916126d target=_blank>0x3e48a1fbf1ecee44630832d87147bedf6916126d</a>,14438.198276835139,9199.846683620028,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xeda08159add4a97a81fe2e8d5ca20e07626f2e4e target=_blank>0xeda08159add4a97a81fe2e8d5ca20e07626f2e4e</a>,14054.2766311554,8955.216418052647,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xe3023a2232541b00124f0411759c858a6ad5b2be target=_blank>0xe3023a2232541b00124f0411759c858a6ad5b2be</a>,13289.198034708295,8467.717517339708,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xa265a3e7595b927a2d14e6131de5e4c34a5e787f target=_blank>0xa265a3e7595b927a2d14e6131de5e4c34a5e787f</a>,10905.086644670844,6948.590348944525,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x52c60e6da29f07469be3ebb8886344a3bcb8e36e target=_blank>0x52c60e6da29f07469be3ebb8886344a3bcb8e36e</a>,9132.30041180889,5818.992234799683,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x8da20a81aa510c420d5a81d62cbbd013e7c76d9e target=_blank>0x8da20a81aa510c420d5a81d62cbbd013e7c76d9e</a>,7922.728376508089,5048.267448770436,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xe2f34d47cf1549fd22d8cba050c8cd9ee47b58a1 target=_blank>0xe2f34d47cf1549fd22d8cba050c8cd9ee47b58a1</a>,7802.824257619517,4971.8659830640645,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0xe971f568c6cfb436c88ea943e5dde716d89a3b21 target=_blank>0xe971f568c6cfb436c88ea943e5dde716d89a3b21</a>,5941.658370951674,3785.953414069955,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x5464d19f5561e7888ea0cc043715f4356d52d4cf target=_blank>0x5464d19f5561e7888ea0cc043715f4356d52d4cf</a>,5931.746991628099,3779.6380021015248,,2023-03-15 12:00:00.000
<a href=https://celoscan.io/address/0x429c5b6389d44f74e89543b6f54654fc9ac1ad32 target=_blank>0x429c5b6389d44f74e89543b6f54654fc9ac1ad32</a>,5187.620325732746,3305.489420112997,,2023-03-15 12:00:00.000
