Address,Average Locked Celo Balance,Average Locked Celo in USD
0x9bdeaf066d69f6587144eff9ba63c9af57a539bf,237.48755829530606,145.1148867597477
0xa6ead252074fc7f17d305f11c096874c5c7183db,236.92139433613147,126.18888147308286
0xb4f4d90a116ffea05730c8d669dd9ff95dad66c3,236.85718440624976,143.16731343402427
0x8e8ca974d32f50d950bbaad279ce0c6504a80f3f,236.82999100418408,120.31453295664711
0x5d78b9c607c539f7e333ceac4b1cff6bcbf351b2,236.77460454303036,120.59593578269256
0xa86059406a2524cb5c53130c2c3f23db3d1a222f,236.14199999999997,128.55842043299998
0x46a7ed07e14d705d6451b8faf9fae5bab6e12df3,236.09578166835823,115.9752459042751
0xbf056f88d839a5822567d6281b8e34f1e9757ea8,235.83667555000625,128.23308862953374
0xc163f6fd41d95e6ebc0443b39b38e988ab15ae41,235.63551198541666,135.76725745598142
0x6911aa3e748ccf296b2c0698fd7528cab8fd04f3,235.41479274978124,104.96878311776481
0x525d7fb1c0e07001e6385ab768db2ca6444488d3,235.09923901372338,127.8321373629517
0x044eb3683f1fd6e8a285a903f0ce91d3a41c2af2,234.66665870189715,115.34009882885972
0xe7d4d58c745d17a1b95cc1d8b4163897b651d221,234.4833490937917,127.49689695578603
0xd026304e94dc450edfddab3d1d14866435910bec,234.14366828676748,143.07148294083842
0x723de3c7780a922ce2d651f5d9c8bf244999943d,234.05362715583558,127.26354170517043
0x346e9a3817c545b20319b669429c9c453f4f557c,233.9381426069715,127.23163213815705
0xc9ae8605d61fcbe3ce3d62290660526f1d299a22,233.78103198332394,127.10755035412598
0x727007f94306ba72ab4ecaf49e96ca0753d4bda1,233.45390060916876,129.59280699797438
0xc98f8f05eb8ef216402ed1fe6f0c564edeb5ee9e,233.4273324140911,126.12549253674767
0x3780fa5063436b37a595f393c6c8a4e25415063d,233.33333333333334,117.19531666666666
0x2a30ba6ec92ecc4035a712a138d0a926df0a94f3,233.14319806505944,126.76854076287144
0x7badb445fb5b0bc2831754d6307dcfa179b5f0df,232.4424412718403,126.39736171679999
0x4900d2461f7ae3a257f576d43a6ec7133ce4e53c,232.0099834776626,141.7679834598653
0xd7158904b1b95fd57782c906654ce34088e2ad66,231.01656305856866,125.61424635875831
0x5bea209c771e740467de748a46be31bc0f922caa,230.85511595831136,125.5240981707394
0xaf53ae06daa527497f73e75d581bc3e722927066,230.7449594585265,100.9516885409435
0xfd94c3107de8ac859d8bbfc913637aa0491476d6,230.49488344458334,114.58193713810617
0xd39ec0f06d641e3dcd9cfb64af52599531518f04,229.8651928511218,124.12281406630291
0x4eeab8f6b10bc833a70f25b794f1a32cf728b9e3,229.1732451175,105.46270093305037
0x84b77835d3319f33745753e6bf6949d438cfd802,228.69883563586038,124.34434273773195
0x1898fb741f6132c459be9b80636da9bb43f08ac0,228.69883563586038,124.34434273773195
0x0d08c016c35cf5c343faae0116d75bae5d943e08,228.5884176642236,122.60150656540763
0xd247441132a0993d182f1e2ee3487fa873fd1fc5,228.3251357438562,124.14878771467421
0x206d250db33f2a697199bc6530292c3363a1ac20,228.07703870448287,123.3142036366239
0xe1006f209f615d89471967ff3770031cc8faae11,228.02816131722435,110.41317813246998
0x048e4ac76b79f393bb43f03523254f6b84cdd5e2,227.85765273804495,101.59179974349473
0x74e7faea7de9b79140319d4ec45363f94cb5c331,227.1282997778927,124.88236036944751
0xfa3eaa5776fef7f15e6ba3f3e8b4da20296f140c,226.9372108249962,101.46911532402619
0x9537274bfa5aca9fb10efe6a073abefe1bfc1735,226.09485056771769,122.93609104886434
0xd4d3034eed15f3bde4a937164b17bb47c679a56e,225.97305540712492,122.38467175359301
0x896563a7be19111bcfab9a84f090370546b5a5a6,225.9648678929093,130.33919663488106
0xf6489a40f4a579890c5b4dd7a06ac373a40f8ba6,225.51950247541672,99.34976762459551
0xbef47ee33cc1a376cb4102482ec8352d3d567e6d,225.07151757397233,134.3343623967703
0x03069a9d7b448f917164d2b1a38e94fce8be5243,224.51751414130476,161.35243026533252
0xebfa66664f2bf6fbe43d897cacaad8bc2cbb4a29,224,121.94817599999999
0x855230c3edb1b1087eacfd31956e6022c5bd32e1,223.89430299651076,121.75726244547758
0xd10de6c9419c9b4286a67cb49341c29df0d69f04,223.6182463943176,121.5892966183921
0x982b824add5128dfc7ec5edb5c0a400c49c1c543,223.538115315181,121.67945441876235
0x0e0a16acfa742661c14dd796868cf6d5f5ee8579,223.3978369198768,113.2880925328796
0xe248684a1ae5f15550df7dc64d538ab4864ad2a0,223.0433433107852,121.27688258959891
0x87417cf439f926226763d5f18f1302f8c0c56655,222.96929620742208,114.69455105796965
0xc81eabc404a6c53d4b935a3cbb4c1314b950c437,222.71931387117152,121.10071493043006
0x031cf45a663cb30ec91771de1112816c3a708d3f,222.5657310298678,135.98514549601535
0xa891de6640520188183c04c8dcc4f65c53c504bc,222.54995331518077,168.54375614418583
0x40bdc2b75dfaa9c11e5230cfd63e3ce117b0f9a9,222.48923031774916,93.56590392954355
0x8562bd96bc83d146dfe2fc9c89d141799509ad5d,222.41162681028302,98.40492576374332
0xd4d862256707921880932c6ebb2b1e81843d1a94,221.8770035318595,120.68135138308837
0x99c65bf2d3cb29b032aa087e1a4a2a1868f8a223,221.73167818254993,120.56369146819914
0x67376d5d6e59f0844450a352799b3228e0ce1c06,221.6909414854167,110.20538565437094
0xc925d6880a00918bb94f8a9a1bab995c069098bb,221.58376074941134,120.47585207478028
0x8c9c489c33df8fe47dce653d671b74cf96afb435,221.48466132467414,93.17549623403187
0x7fb53526cef0521bbf6da59ee83bf936c32b9bb2,221.22289536122898,116.78458918377765
0x2034762ae371d47563819afd17e94e8f1c2122e1,221.11337791875,119.7527206425565
0x4a93d60372d19e39baef9d9793f1cd75c75f4276,221.08700494573876,121.24609469583122
0x1e8b189a554e1e775e3e1ffd5539b932a1e0e9f0,220.8166962075429,120.06617253073773
0x2adbf88dbf6091554cfac1f501d38b6497583a11,220.72532487415592,120.01649057069024
0x006c10bace689fd1121ad5d204bfc1e7e881f2e4,220.51265647948094,119.42936043397448
0x6b637c94c3c5ce4b79e6655b898a168a749c190c,220.39830571899924,135.62820873646396
0x702843fce3159a3379617d55b9a0f5d827939b04,220.26801686879767,119.76783536112482
0xfc70f83e6dc0e76492ccd8e79b4a9a89d3dc1b03,220.23902934903006,119.75176372629188
0x347c516243dc2c27c3ec0968e7367f1c0d7bc263,220.21968621000397,119.74123979545402
0xa8a02163f38aa9725a6ee677e35b5d72b1931e0c,220,119.77052999999997
0x326a07eafead006da4a3db31f745e954c0b3b47b,220,113.21686749999999
0xb9d80a03890c9e62564473f7cd2a91ba4b2b61c2,219.8404633596626,98.02437562588848
0xb69f55a79ff6fe2efb68fa014731a3e6793d461b,219.60717726353627,93.71033546754167
0x915cfa387d51634d0c563fbb7e326b90a2fa3493,219.10313723016768,107.82495151580834
0xc37b12c2442a7abac5ea15e834777f233e382c6e,219.08333333333334,121.61554833333334
0xc17b798d4ea89938bcab54a37bf0861f55a3dfe1,219.0458878502973,119.10296798133764
0x4793ca65906d5d59444508a426c2171a8da20097,218.47342300911973,118.79182557682265
0x0abcb0b569c23ea7559c1bfed9b27fa8677db90b,218.16666666666666,121.10669666666668
0xfcd2c491025e3e92fcc9a25da1427a53249dfd90,217.7311698537449,118.3884768394142
0x36159f4c9bed468495e9a7e5b05c08f26f01e8b7,217.67178014148317,108.1297639257034
0x8fe9bcc3fe115119d65f8682fa24b180293962f7,217.57726720028427,118.30446303072289
0x072e8d3d5f5b433ff20820f0c6f479afeb599834,217.55057544696993,118.30667131505466
0xd8e0ee42a46e899ab5abc67c57ee64995a880d5b,217.4857083482331,120.63037921628636
0x4f39134ec5a946054a41ae25272f7a4b8a0f60f6,217.28253169497054,118.2014875393949
0x3613ef4355e4a0a82211408ce38d822d1b0fd0da,216.96135395865437,117.96949645966087
0xad364b66b5e469afb85e73a0bdc7aafa51c2407a,216.85947037557204,117.93970148952984
0x31a31b65aaf08df8a80b6f5676805098d4c6569e,216.65688600803642,117.84494504128502
0x6111c47a8c51bfd1ebce8cdd27cf936cc56b462c,216.1573214671815,117.53268894362111
0x6ed343347e6032018f9c9b476988f59d04d9f662,215.7824385322357,131.85218440555886
0x23efddab28c53e228061e7272ec8f5c6b6a3f4eb,215.73948228142388,117.30545074040153
0xff837a1593f9c811e42505dfda017caa2db22f2a,215.6800459878976,117.27320505517793
0xc6b9e69bd8e1d9ee96fb2414921845831081e73e,215.64572214193436,117.25421238285368
0xf8971780653bd1ac0fe7be0bb204d91030655cfd,215.51094938273263,117.22241034742841
0xb0de05d941dacabd2edbb3fe069fbfb63c2beb2c,215.00891236230385,119.14836697652403
0xb220dbf6d24f6e5607689a7eb34d64c85aed7bf1,214.88707975187558,116.88230441243714
0x5c268fffae3a2e7fd063b6da5ecb5431395146e7,214.79920296796118,122.21465317950408
0x9bef2a96ad45a4f79df534aea8ae71d7dfc292f9,214.68717749338495,116.73301316492153
0x3c144cb70713d56e8702e50ac080d03033927a20,214.66949711910135,95.71449360651997
0x4b5780287233df55ee5ba80da222295c63fa6546,214.50191828195173,98.47437611573964
0x4788aec4bbb72cb122df9cd61e3f0cb2cbd1633a,214.2799585912597,116.51157811172624
0x0d3fd7ef1a9be6fa4bb620dbc0c2139b7c23b1c3,214.22331934290636,130.89932434713862
0xa9623d970f247766d7e32b4f6fa026475c1e2ebe,214.1891360252902,90.04447021762394
0x8eae847e11f422f88dc27678d80ada5d6defccc3,214.04797956208333,89.98512846396115
0x267ff4fff2f549010dedea6630c54ba95d8255cc,213.95123372869318,116.33312861320458
0xfec181b5c72874b16850186dee5f6af182a1fd02,213.7990358803378,130.64031869704888
0xbe8a44e50d80105da89b0eb3fcfc93c47d376791,213.6463076396757,116.17538300586415
0x6b4f189ca73fba08d90bb016d785e895345140b3,213.34901560335587,116.0054129453436
0x2412d9d8a46898086d098592e9cb3c52045b9e63,213.20554986303583,115.2736483042716
0x51812f57e30d2c524552aa050ce027ff22d56abb,213.03604547696602,115.83534727344153
0x37e8243a7b8681984538ac97214f7248f844d4ce,213.02381907924533,115.83700180473805
0x87800b863482dd6f07ebe82c5336a3f7042d5d7b,213.0055639730186,97.45813369391563
0xd983493f2ec503bd668be0d42fd76022082295a1,212.94274413113513,130.1168398327976
0x2f65897d3c90365f91eaa91150e06cdeb93be248,212.92982482807534,115.77748408027814
0xe7cc0036d3b0ff2a003f3b3bfac78579ef2c7236,212.82944939089532,115.72317187716912
0x0f254c1eb101f8f799743e23c5c5b1cfb211b27e,212.72831811683486,115.69590374878668
0xba4a940841ba303736823cf12d725db88392c242,212.35938531974978,115.49525338987264
0x315c75babe0000baf72fbb422eb559ddaa5a05d1,212.2721991224208,115.41995851403271
0x549e5f4d71e3335e177c99fdff58c87afda4a955,212.23325599701784,115.39886992077881
0x70940c904ea4c3fa4d24cfb7ed47471669d9cfbb,211.77624160142446,115.1784287622774
0x946a9b78a9b1946d0f00b99b5417b1aef47982a2,211.5911698564137,116.35440193240322
0xeb9f3ba16fea4f9022d2978ed111fc6d02f658c3,210.8606180529009,108.09102216521303
0x5a34e41364ebaad836ab843b497a554c689d7440,210.80790664016953,114.62402492297433
0xc6d5ef6300f59d87710fd74314a151ac3008ffb4,210.70229542533355,116.76703608464062
0x8c5a131b18a3dd682a88d018fafb743248cb36ff,210.6283810047403,114.67029510806351
0x949cdd0ddbc9441772f3e92de141bde438b55cd7,210.55367366656947,114.48578908938242
0x114322ab8842e807978994b233b564e0fc7285b4,210.42022111221067,114.41322601923645
0xb35a4e469d7241230c4f2a55beeb2ef775794e2c,210.32916636799072,114.3633929069556
0xd0680139cab296cba14fc27a83fea3b356c60336,210.304069099536,114.34976773145235
0x248bc548503743bed5cbbd921b01ce0c35480954,210.19199792088116,114.28883066397928
0x3dc251264436fd622e3c84537b3b9a27b9d6382b,210.16098360450613,114.2665169882568
0xf023bb16c6c5d85e7366f60b9bcb7d3e5226c216,210.0413026658333,98.32630908852808
0x7eece7d28486f5d8ca3b427711cad685027a7ca1,209.62079459546138,113.97854837151247
0x603a92bdb21af756e0d4c42c7366d7428dda8655,209.52259286618778,113.92484106975387
0xf27724365977945c3bda9be5070cd64ee00634cf,209.47221877301868,113.94539545539625
0xeb16fa495b00b2950593ff64ea96895d31b6c22f,209.42288431742736,146.00204529014732
0xd95eac8b6e866a5f9c1f65831d2f4c86ff743cc2,209.16666666666666,115.20916733333337
0x5b2f40e51b1aa8d2701a393251625a624242ce74,208.97364204804117,113.62636626286503
0x6ee4f33e95900ddbb77744f82cf5cc8341990ed4,208.64611338090205,90.27644097258764
0x2b154332319fcfc4d471bb10b46d57e58bd87e98,208.54575304634173,113.39400867713636
0x8dfe45cfdbd2568fc709b673e1ad228434f51faf,208.2470344866309,113.23128518754147
0xd6c4ec4e9658d4dacb09a29768252c118933da0a,208.0161596326819,113.10571608294403
0x3bd9826049b5bda89dd7db7a60af64bdaca11628,207.97213185276757,113.08212752282462
0x9c2cafc10ae5d5079653ddc89a834eafa19cefd0,207.90562278749812,113.68031909721584
0x2937e7ad2ff5ecf40f43a020c709556e97f1301f,207.5564171950384,112.8559681116112
0xa475cb66dfd1c34ba215a72196084723668736ba,207.3604598264113,112.74952108771093
0x02dcbc1c63a9991c1d9d783e65d11c5fe1a0f237,207.17473123341907,112.64822480133053
0x028efdd0d027ae3e55caefa708c8e50c44ac7685,207.05002651209034,114.739599198921
0xf91069103cdf2f75f3272c0f86ca99212ff40d98,206.70290313487365,112.39188236474017
0x2e854924cf385a9786f10a613b162338a5605f43,206.66666666666666,117.80511499999999
0x0bebc875488c85ac33691353ce95db450aa3f75b,206.52638141897293,112.29595996469494
0xef68768766d06a1222b9cb6d8ce22da9ebf8b8b8,206.38739685939524,102.49748321489932
0xb7f78b883f5eb8bafdb148d30c49cdbcd6cacd1b,206.16260528676716,94.85311363781504
0x661749268d881c1fa1d5765c17bebde6aacd716c,205.82854846981823,102.23445102805373
0x5f84b6909f9f2b04706766ec213d29852ececafe,205.71049124547253,124.34173492928198
0x6224ecf0194bd86f5b05144b99f8c617a2106898,205.683564211912,111.83740175648092
0x6fe94ab5fca8fd896a44de10973fcdd243dda1c4,205.30091940804314,111.62967308956227
0x1fb2f248b5d13bcfefcb1cf1d360a08d19c29b0a,205.27297072985917,111.6141814326711
0x78dea0c837b4cde336b73d9303fcf13747cb400c,205.19424734676184,108.70009648850517
0x71e20574cfeab122cc57de98f369fa701f5b4a57,204.89887410904987,105.15856010507336
0x7bcbb4b63a6fe9f856eecfe0f4f198039e7b04c6,204.8059340185573,128.82745018809652
0xaefec91062821fc58f06e92073c5332b5f13272f,204.5,94.10837783333334
0x283d25940771171c79d2f313ace274e86cc22329,204.38912143370456,111.1336012795736
0x7ef0e165eb9ec515d93ef8d168b8e67eeec50a83,204.1575007985291,111.00786735152155
0x2cb2ec1272e0c2ab914b2155060225f37f886685,204.06587028294427,110.98416844648398
0xc576b2808f67ba434ce511db02198ce371ad7fbe,203.92873160270815,110.88358150307839
0xf0ed592c269ba8187961ade9fcb1bcdcd0841f69,203.81399616752935,110.82088531128436
0x525ce19bfede1cfffdf5e9f168e3a94b73fe8b8e,203.54200766458334,85.6272730363829
0xb891ff416cc4e22cb2995edefb75e20c063eaa69,203.28785389854258,110.52830465576174
0xbe48d054b0676cef73f24c1c2406ef76519b2266,203.23282060944874,110.60629415857157
0xce98508e165e709afd4bc1ebe07642b2955ffb05,203.1288163222622,104.40619098898527
0x731e5758da3330a6a58b91651803edde7c74c9a1,203.04486885307824,110.40297529078758
0x72ffa270f43c04181422de4ab51432e8a1ce5cfe,202.88461013362152,93.14094991388727
0x774689d223b8a4ac796e06cff3421825fd6dd686,202.66666666666666,104.29675066666668
0x3238084629c8f222044f5a54e13f70e6ca5bbd1c,202.62915553451742,90.35003974132529
0x9bf9350a1d13ea3440890ac1f827d5620e4ad2d8,202.57728368551173,122.4478560689309
0x2f0cdf83055d357d3142c98b8aa370a66e99992f,202.15519721108834,119.37674229285129
0xe692a7a62b8b55abe71e4b09ce3f363e51bc1b47,201.48681020152276,109.55269718948504
0x8b7724ed789bd25d4a5e41acc5f73f2d5b41b6ce,201.38860626193878,109.50242156039819
0x9ffa26b8ed2132f8d69d26257e3c6bf4c5f967d9,201.3373868862935,109.47455444246366
0xf39cb3dfd6f8324bf0f07c4a44eeaed18195abeb,201.30289470481603,111.55310085817626
0x5bec23f8f259168c2f49521d04da0b46044c9317,201.29963112583187,109.45373488597725
0x654a5b1bf0c32aad36a9a0a2ac7d9634618e4a88,201.2549753595571,109.4230216092041
0x7eb367abdc20b829de6f939720b8238f3add3f49,201.22828430695563,109.41523135078033
0x2d0e754c1ce62d1408b86ddac0bba6710a05b9e9,201.1162109876601,109.3542929583411
0xe55a6af53eb24b2253523de6b7a82ecb295a7271,201.0871638384557,103.08087020128214
0xb450f3247cb6c67c1017dc8fef602fcdda083f0a,201.05434300033008,108.80954649582559
0x5307ba414e1a2d03968ef8b0ec8eaf38641dd71b,200.82099999999994,109.3292618415
0xc929fae841054bbdcb819da3e6dbdbbe491515a6,200.76597714045397,109.163569457723
0x219a1a23229405f9b1530db118f865802819501e,200.64152436290192,108.22788103845208
0xeee0442e86a64dd7326aa4d916f3bb7f9199d445,200.37412455771468,108.33641746213716
0x0d62995d4819a4d29cbb4dfe9124bb5c1956648f,200.33194855281866,109.05604693852281
0x30717b92f79d429ff539f3dc0be68ef91865852f,200.11457706292572,108.81245805047007
0xdb968c90a9b348d05d8bdfb7141f8cc1f0d4ba94,200,108.88230000000003
0x16de4620c642876d4d05fd37154f3ae41632dd41,200,108.88230000000003
0xcf9f805a1622e63835604466395760cb5ddfdbd0,200,108.88230000000003
0xb401ace4581b93dd93da731e5a7d0d224c9685ae,199.59893335849998,108.663954708101
0xa919776f74fc7e73bc5eb1bf9f3f94d5f9008002,199.4487357424432,113.3272907388208
0x9efaa58ddb80edba534b76e0ee9067e3a3b200f0,199,108.3378885
0x44b94d38c0c5e3470aa884286659bff8047f67a8,199,108.3378885
0x7d8a41678d46474e13053d53e5e55fca35ca720a,198.7838958871332,108.7132181337215
0x0faff2f4d218e53d92f778794fd17d4ba0eea006,198.48241985271264,105.50789536836601
0xa292ac44ee05855838ef0c7f8e73b418c41aed7c,197.0186324974421,89.35724169351123
0x776304f8542c4e04312ed71c8315a180c90b0c11,196.3349067727751,106.75398611807265
0xc2aa8c53672ad9bdc746972e41fd379522fe8bdd,196.28585769544222,106.72786874424501
0x46dcc0f92a5d2a6ffd294ad0a9eeb3a806caed45,196.28345845208332,97.57500280050236
0xbda509b353dd3af5b0971854f9eb59b8a07d278a,196.24074963238385,106.70326634120177
0x39680d2da63c99d84c0633ad3439e7f02f5364bc,196.16666666666666,108.89425666666666
0x5783ca7505f1cddc7d6d1c073bc8cc17d9474c1c,195.55137336903388,106.32850249491878
0x568c9a6b8ba21d1e6c752024d548c21f3751b945,195.45280065762267,107.24848567351825
0xf541f0cf374581dd329dd981c08fbe70302a6b62,195.42543243530005,106.26296936878408
0x04d212ddb4a96e222daac087f74571580ea536b3,195,107.811015
0x1080698d2f4d74b3de2bf45cfc0f6d1aee94087d,194.97311439859766,100.21436774261048
0x743a1bb7b04b9c49ee2c5dcdc0f859ca21772620,194.84553631225356,119.05782210820463
0x70cf5bc182e1939e1bb47b2f78c209101da0e724,194.64181276885918,107.05425251881684
0x97a30cb6f1cb8d83d5f998bd11ed5748ac4c34f4,193.94791035579328,114.00969319645064
0x814a8c9d1e12e760699912f54e08f1097f023604,193.82063040702587,105.39193066116583
0x31ee432eb3232c49b67f7fca5d77ed42d7fff572,193.7873336950363,105.36903340558246
0x9ff6c86d721ff4a15b3b19083a0fca4449654c51,193.60615262367324,105.27070618726789
0x2385d7c14a5c6c5235f6213d5e0202381b1940d1,193.43043717331338,118.19424254959718
0x099ff6d0760901031f89fc50b59d31f729d6b419,193.34826051047568,105.1302932261695
0xb90810bae79ad94e0024a120bc44eb7d2556fafa,193.3436714492426,105.12809864752813
0x0978d56389364e848cc281e7b443981b99e80963,193.20246438999945,105.05129739379281
0xf62c9d7cdc66061bb9c330ceff6e7006de6b79e4,192.8499356545361,98.85550837398215
0x059a597d70572ece06c140ca4bd94f809e27d075,192.55896950982367,103.74186465342723
0x7994d51d5576449380ea0fc6a2beb3cad445f96b,192.3138439070665,85.74431026935612
0xeba6866935541e70f2e40ab2b27b82fdf136e54f,192.1848500946652,104.51696530831803
0x538ad95a223354beb40589550f9100bae0ff6753,192.1741345251762,104.49186117537704
0x1d6ee7c384b9ee3cee1c5c01820f736144b16555,191.85872086867735,104.32046352765661
0x3e6f70d59155f8c563799b80b8688fa267e25eff,191.74670663100358,104.25947277391298
0x8e2bb45cd21a0ad2b6c334c81f052dc5bb986ff5,191.66666666666666,80.57609166666667
0xa254d3a4104175b330ae3878a72706334c89e07c,191.35871018436066,104.0484861747296
0x585bd765bb6c83f264bc495f5ca3bfa0c5183588,191.1856027790469,103.98227343568009
0xbba8b2a57d24b62300e9ee0cfaed022883e7512e,190.86666666666667,94.88224673333332
0x95f467d9ee405351094ed8414e5e1d51239f037b,190.576182165365,105.80302582829465
0x102c798fe733b87c4d82fa4fb42fd14abce5677a,190.57616666666664,94.73783548983333
0x4eb1ecd684eeedef6188c053c4fa7e3a65c088a3,190.15876219948314,102.83831940407298
0x970cc1cf87c21bb2f407f90f8860d5eea036e295,189.81058992146097,103.20701028988935
0xa854bad2111f68bc545920384c5c932d405b066b,189.5855565399381,97.4450901808977
0x537bc99789abf7ac852117c44e8f168f0f733537,189.58333333333334,84.53721791666668
0xd31812a3d737cd92ac3c02e19e407da1b8a20156,189.46044736296577,103.00706622477543
0xbedacc395a7f8f046617d845f0ac13fe3789212f,189,102.8937735
0xd57a1801b06a772d580556ed96504e82131ec59e,188.71941902268478,102.63116561341825
0xc9a60f67a5d72b26f85ec2f3b6301be1177dcf28,188.63373522561517,96.97316893208036
0x836b5404bd4cc4bf9127132b232395e39e40e450,188.56947472377965,102.53188038773028
0x3a98131a0970f7b84f6d53e7db4b2654e594dfca,188.53949323605912,119.02368925671516
0x5c8cca31c436e764b81886fd83706e0e829000f0,188.35827423176502,80.37586606363031
0x17cf14ad35c9169378e28d5c6de6f207dfe5918c,188.33333333333334,103.73415066666665
0x0dc27ba155ba5af79361b9472af05fd4a7afffa4,188.2895830661977,104.777620759339
0xe15a22ef1bf0a8dbf87a03b8d47363d8ebff72b8,188.26597230712756,96.77939418333098
0xfe89e824798069cf95cf1f4c9ae9e739e6c1700a,188.10093893953263,102.27740776764811
0x1dccdd9ea09d4ad1ea0acc12bac2e1412222ec1d,187.82852552477877,102.12900015084875
0xa240eaf6d14dba22be01541f8c0e390fdb6c89ae,187.5,101.5480625
0x29d04ecadcd82727be80dced34ace8f5fd8361f5,187.5,83.60823750000002
0x5d11c3ee1968b34d4d92163a3f92ad356660bc1b,187.42411790229224,101.90910944988873
0x8f2ecd630aafcbc2605cb0ed98852b16e9ac1e8c,187.23579398484057,95.98050382579838
0x9e86e7c97214e5cb845d8b8e2e364792570fbaa4,187,101.8049505
0xb5295b97bfea8768d878ee5e4483869dbebc3a7b,186.76660705047365,95.73421003687793
0xcedc06c2b8049ce3f9ac01cdaf1cf8548bbfcc8e,186.75404743107705,83.27150928868595
0x3b28344fd3a04e01db01700a11aabb89fd47f228,186.5741071942672,101.44694628210203
0x4cfaf138e9e58c633db5a69b961884453750ee64,186.53261063937657,103.39976374525094
0x44d7f26b862c7b4b4dd4270d16d6cc8851f93588,186.5,85.82499983333332
0x876b8a68cbb8c75ecb3038b2399ba30b584aaa50,186.45342805168067,86.29971805822026
0x7f363811957484799c006cf3a8803b56d1a8d848,186.34529010972804,98.06156063479922
0x5d38fafd5f96a25e71e58a5de8271ebe5a51d757,185.85323997666669,109.09724576560315
0x9eb90b59f54f8232d5d420dd03eef66dff433e7b,185.7699899817031,102.14225399510595
0x3ff0719838fde77212419857cf7a6f10e8c61cdf,185.32352921331085,100.83021901110637
0x3a066b025a506d7e778262b20735a7cb938ea091,185.03886399166666,84.97345460282118
0x4cc3a1a55dc0e7f1f0d7a37490c7d6db67bcee24,184.87664562734008,112.20579673074742
0xe2b50c74552cfa2be885fd1d3acc6e372bd57ae6,184.86457431688896,82.42902354835077
0x325bf197e490dae4618561507bb51b2414e1751c,183.33333333333334,101.77033333333334
0xe20129e904ddf83bb45ac38a51b09aaffa1048e4,183.33333333333334,101.77033333333334
0xd92b13a25fb63a3cbce2dcd295bde69157ed14f3,183.33333333333334,101.77033333333334
0x67eebcf947ff69e095f44df3e3189b18f9aa7c05,182.85536493233724,90.81113236891984
0x067aa474743a8691e4183970da317a2060fa77f8,182.67286280203712,96.75124155490793
0x8d1b3e5051cc981f7c79f4fa844390d48189ead7,182.456285074103,104.23494218571756
0x4f731824ed391bcd2b2099344473deed8ca4977c,181.86571547152107,98.88708899045264
0x544c497d6d6f37a3dddeddef2de37c1518b23692,181.78035653586562,94.7691628179187
0x1701350a5b82b695d44e438c5eb3f1b57fa6f9b8,181.61319920670306,98.76348532233787
0xeefa1f542124439153968110c4860e104aee62af,181.55624196105643,98.71878306189895
0x801add52a58bea8c0f1d5ad72cce972b0c22a1de,181.28723906072412,98.64819604203642
0x16c196d653ee575d7458bdbc368a0fbe85ccc2e0,181.10676073315722,77.28151472653137
0xf2e1c525ee27dc8f827b0c68dd1258e10ed67015,181.09927812321385,115.32030405918049
0x3cd85954cbf63bc30277a7c219c00f8ff58c8b75,180.96627454618215,96.45687353662441
0xbf03d979cf869b8562e2e84ffaae8fe2cf551def,180.91114344608852,83.0532968443417
0x4d013cee5074b905fdd3e8f5d3eb008aa5ef61b2,180.77281962247469,98.29283308779912
0x12441d1ca198999f3eb761c48aa3594bd6c3f35a,180.624124337619,81.17780289947893
0x128dd6370ee56592f42fbfedb8db8cebf67f05ec,180.25888494386277,98.0131374210618
0xc774d40e304e8881df583c1b94f9734c7637f655,179.89249895180998,113.14594530207863
0xabaf55d69645a557d09bfa5c258bb88022d0aab2,179.81338669922312,97.77087462737495
0x8d8f069f43b7d73ccc0f57e57d5309096ee092ba,179.45783099855052,80.2871805076126
0xc69828261862f1256abdac8c2ea55e38d984d324,179.32722202286664,86.07728161105506
0x5123340fc894962e8d1ea742fd5806365b802599,179.08044491327018,94.44965713324778
0xaf9a815e059015e893116e5de002639702c8d953,178.93942157603055,87.04812359582685
0xea3a138a21a654ad9c784971d57b839e3dad3d82,178.85829306999202,88.54614294043257
0xad876945c45075b18197a6d67ceae79a596115cd,178.68248299462584,103.331668236141
0xbb2f41afdb84c15453214921375c12a286ba4a59,178.48668065896652,101.5407805602004
0x667c66faa57bf9d51ab15641b0449e78b29bd518,178.3688571010514,96.43852570962672
0xfddcdb6928b70e4143e0b64c79a80c3997e906c9,178.1328905115574,96.85741491874147
0x3813f1baef42641732a1f9236563744e7cd85519,178.1091194990183,87.32051289774317
0xba81a8c48383c8089c09f9496fcc26a82ce9aa6c,178.05662042924075,95.78611975864237
0xaf6332234a382826822524b8154ddfc5d33aa34d,178.028227406988,96.82367089149652
0xbb26e33fc9da17dbe92cd2ea29703892aa796f51,177.19565254500876,98.19945767478889
0x4a4f08188b99baa1b98f8027da69e3a679c0578c,176.77651602438337,98.01764310621157
0x2143bb3e72e2a06a40c25656034f6252d2217a50,176.6962427920496,78.7868487440742
0xe0a9472510b8038760218893089fee27e0dce55c,176.48916083333333,97.97105851488335
0x140c509f3fb9f2b25f350de357164041bc74ad64,176.46211668960305,95.96988485253574
0x1a90ed109d104083e105f950bfcb8676589e73a0,176.4516716725971,95.94326618864858
0xa146459ebceb0fbae68c9b19f99e088c0bcd9d27,176.30681592804703,95.86447417572963
0x87b476289284f7d668d2ac0c5421e5c836ccd37e,176.27944816590414,102.22487905172646
