Address,Average Total cStables in USD,Contract,Beneficiary,Average cUSD in USD,Average cEUR in USD,Average cREAL in USD,Average cUSD Balance,Average cEUR Balance,Average cREAL Balance
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,41696.52577410433,Gnosis Safe,,41649.0745667803,47.45120732403621,0,41689.51421557682,43.30157416977272,0
0xe1c9e12d71caafdbd9912773f5a207a2179bd8b6,41007.1728373872,,,41007.1728373872,0,0,41278.863494187004,0,0
0xdb79ac912b73edfcf8a008603b7daea2dca842ed,40686.244224231246,,,2443.559331626167,38242.68489260508,0,2467.279136423963,35908.73324454045,0
0x7088fc3f9defaf866ca2f67e87521822f1fa45b5,40535.00779175471,,,40535.00779175471,0,0,40703.46349606875,0,0
0xdc81e2ec0f63e08a6d246ab1d55f84e0d7bda862,40040.02646072127,,,40040.02646072127,0,0,40125.35129048227,0,0
0x5f411351e6566409f9b0b8d03873846e0c7201b3,39803.08362913187,Gnosis Safe,,0,39803.08362913187,0,0,36999.9375,0
0x7810c063954727ff60a5b4227e54cf339d27d756,38856.76275000001,,,38856.76275000001,0,0,39000,0,0
0x6f634f531ed0043b94527f68ec7861b4b1ab110d,38706.350847543334,unverified,,38706.350847543334,0,0,38875.64813258855,0,0
0xf3f65dfe0c8c8f2986da0fec159abe6fd4e700b4,38697.191658720054,unverified,,38697.191658720054,0,0,38870.31333172525,0,0
0x6ae867289450e847292a8b2a81bfa582e2c1f27d,38189.41588152937,,,38189.41588152937,0,0,38220.696675,0,0
0x8348b82948ac2fdcf73d972e186a1c6abb3392bb,38070.802560717406,,,38070.802560717406,0,0,38211.14253446086,0,0
0x5472895f8de2424aae41cfeba18d39145fa8e685,37652.95342600941,,,37652.95342600941,0,0,37759.65097514155,0,0
0x45d8175279d9cb398f1666c14476c7a41d6c46dc,37308.60967715157,,,16961.79684668893,19424.590739988158,922.2220904744937,17010.43798292553,18554.138359255514,4648.473261764797
0xbe55435bda8f0a2a20d2ce98cc21b0af5bfb7c83,37035.99370583972,unverified,,0,37035.99370583972,0,0,34860.20020722093,0
0x97ba7f0ffd7e17ffea897a0a3e07e3bf37fbf487,36915.94971039495,,,36915.94971039495,0,0,37052.03395312112,0,0
0xd6821faa243cf1afaf04dd855e5cc59edfcdc734,36884.60614350629,,,36884.60614350629,0,0,37014.678112743844,0,0
0x420eb07d9894566a68841e13968b54eddbd74d1c,36694.18316340031,,,36694.18316340031,0,0,36834.03880191504,0,0
0xa5037661989789d0310ac2b796fa78f1b01f195d,36604.00310102894,unverified,,36604.00310102894,0,0,36795.89844555707,0,0
0x5d7083a4124fb2979c4505cd75ae606d5a4435d3,35516.77664815028,,,35516.77664815028,0,0,35618.67501696486,0,0
0x1c8dafd358d308b880f71edb5170b010b106ca60,35237.96093835468,Pair,,26834.169848644182,8403.791089710498,0,26816.596255801658,7741.144390240368,0
0xf775a1c012ea91b93128a4b705fa71dcae7e979f,34901.747352237704,,,0,34901.747352237704,0,0,32643.72575544629,0
0xdc249e6beb254326c68363bf5b6f4fc32e91f57b,33457.531839039126,,,33457.531839039126,0,0,33489.941357461976,0,0
0xc7b145ad8f3ad68587efca54024f342de825ad9d,33134.95950790001,,,33134.95950790001,0,0,33125.375,0,0
0xbceded13006d981822f07db160d703157deb112d,32840.41522771741,,,32840.41522771741,0,0,32900.26333751784,0,0
0x5237eb109c66125c63907b91ac1473df8a4768b6,32236.68602836983,,,0,0,32236.68602836983,0,0,162089.8725000015
0xcabe1d77ec810e2a03720162749b2671621ff49c,32022.876275804945,Dex,,32022.876275804945,0,0,32046.031005478326,0,0
0x3a469fc66fc96d8d7e2495784e58a89502a99154,31650.849521786375,,,31650.849521786375,0,0,31741.27005203187,0,0
0xe516bdce8fab982f3db2a32101b4ace78eaf7a04,30789.496100388762,,,30789.496100388762,0,0,30903.118267488942,0,0
0x7ad099d11523d4557da015c720e01565014fb713,30756.677118274998,,,30756.677118274998,0,0,30919.89375,0,0
0xdc55d1fd1c04e005051a40bd59c5f95623257bc5,29691.417384354994,Pair,,29691.417384354994,0,0,29776.411198575646,0,0
0x0cf12d66fbac6b270a51a90899aa14fa95a185af,29110.409951222042,Gnosis Safe,,29110.409951222042,0,0,29392.986777857674,0,0
0x64b6399dca42582c17f579206e6405924dbf60eb,28940.297312330622,,,28940.297312330622,0,0,29099.051743054617,0,0
0x3066505c7d215161b4a8377818bad04f33bca6f7,28696.753848112116,,,28696.753848112116,0,0,28828.884633735546,0,0
0x9be5da31c7a42d7e045189ac1822d1fa5838e635,28641.84351864848,StableSwap,,28641.84351864848,0,0,28725.690034231196,0,0
0x12b73856075fcfd404a66d174adf2bc86f538347,28139.56010373429,Pair,,28139.56010373429,0,0,28234.235748457395,0,0
0xd8d6ffe342210057bf4dcc31da28d006f253cef0,27509.452636925,,,27509.452636925,0,0,27497.45,0,0
0xbfa290a08331f73f64a4ab1f298d5b8e3323099e,27467.570233374994,,,27467.570233374994,0,0,27656.456250000003,0,0
0x6d6db016885dbd3c58aeb1b82a50bd96d597bc62,25852.177795149637,,,25852.177795149637,0,0,25947.476389057534,0,0
0xd334c118a49565538dc4b97ad637947507b1a45c,25810.855334525626,,,25810.855334525626,0,0,26156.685625,0,0
0xd6540d03326f37ba83af83a74911e094151ef094,24972.000277500003,Gnosis Safe,,24972.000277500003,0,0,24999.75,0,0
0x1662a383d9dfbf6f198a3b2b003d0b5638ed7095,24908.182155798495,,,24908.182155798495,0,0,25000.000909137536,0,0
0x6dec25d7be9bf6c6fc302977629f2e801e98611c,24419.908940625,,,0,24419.908940625,0,0,22284.375,0
0x46c5cfc2079309f4e7d9476a01730a60e2f1a164,24385.8459317539,,,24385.8459317539,0,0,24532.655339744826,0,0
0x51514b3dc24afc1db95586242b99f0063bea17c5,24125.198381014125,Pair,,24125.198381014125,0,0,24191.88988265523,0,0
0xfaf4c940351e5f68f582190d443a61374aab984e,23788.663620530646,,,23788.663620530646,0,0,23879.70575388197,0,0
0xafadc4302f07e9460eb4c31ec741c0f3e308ff3a,23402.577858634762,,,23402.577858634762,0,0,23550.045731958544,0,0
0xb89a23a4b71d6bbb6ded588b2f0e81b847755e45,22958.470532324005,,,315.7006045234667,22642.76992780054,0,316.8643681315217,21177.861509544076,0
0x661dfc40cce85b08f62a59bdeedfc6f0e35ea5a8,22912.176608665,,,22912.176608665,0,0,23102.48999999999,0,0
0x11f5f007d8262216f95304fd17525fb6303dfd71,22590.510750299145,,,22590.510750299145,0,0,22615.678325203866,0,0
0x0f497a790429685a3cfd43b841865ee185378ff0,22331.975388477273,unverified,,22331.975388477273,0,0,22380.233184721983,0,0
0x69ef304b255449855ecae5466d721d45387ad2d5,22304.891341897488,unverified,,22304.891341897488,0,0,22346.645414426068,0,0
0xf332e79fd9f8d1ea1c0aeae7d50b4ad3d7fb12a6,22127.152390494248,Gnosis Safe,,2627.4939078323414,19499.658482661907,0,2626.7486756553403,17872.194083438677,0
0x8bd706f8bc536b653bd4adfbd033a5906e5ea51f,22074.07806187375,,,22074.07806187375,0,0,22380.492499999993,0,0
0xfa0de571e0ebd75c43f08442b4779f9a91686b4c,21974.134192078254,,,6840.6784510782545,15133.455740999998,0,6893.6337002125,14418.5,0
0x726dccc7a2842cc2a4addf5349e9a206fef9b69a,21817.50967483101,,,21817.50967483101,0,0,21897.935316765663,0,0
0x1c4e483b6d83937c91e6574ae559363b21c0e4e7,21772.586043951873,,,15337.953956451869,6434.632087500001,0,15423.269257317335,6025,0
0xb83258bf5940c98abf54f26c5a02710bd6b83b2c,21688.352617726134,Pair,,21688.352617726134,0,0,21691.38119356119,0,0
0xe7518c7ea87d7e9ae3d81677b12e8e095c5205c2,21662.465434340513,,,312.34316070645383,21264.447110446185,85.6751631878753,313.4133167068028,19888.711381955836,429.0309629358898
0x9871a7f7eda940aaa5313347ea84ec667dd6ec46,21449.07446173473,,,21449.07446173473,0,0,21550.165697725348,0,0
0x2ef175d36dd66d5d6f89f812d0ceafd88606c067,21122.2976010164,,,21122.2976010164,0,0,21179.04841703682,0,0
0x99300109cd3bccc0ee1c535b9bb0b5f4a6a2adb4,20627.813530870673,Gnosis Safe,,20627.813530870673,0,0,20686.725186857806,0,0
0x4a46c053bd5c10a959aea258228217b9d3405f3d,20458.227235757862,Pair,,20458.227235757862,0,0,20451.304717221887,0,0
0x2e6fb6b3c8184c0c0024c6059718c59f0c67beb0,20360.497885022287,,,20360.497885022287,0,0,20487.801823153266,0,0
0x78919b3eee62360c80a635280fe124f295d8d028,20245.965399199737,,,20245.965399199737,0,0,20286.227749047473,0,0
0xce9087115f816b89548a787bbbf221ebf326460a,19926.634669452502,,,19926.634669452502,0,0,20000.090000000004,0,0
0x40b3c993a4acaf3f3e42009982f1193e82568631,19881.736836875,,,19881.736836875,0,0,20000.125,0,0
0x7f92b3688cb8c69b14d4d7b14471406a3e699b06,19840.434693657353,,,0,19840.434693657353,0,0,18606.216922368807,0
0x7e8603a3bf17bf5293d4baef067fc6b5c2b7fa5b,19757.803670762434,,,17921.864610434215,1835.9390603282154,0,18013.81812149836,1710.534419521258,0
0x3420720e561f3082f1e514a4545f0f2e0c955a5d,19646.19963302729,Pair,,19646.19963302729,0,0,19686.614403177533,0,0
0x850197dd5a4865324291d7b5745622a8cd732bcb,19608.845962790427,Pair,,19608.845962790427,0,0,19683.99152099543,0,0
0x4d0ab177f4e9e0750e3491d18d0aad92474e22dd,19565.096497565908,,,19565.096497565908,0,0,19841.353677900304,0,0
0xab9952041329fda60288d17116b8cb959c920713,19544.2301715625,,,19544.2301715625,0,0,19613.875,0,0
0x0f088580928c0cd2e68c77498c52fc296a2f8c85,19190.13779012118,,,19190.13779012118,0,0,19257.4662366353,0,0
0x63c1914bf00a9b395a2bf89aada55a5615a3656e,19053.0570872354,unverified,,19053.0570872354,0,0,19163.00786105755,0,0
0x9906589ea8fd27504974b7e8201df5bbde986b03,19000.36233790414,unverified,,19000.36233790414,0,0,19164.39907117462,0,0
0xc574bc344bb8d38aa08553f1b24d7cab8c9818b2,18907.968006243755,,,18907.968006243755,0,0,18990.882500000003,0,0
0x8db03959b359e756468fa75e747771810b4fc4e6,18766.396461443306,,,18766.396461443306,0,0,18825.22182023552,0,0
0xf23102909b67e197b8376f99cfc8207ededdb3d6,18429.24696437939,,,18429.24696437939,0,0,18521.852717992813,0,0
0xd645e14fbe1327c17d54a02470041d714cf47c93,18397.073800493785,,,14132.083872604371,4034.9341738056055,230.0557540838114,14210.46197289695,3838.9313060298773,1160.3856547784023
0x809e84e36538731c2c47fea6f071f601bc1042f5,17989.738695870627,,,17989.738695870627,0,0,18244.27575,0,0
0x95b9b9ffa3293eb88548ba105150d34b37985df4,17911.74435801846,,,5058.630250274468,1624.685122676395,11228.428985067596,5081.24774794687,1554.246366497457,59164.2930400809
0xb208b4eb80b9536ceffee2b6297efccb3d28a683,17723.376968065444,,,17723.376968065444,0,0,17853.187494336766,0,0
0x67449e82a0d354d34e6b7487a968eb3e15cd47b9,17663.745564103145,UniswapV2Pair,,8797.385494887178,0,8866.36006921597,8839.35123838155,0,44795.35370532198
0xb74b966f442b2346d9b6835e320ac4673fecdd90,17463.84983847402,,,17463.84983847402,0,0,17502.94313445698,0,0
0x69a63e9044b4c43be465e6caa16e35c2a74ba932,17182.296854375007,,,17182.296854375007,0,0,17295.906250000004,0,0
0x0e6a17932a267488ed8c1d1257a52fbdeea3387b,17018.558223466556,,,112.23688325265682,0,16906.321340213897,113.05893476735024,0,85596.56875
0x15689276dc6e7d2702f7e1900c42f885284ffc46,16839.496792686783,Pair,,16839.496792686783,0,0,16907.553584643116,0,0
0x84c30948e42cb1c35177e703f1ddff6b91bbd8cd,16763.25323234805,,,16763.25323234805,0,0,16917.130811787036,0,0
0xd48a2447480f62633f7f06114dcb594898f87bb4,16599.14967525139,,,16599.14967525139,0,0,16719.339118632648,0,0
0xfe02bb86dcecaf7533bbce3ffe908550fcfbf0c1,16355.166102695319,,,16355.166102695319,0,0,16380.567459570719,0,0
0x4f22bd7ce44b0e0b2681a28e300a7285319de3a0,16344.416032783534,unverified,,16344.416032783534,0,0,16404.66627082973,0,0
0x96293ce7cec8a56bd1b1af070a7cc83e8d3ba7aa,16298.811181438297,,,16298.811181438297,0,0,16348.07053929339,0,0
0x76bde4463501a135e29ded69437a42bda3990d31,16226.167761420382,unverified,,8126.20695655982,8099.960804860559,0,8156.574375681969,7575.852578016997,0
0xdab00a27b802f57bb4196838b308a0cc338eac7d,16221.250965294854,,,16221.250965294854,0,0,16250.812443191513,0,0
0xb048b49011f971b7c9e6bae8c8d1cbc26d5d2941,16198.11957634997,,,16198.11957634997,0,0,16229.772532010804,0,0
0x4beb227df24f7a0c96cbd7fa6de6f5782a794e5b,16172.588440703663,unverified,,16172.588440703663,0,0,16232.20527261868,0,0
0x78faecd5e33141b47b99a075aad83f885431e297,16156.868413241289,Gnosis Safe,,16156.868413241289,0,0,16240.358552007554,0,0
0xe87fa0bfe3258b648fecb048c5920395125efc27,15867.870036373723,,,14945.990303952261,664.954718630878,256.925013790588,15008.54424798686,630.848642228506,1327.9242785861534
0x4d28f1e93354fcf52d3d203741f86410b89702c9,15195.245644671397,,,15195.245644671397,0,0,15298.37752703557,0,0
0x4752c15554f9e3c6326192a9d3d8455ad0d378a4,14936.76211902535,,,14936.76211902535,0,0,15001.9245934784,0,0
0xf2917972e9c7d2474ad566e9b98844732fd6a710,14883.057552886592,Gnosis Safe,,14883.057552886592,0,0,14927.75736642593,0,0
