Address,Total cStables in USD,cUSD in USD,cEUR in USD,cREAL in USD,cUSD Balance,cEUR Balance,cREAL Balance
0x9e240434e845d7bb2ce7218ed487687a6bc2e111,41828.44963614026,4722.9422284154,986.3110590833386,36119.196348641526,4732.985623909335,927.9285768158179,175851.6920144091
0x5237eb109c66125c63907b91ac1473df8a4768b6,40976.34616677801,0,0,40976.34616677801,,,199499.45000000185
0xbceded13006d981822f07db160d703157deb112d,40406.70643534231,40406.70643534231,0,0,40492.631800021954,,
0x3066505c7d215161b4a8377818bad04f33bca6f7,40231.34308915462,40231.34308915462,0,0,40316.89554149367,,
0x7810c063954727ff60a5b4227e54cf339d27d756,38917.242,38917.242,0,0,39000,,
0x8348b82948ac2fdcf73d972e186a1c6abb3392bb,38130.058490002724,38130.058490002724,0,0,38211.14253446085,,
0xd6821faa243cf1afaf04dd855e5cc59edfcdc734,37462.80799533605,37462.80799533605,0,0,37542.4731233037,,
0x4763a32d5256eda615fd5c07b0e333c7baa4d628,37272.96008154378,37272.96008154378,0,0,37352.22149555735,,
0x97ba7f0ffd7e17ffea897a0a3e07e3bf37fbf487,36973.09621352729,36973.09621352729,0,0,37051.71996328939,,
0x0f088580928c0cd2e68c77498c52fc296a2f8c85,35956.90700497466,35956.90700497466,0,0,36033.36981572362,,
0xe87fa0bfe3258b648fecb048c5920395125efc27,35896.07405713696,35795.51801829209,70.4316442189774,30.124394625899953,35871.63763335006,66.26260020206414,146.6651061319508
0xf775a1c012ea91b93128a4b705fa71dcae7e979f,34697.57104880169,0,34697.57104880169,0,,32643.72575544628,
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,34432.2753220189,34432.2753220189,0,0,34505.495984498,,
0x6f634f531ed0043b94527f68ec7861b4b1ab110d,34001.17529607282,34001.17529607282,0,0,34073.47921897548,,
0x3a469fc66fc96d8d7e2495784e58a89502a99154,33782.210268421826,33782.210268421826,0,0,33854.04855946501,,
0x7088fc3f9defaf866ca2f67e87521822f1fa45b5,33642.570008259936,33642.570008259936,0,0,33714.11135255005,,
0xf3f65dfe0c8c8f2986da0fec159abe6fd4e700b4,33458.79270650873,33458.79270650873,0,0,33529.9432460769,,
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,33213.504686562395,25762.269431687586,7451.23525487481,0,25817.05321861749,7010.176010803112,
0x1e593f1fe7b61c53874b54ec0c59fd0d5eb8621e,32372.03200740126,32372.03200740126,0,0,32440.87153680235,,
0x11f5f007d8262216f95304fd17525fb6303dfd71,32289.4595399943,32289.4595399943,0,0,32358.123478014644,,
0x420eb07d9894566a68841e13968b54eddbd74d1c,30707.40792267323,30707.40792267323,0,0,30772.707608217865,,
0x64b6399dca42582c17f579206e6405924dbf60eb,30452.016451119336,30452.016451119336,0,0,30516.773043517678,,
0x36857bffc2b4c2860c305215c6741b7da4e8b883,30224.242898026583,30224.242898026583,0,0,30288.515127126346,,
0x07eeb63b2fcebb865165abbdb0fbc0f2fd0d9926,29337.599338432217,29337.599338432217,0,0,29399.986108955418,,
0xc574bc344bb8d38aa08553f1b24d7cab8c9818b2,27595.82712978,27595.82712978,0,0,27654.51,,
0x2ef175d36dd66d5d6f89f812d0ceafd88606c067,27203.43523487419,27203.43523487419,0,0,27261.283678840686,,
0x6d6db016885dbd3c58aeb1b82a50bd96d597bc62,25892.41584415996,25892.41584415996,0,0,25947.47638905754,,
0x45d8175279d9cb398f1666c14476c7a41d6c46dc,25676.959990361145,12998.363518111066,11291.184569557992,1387.4119026920907,13026.004700084644,10622.828094346025,6754.821681366428
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,25040.751529877998,25040.751529877998,0,0,25094.000999999997,,
0x1662a383d9dfbf6f198a3b2b003d0b5638ed7095,24946.95090720834,24946.95090720834,0,0,25000.00090913753,,
0xa5037661989789d0310ac2b796fa78f1b01f195d,24924.266286216905,24924.266286216905,0,0,24977.26804901692,,
0x15689276dc6e7d2702f7e1900c42f885284ffc46,24476.437318029435,24476.437318029435,0,0,24528.4867669489,,
0xaddacfcfc1b720edfd2db140e8ff584ee75ea685,24098.212017254675,0,0,24098.212017254675,,,117325.73772825889
0x1cd7daa66a24d672d2241ca897730bee4a55ba42,24095.96457558469,1121.5131915746913,22974.45138401,0,1123.89810335,21614.530000000002,
0x0aa111db73274c7b1b155dbb9522e927b7747ade,23949.072,23949.072,0,0,24000,,
0x3420720e561f3082f1e514a4545f0f2e0c955a5d,23389.666059197294,23389.666059197294,0,0,23439.40447549429,,
0x7f92b3688cb8c69b14d4d7b14471406a3e699b06,23285.434690843736,0,23285.434690843736,0,,21907.105343920306,
0xfaf4c940351e5f68f582190d443a61374aab984e,23278.588960773704,23278.588960773704,0,0,23328.091170236945,,
0xb89a23a4b71d6bbb6ded588b2f0e81b847755e45,22826.501004082405,316.1919819423467,22510.30902214006,0,316.86436813152176,21177.861509544076,
0x99300109cd3bccc0ee1c535b9bb0b5f4a6a2adb4,22019.016486412052,22019.016486412052,0,0,22065.840199314996,,
0x726dccc7a2842cc2a4addf5349e9a206fef9b69a,21851.467898023486,21851.467898023486,0,0,21897.935316765663,,
0xdc249e6beb254326c68363bf5b6f4fc32e91f57b,21706.13025227618,21706.13025227618,0,0,21752.28860870385,,
0xe7518c7ea87d7e9ae3d81677b12e8e095c5205c2,21548.780843076987,320.6102556231323,21140.049435974357,88.1211514795001,321.29203732633874,19888.711381955844,429.03096293588965
0xbe55435bda8f0a2a20d2ce98cc21b0af5bfb7c83,21507.64362067585,0,21507.64362067585,0,,20234.54664915121,
0xf9979714c5beab995d50a062f4498a4290edef79,21423.495825901482,0,20607.41327868982,816.0825472116644,,19387.603433466415,3973.2195413588597
0x0f497a790429685a3cfd43b841865ee185378ff0,20275.99397710499,20275.99397710499,0,0,20319.11113092481,,
0xdda4dcb9eb4d212421333af85c98bef1f0ded135,20243.79421376324,20243.79421376324,0,0,20286.842894385125,,
0xe1c9e12d71caafdbd9912773f5a207a2179bd8b6,19991.03769710607,19991.03769710607,0,0,20033.54888784608,,
0xd108165e54ba435102f965f15ca5dd3101fcd1a9,19990.230825083403,19990.230825083403,0,0,20032.7403,,
0xdab00a27b802f57bb4196838b308a0cc338eac7d,19958.55780823023,19958.55780823023,0,0,20000.999930081864,,
0xce9087115f816b89548a787bbbf221ebf326460a,19957.64980902,19957.64980902,0,0,20000.09,,
0x850197dd5a4865324291d7b5745622a8cd732bcb,19617.412997722902,19617.412997722902,0,0,19659.12967088452,,
0xc2fd7bd1c2a86b57f8da0837d32aa9ca86cc1d6b,19207.640250487937,9605.614482946012,9602.025767541923,0,9626.040941824564,9033.655278391374,
0x2618045a3b7bdee06e6d9bdc3f1cbacd592baad5,18923.81239701867,18923.81239701867,0,0,18964.054119861015,,
0x316ab54a196fd9ff7dc1914b9cbfd7ef16c8706c,18896.41223243243,0,0,18896.41223243243,,,92000.00000000001
0xfe02bb86dcecaf7533bbce3ffe908550fcfbf0c1,18797.626612800002,18797.626612800002,0,0,18837.600000000002,,
0xd108fd0e8c8e71552a167e7a44ff1d345d233ba6,18250.390317600002,18250.390317600002,0,0,18289.2,,
0x0b5c4a7fcda49e0a8661419bb55b86161a86db2a,17670.4735179,17670.4735179,0,0,17708.05,,
0x4752c15554f9e3c6326192a9d3d8455ad0d378a4,17182.94783454743,17182.94783454743,0,0,17219.487587207484,,
0x9491d57c5687ab75726423b55ac2d87d1cda2c3f,16833.813051384623,16833.813051384623,0,0,16869.610364578257,,
0x576714e2cadc5ff9aa70bf2c25ba56c051391676,16711.832073293226,16711.832073293226,0,0,16747.369992417134,,
0x76bde4463501a135e29ded69437a42bda3990d31,16374.897615052589,8178.987117281783,8195.910497770807,0,8196.379835292273,7710.771864379633,
0x4f22bd7ce44b0e0b2681a28e300a7285319de3a0,16369.855569003026,16369.855569003026,0,0,16404.666270829726,,
0x4beb227df24f7a0c96cbd7fa6de6f5782a794e5b,16197.760533030178,16197.760533030178,0,0,16232.205272618674,,
0x63c1914bf00a9b395a2bf89aada55a5615a3656e,15105.600562459524,15105.600562459524,0,0,15137.722810262901,,
0xf5b376bd97463bb29c251c26ea2e97ceeac7a1e2,14998.8752000569,14998.8752000569,0,0,15030.77049504739,,
0xe020df44bc9e47a233f40582842500f8f679b6fb,14968.17,14968.17,0,0,15000,,
0x9be5da31c7a42d7e045189ac1822d1fa5838e635,14711.446411579143,14711.446411579143,0,0,14742.730485669734,,
0x67449e82a0d354d34e6b7487a968eb3e15cd47b9,14677.189914873003,7300.656775023147,0,7376.533139849856,7316.181712617321,,35913.75127292241
0xdbf27fd2a702cc02ac7acf0aea376db780d53247,14520.744169481406,14520.744169481406,0,0,14551.622712878132,,
0x1a4770c0d25d31663205aba58344c45ad67db910,14448.99020934317,14448.99020934317,0,0,14479.716167049648,,
0xb048b49011f971b7c9e6bae8c8d1cbc26d5d2941,14165.079964569313,14165.079964569313,0,0,14195.202183602918,,
0xf23102909b67e197b8376f99cfc8207ededdb3d6,14095.023382927176,14095.023382927176,0,0,14124.996625767053,,
0x69ef304b255449855ecae5466d721d45387ad2d5,13927.24647138345,13927.24647138345,0,0,13956.862934530523,,
0x1d918355014cfff2da56392af32771618a291de8,13658.049477292227,0,0,13658.049477292227,,,66496.25
0xba0fee8490118fc4f46bd0974d7bf93d0e2f1064,13554.526131300001,13554.526131300001,0,0,13583.35,,
0x0160ce904de4849e138fc1fce42650ba5a7e3cdf,13297.03556687957,12162.371142642265,1134.6644242373036,0,12188.234576413413,1067.5004955582644,
0x52fb5461fb325c5f8d3e8443ec10527e32da72e2,13230.931619401119,13230.931619401119,0,0,13259.067360339759,,
0x0bd40c33a05e49ea94fb2d0b0ad623fcfd6210b6,12981.710873708143,12981.710873708143,0,0,13009.316643625918,,
0x72df0abbd8509e00052566bac32f9e422bc0f292,12937.903413438264,5830.476726072768,6279.920140012374,827.5065473531221,5842.875307475229,5908.194280468159,4028.8389891189076
0x397898d4d746b9fd2758488376b345a3f0ad624e,12934.982708411017,0,12934.982708411017,0,,12169.325270374844,
0x60e8b6e07f349fa16142d8ef476607cf01a55cb1,12702.31564399311,12702.31564399311,0,0,12729.327276473787,,
0x7e8603a3bf17bf5293d4baef067fc6b5c2b7fa5b,12641.734917644979,10514.382143817451,2127.3527738275284,0,10536.74110844958,2001.4288733998314,
0xf6b7f960fa28eb84190c8d482726138246539fe7,12534.37598353837,12534.37598353837,0,0,12561.030490238656,,
0x68ad8c032982741a02e8ca410196a01e536b3fca,12376.72074912,12376.72074912,0,0,12403.04,,
0x829a8cd14b1c81431f6c38b2ed42401bb3eef7ff,12165.191769516723,12165.191769516723,0,0,12191.061201386065,,
0x7bdee323f5227f214edfc3ae4bd4ebc032b59c82,12161.713237273934,5424.229559002097,6737.483678271838,0,5435.7642507421715,6338.673366097107,
0x1e32760a3285550278aeafa776e5641bc581c845,12117.780474814175,10864.918019144083,1252.8624556700934,0,10888.022402682574,1178.7020582699247,
0xe5edcbe72d1bc223097a1bed1fe6c0e404b4290c,11877.733827804024,11877.733827804024,0,0,11902.991976778749,,
0xec524636161050ce0ddd7f88d4f4e9d924f493d7,11711.808579406186,11711.808579406186,0,0,11736.713886272857,,
0x9532f02a2b248480b911af4433e2880672686485,11510.901104664497,11510.901104664497,0,0,11535.379179282936,,
0xf2917972e9c7d2474ad566e9b98844732fd6a710,11430.692490000001,11430.692490000001,0,0,11455,,
0x3badd84e85a510ead40d8811c69a1bdd4bbbfbaa,11011.95743765892,11011.95743765892,0,0,11035.374502352914,,
0x4f369ee454c77ccf765792382b909ed888c57a47,11009.2219523496,11009.2219523496,0,0,11032.6332,,
0x91392c95ec135248676b5f2362bced1cbd026a0f,10991.72793547881,0,10991.72793547881,0,,10341.097127507426,
0xea64cad4b74df2546cef93c1994313ab7f494c59,10976.658000000001,10976.658000000001,0,0,11000,,
0xa364ede5590b46e618527d7535506743d978bbf2,10885.17554945808,10885.17554945808,0,0,10908.323010887181,,
0x351aebcded9240ae77dd0a3987e2110b15e0f038,10765.26500893415,10765.26500893415,0,0,10788.15747910481,,
0x855341141f95790529feb02b2cb9681ae33bd7e4,10629.40384174,0,10629.40384174,0,,10000.220000000001,
0xc11a02b5750fdea27d48c57ec8d3878bf21c43fd,10588.049611226954,10588.049611226954,0,0,10610.565230646385,,
0x86773e19832d3ea3e9a4632b49f50ae8de9bebb6,10529.325170271326,10529.325170271326,0,0,10551.71591143539,,
0x1c4e483b6d83937c91e6574ae559363b21c0e4e7,10417.679762013016,4252.761162013018,6164.918599999999,0,4261.8047116110565,5800,
0xdb5a5c8b9e26c1a2fc09e7d463423f3536387e07,10339.802091335087,10339.802091335087,0,0,10361.789809310443,,
0xe017a4e967c9939d01628e805dc0cc3370184e63,10156.187808658235,0,10156.187808658235,0,,9555.014934052457,
0xb02a5fd1df8fef3223ea3340b7a5c5ac05b11fa4,10092.056583155692,10092.056583155692,0,0,10113.517467221136,,
0x35e4ae17fddd24d791ecb46af95d129f4401d315,10050.779490569268,10050.779490569268,0,0,10072.152598383036,,
0xfed4f77af916b62cb073ad7ad2b2c1794c939023,10013.598752137006,0,10013.598752137006,0,,9420.86611855583,
0xc4851d76e04c4f07b2a264d81c57e5c55aeec09c,9986.124122255882,9986.124122255882,0,0,10007.359739623362,,
0xb84135325725e35393317c0e73039e7477d49010,9983.20487388923,9983.20487388923,0,0,10004.434283438686,,
0x0af30f6417c1e7531c39d740b56d6abb8cc39cbb,9968.801220000001,9968.801220000001,0,0,9990,,
0x14c9ae2cc18ad7b127f347fa7cca1e7381535d63,9934.861660607117,9934.861660607117,0,0,9955.9882677112,,
0x62cfa295864cff683cde9b47d4bacc77b885ddb7,9673.220784175757,9673.220784175757,0,0,9693.791008696211,,
0x9802d866fde4563d088a6619f7cef82c0b991a55,9623.951085459004,0,0,9623.951085459004,,,46855.64058253271
0x73db31887d6c855d929f819555ce1aa7a562f1c3,9537.698084065347,6102.602877636511,3435.0952064288363,0,6115.580138690812,3231.762410826844,
0x5fee424d8a8fb92ed5df5e21557e0fabb62b6a3e,9505.953014078385,9505.953014078385,0,0,9526.167541601662,,
0x733f5bd620b611e0e96f1fa43972286212525f0f,9385.411681694657,9385.411681694657,0,0,9405.369876572744,,
0x10693c8f47dc2c457f590cdea27f69ffe13dd27f,9365.974320479998,9365.974320479998,0,0,9385.891181567284,,
0xe6512bd3eb8fe25945e519164b75030d738c37e3,9358.678164359795,1343.220816940356,8015.457347419439,0,1346.0771927433573,7541.000235596421,
0x346a4de9006ab8a8aae92603d0e60917438db24d,9357.618883260488,9357.618883260488,0,0,9377.517976406421,,
0xe9a37409d83d67ec6fb11720202e25af756e7566,9335.425296650019,9335.425296650019,0,0,9355.277194857506,,
0x0243dae9087c67577c56ea7d32cc7de3d56234ed,8756.37945,8756.37945,0,0,8775,,
0xd645e14fbe1327c17d54a02470041d714cf47c93,8735.902223447814,8541.083829229288,0,194.81839421852519,8559.246550409256,,948.5023954622498
0x97ee4ed562c7ed22f4ff7dc3fc4a24b5f0b9627e,8704.866440470012,8704.866440470012,0,0,8723.377447413422,,
0x94a210fd595b79be296ba10fdb51ad3c680dad0e,8699.065170284253,8699.065170284253,0,0,8717.563840754334,,
0x0152cf0a4badbd57f406ab2037c304dd5f463edb,8683.534356,8683.534356,0,0,8702,,
0xf199bff2c3f56a2642edce2bc07316362146a36a,8610.45139466877,8610.45139466877,0,0,8628.761626840926,,
0xc2e7b6fece51a3562509fb33d170a4428343cda3,8481.963,8481.963,0,0,8500,,
0x46cb0813b518405c094d655b5636486f0eb400d1,8477.67497393912,6302.675474220372,1390.737311706075,784.2621880126723,6316.078192144101,1308.4157198596645,3818.2973788711693
0xa4faf9f1f1eff0567a6f0257bf3b8ac39efef418,8463.076950582381,8463.076950582381,0,0,8481.073789162985,,
0xc1421fc552c0afd5425a6007d418eb311b6504eb,8365.5905363439,8365.5905363439,0,0,8383.38006885,,
0x98db3a41bf8bf4ded2c92a84ec0705689ddeef8b,8320.296802975734,4268.048261164663,402.446840342623,3649.8017014684488,4277.124318969516,378.6248976567531,17769.603690100805
0x53b612b32233c80ec439a64325a29766ce95be7f,8305.824616846534,8305.824616846534,0,0,8323.487056380172,,
0x2fe2ec090ade2418db60bb49170651ef30dd1eef,8293.991648230543,8293.991648230543,0,0,8311.628924808987,,
0x99649af776ff1b024f12e8fe9dfa59a6c0b4bd9c,8231.13638592,8231.13638592,0,0,8248.64,,
0x260916f2e2167b226a3e6531df42340170ee5081,8202.911891501526,4060.3364684785124,4142.575423023013,0,4068.970824568246,3897.364914685731,
0x50c0e52ce778544d932e35d6ac8790a601706d4f,8182.5996000000005,8182.5996000000005,0,0,8200,,
0xcfab1066c172c8f36dbb866d5402c07271f33c45,8180.603844,8180.603844,0,0,8198,,
0xb928c37b8bd9754d321dc3d3c6ef374d332fe761,8070.155404947204,8070.155404947204,0,0,8087.316690965433,,
0x694a829d7850de79ffc79b4655123bb133c6ec9b,7983.347791619091,7983.347791619091,0,0,8000.324480166003,,
0xec928ca4a3106b5b2c6b8ef094f3bc6c51efc1a7,7983.024,7983.024,0,0,8000,,
0x9aad20932cd221e394fba4ea2f90f4af6b8f8058,7731.62789198723,7731.62789198723,0,0,7748.069295031286,,
