Address,Total cStables in USD,cUSD in USD,cEUR in USD,cREAL in USD,cUSD Balance,cEUR Balance,cREAL Balance,Snapshot Date
0x685305ff7116bb13cdd140b371dddfe3f786a129,328.33429041408334,328.33429041408334,0,0,333.68899776115666,0,0,2022-11-15 
0x6088e40ba11a8ef9af341595a611498fbf6a7294,10.795894636977176,10.165370165633519,0.6283109222675549,0.0022135490761012776,10.331154197033312,0.6200567271161843,0.011805144903014514,2022-11-15 
0xc0f138845da42677c99d84bf44939f39e124d078,8.675506980811383,8.028390451665318,0.6454345838165234,0.001681945329540875,8.159323109605152,0.6369554330912132,0.008970033033624985,2022-11-15 
0x535f03cd6a8c79a17b9322274f655cd7379cb270,8.251094591118092,7.621880351825586,0.6278734474275245,0.0013407918649807754,7.746183356141591,0.6196249994350451,0.007150617269692252,2022-11-15 
0xe3b1e1647bece359c76582550f6e210999973b50,8.189246559105193,7.567415990928011,0.6201208850818497,0.0017096830953313158,7.690830752005443,0.6119742834209501,0.00911796214347728,2022-11-15 
0x63b4b616c5345e3dcc9e21db69297e2129447f4e,8.188243264174394,7.555370791748592,0.6307589706416077,0.002113501784193927,7.678589111216279,0.6224726151882221,0.011271579692795327,2022-11-15 
0x89457b24524c94f97c0cc03f794c3e80b3dfd30b,8.163626192328577,7.497896433293557,0.6619275060682457,0.0038022529667736124,7.6201774203580435,0.6532316858659976,0.02027790922518748,2022-11-15 
0x82f0e7879314516952f7961b15c63fc6b2734dfb,8.123719403850181,7.489089901056595,0.6320952711007553,0.00253423169283086,7.611227264977692,0.6237913605096508,0.013515386975007941,2022-11-15 
0x794e6c182bfdf9a79b472f706dbb01876e53e5bd,8.113003328584846,7.4447424562782265,0.6651384000565493,0.0031224722500691766,7.566156570769363,0.6564003979589202,0.01665255031645021,2022-11-15 
0x4a03c4c2e101ac4612d89b79f61c9c5bdd51929d,8.044915524364834,7.397345201445667,0.6438351687582989,0.00373515416086813,7.517986328051916,0.635377029738421,0.019920062572910582,2022-11-15 
0x8234915fe3b271acb26f37dd04e72cb2f7eb435c,8.020598414679634,7.376510258478947,0.6426266820307154,0.0014614741699722513,7.496811594129951,0.6341844190443964,0.007794231686483696,2022-11-15 
0x9e64ca737d74645c41fc9b021eb873694759435c,7.990862140273527,7.37233351735282,0.6168541316628193,0.00167449125788754,7.492566735761587,0.6087504457292713,0.00893027950074192,2022-11-15 
0xdff75a3b93fd9ead6922ca5269c2db0a104d3d05,7.978659218728807,7.309827176021322,0.6661671257039828,0.0026649170035014133,7.429040996898554,0.6574156091154382,0.01421234872110964,2022-11-15 
0x4b64995254836fa1d104a85df94e0401689e587a,7.971536199474674,7.341391437028049,0.6279967055802208,0.0021480568664036725,7.461120030151897,0.6197466383307617,0.011455866437112786,2022-11-15 
0xbe685bdede8f4676668702ac21c8231463c8f2bc,7.961364651410325,7.335755282509651,0.6235448545136895,0.0020645143869848213,7.4553919572476035,0.6153532717600201,0.01101032353691484,2022-11-15 
0x65fdaca7c773585a7f8718f0f06fb0974c52e52a,7.95910413960985,7.366309664912599,0.59012945805411,0.0026650166431404004,7.486444642084123,0.5823768573293417,0.014212880112253856,2022-11-15 
0xa3ba418dbd6e2f2a0edebae256f988fcc92b8e86,7.944647424256029,7.338373680164923,0.6036549804018803,0.0026187636892260192,7.458053057579908,0.5957246932848721,0.01396620709784144,2022-11-15 
0xb2625af7898f3f3c03959e8c5a2da25740cf32da,7.9148382032292846,7.233939768083897,0.6798725254868454,0.0010259096585414444,7.351915963551001,0.6709409594348487,0.00547130953961726,2022-11-15 
0xd8c68ebecb6f074ac5c4fb66a690ac0ad38a5a3c,7.906644215705293,7.244638269055004,0.6594887276384737,0.002517219011814957,7.362788943226968,0.6508249459578823,0.01342465613612578,2022-11-15 
0xffbcf262c1d5c4392ef469ba79f2cd195d2affda,7.896620764887122,7.221432715355061,0.6723840332543354,0.0028040162777264776,7.339204936978759,0.6635508444135029,0.014954183228354108,2022-11-15 
0x6ce2bf81eb8712685094a88fe0ab36355cc77c32,7.894115496569544,7.2244501625067725,0.6667973505720068,0.002867983490764534,7.3422715947883415,0.6580375546445782,0.015295328688876848,2022-11-15 
0xdc28d9d983e60a998dcedaa3b1b7ebb78301ef41,7.893749399304222,7.251406241386619,0.6408461940825091,0.0014969638350934614,7.369667292428216,0.6324273215776672,0.007983502682929485,2022-11-15 
0xe10a8cc6c22cdc320c67bd600a1d8a0a46d7f400,7.889778860933314,7.202230996130575,0.684595564208576,0.0029523005941635688,7.319690062564548,0.6756019510363798,0.01574500275943381,2022-11-15 
0x9778c47192e8875efb2da2f31081faae574f96e2,7.8752404894540184,7.1966407731030575,0.6758819469775117,0.0027177693734487347,7.3140086702343075,0.6670028056289787,0.014494217278907684,2022-11-15 
0x157fff3d901f41b5ca9f5ec5f785677a72951030,7.867343319773214,7.182065849549959,0.6822541801477963,0.003023290075458863,7.299196048540895,0.6732913260158729,0.01612359888920963,2022-11-15 
0x25239ab5b49f93f7cccd0ebeb1b36ff8639e31b5,7.854388490129736,7.261016686053254,0.59052160557431,0.002850198502172552,7.379434471009544,0.5827638531610304,0.01520047903331981,2022-11-15 
0xff3bd8067551f79ac3ebbb1fa00d114e4b53b642,7.843371934352689,7.228961913402957,0.6116939483147088,0.0027160726350225982,7.346856926502543,0.6036580523221957,0.014485168352367355,2022-11-15 
0x8210b17bf48a805d9a799eb71d3277e7a1f4c617,7.8409140206650845,7.19039546956073,0.6490569965096886,0.0014615545946653806,7.307661513873865,0.6405302577189341,0.007794660601824414,2022-11-15 
