Address,Total cStables in USD,cUSD in USD,cEUR in USD,cREAL in USD,Contract,cUSD Balance,cEUR Balance,cREAL Balance,Snapshot Time
0x1e0f3bfc926c4c4b98d428de9bbf0e5fa5909063,5450402.481228995,1782709.1145290956,3667693.3666998995,0.0,,1786217.2451986657,3503183.852964679,,2023-03-15 12:00:00
0xf4cab10dc19695aace14b7a16d7705b600ad5f73,5389337.5294866245,5389337.5294866245,0.0,0.0,StableSwap/cUSD_USDCet,5399943.017573138,,,2023-03-15 12:00:00
0x87647780180b8f55980c7d3ffefe08a9b29e9ae1,2951324.6852729465,2951324.6852729465,0.0,0.0,Gnosis Safe,2957132.493490161,,,2023-03-15 12:00:00
0xc4fa4048d8c0cbcf06c2de20e089e50e3a32445c,2289839.000076271,0.0,2289839.000076271,0.0,,,2187131.313590081,,2023-03-15 12:00:00
0x655133d8e90f8190ed5c1f0f3710f602800c0150,2274836.8283554623,120128.265692263,2154708.5626631994,0.0,Gnosis Safe,120364.66188821144,2058061.972437533,,2023-03-15 12:00:00
0xde552b78ee3c2c84ac4c77ec9cb9aa9f237ada64,1921927.9897276964,0.0,1921927.9897276964,0.0,,,1835722.462871262,,2023-03-15 12:00:00
0xba9c43e14aabe514015c541f088b27251253bf00,1574187.5480991143,1574187.5480991143,0.0,0.0,,1577285.3365000002,,,2023-03-15 12:00:00
0x0d0707963952f2fba59dd06f2b425ace40b492fe,1375904.890718735,756293.5254268763,619611.3652918588,0.0,,757781.808899555,591819.5206042818,,2023-03-15 12:00:00
0x246f4599efd3fa67ac44335ed5e749e518ffd8bb,1192349.22782196,1192349.22782196,0.0,0.0,,1194695.61,,,2023-03-15 12:00:00
0xca31c88c2061243d70eb3a754e5d99817a311270,998036.179375959,998036.179375959,0.0,0.0,,1000000.1797289466,,,2023-03-15 12:00:00
0x0708501b884f5637159e61566581cd5933e36e21,758001.5562582694,467559.75498365203,290441.8012746174,0.0,,468479.8494078891,277414.42010641994,,2023-03-15 12:00:00
0x7b1eefdc75e5459901addb46a07152005b5fbbf9,727419.2372251999,727419.2372251999,0.0,0.0,,728850.7,,,2023-03-15 12:00:00
0x1e32760a3285550278aeafa776e5641bc581c845,681431.5812760307,680538.5909246441,892.9903513866095,0.0,,681877.7989217264,852.9364554391855,,2023-03-15 12:00:00
0xa5c739df3d8e58ca79a77ec34cfd4d7bea0b8e25,605851.4874044217,547521.3539526346,58330.133451787064,0.0,,548598.8019997621,55713.81280257801,,2023-03-15 12:00:00
0x1f18cd7d1c7ba0dbe3d9abe0d3ec84ce1ad10066,596023.2852632841,321663.16601869644,274360.1192445876,0.0,Pair,322296.1556684292,262054.06056065907,,2023-03-15 12:00:00
0xf93b6e547cb0dc2b7655c84e39f1d2317b71f245,528861.272472,528861.272472,0.0,0.0,,529902.0,,,2023-03-15 12:00:00
0x918146359264c492bd6934071c6bd31c854edbc3,495153.4686511584,495153.4686511584,0.0,0.0,ATokenV4,496127.86377561366,,,2023-03-15 12:00:00
0xe273ad7ee11dcfaa87383ad5977ee1504ac07568,442054.72539970157,0.0,442054.72539970157,0.0,mCEUR,,422226.9479251372,,2023-03-15 12:00:00
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,421659.99106852,13614.550043845222,408045.4410246748,0.0,,13641.341638823871,389743.10482222325,,2023-03-15 12:00:00
0x0b655e7d966cb27998af94aa5719ab7bfe07d3b3,408154.696113984,205465.18363851984,202689.51247546414,0.0,Pair,205869.51135882857,193598.14364967542,,2023-03-15 12:00:00
0x32fd7e563c6521ab4d59ce3277bcfbe3317cfd63,374087.27591283194,374087.27591283194,0.0,0.0,StableSwap,374823.42912763864,,,2023-03-15 12:00:00
0xf9979714c5beab995d50a062f4498a4290edef79,321362.2471300693,300360.08460347785,20252.297223350866,749.8653032405879,,300951.15266731643,19343.907334903786,3973.2195413588597,2023-03-15 12:00:00
0xaf106f8d4756490e7069027315f4886cc94a8f73,309922.37422188534,264785.82059174986,45136.5536301355,0.0,unverified,265306.88331057184,43112.01347724412,,2023-03-15 12:00:00
0x4f369ee454c77ccf765792382b909ed888c57a47,309179.12118408486,15544.73007152,293634.39111256483,0.0,,15575.32,280463.8105682785,,2023-03-15 12:00:00
0xc882b111a75c0c657fc507c04fbfcd2cc984f071,289071.4204895802,289071.4204895802,0.0,0.0,,289640.273987692,,,2023-03-15 12:00:00
0xba6bfae542ce758f58183ecd7d019a346693cf89,289036.18694319855,145520.37866268953,143515.80828050902,0.0,,145806.74310615,137078.597349,,2023-03-15 12:00:00
0xd108165e54ba435102f965f15ca5dd3101fcd1a9,250008.018,250008.018,0.0,0.0,,250500.0,,,2023-03-15 12:00:00
0x2962518b087b3ae071ca4d737c7d874af04b2142,247750.18554721336,1735.6784564201773,40221.00875847245,205793.4983323207,unverified,1739.0940371090594,38416.94884090362,1090412.8321779924,2023-03-15 12:00:00
0xf89d7b9c864f589bbf53a82105107622b35eaa40,219467.27767414533,219467.27767414533,0.0,0.0,,219899.15962364615,,,2023-03-15 12:00:00
0x3dc674fab7eb6e6b3925d02a3d3f566cdae3354f,218357.2193988298,218357.2193988298,0.0,0.0,Gnosis Safe,218786.9169036285,,,2023-03-15 12:00:00
0x424512429f16bd8c17ab3137341d2cb069bd18db,207692.289636,207692.289636,0.0,0.0,,208101.0,,,2023-03-15 12:00:00
0x5b95c32d4861538de7cbc10d52f2cb30d3a13403,194535.87728301858,192119.91775406984,2415.959528948732,0.0,unverified,192497.98379424174,2307.594873680687,,2023-03-15 12:00:00
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,188915.00399873845,188915.00399873845,0.0,0.0,Gnosis Safe,189286.76320166653,,,2023-03-15 12:00:00
0x1d918355014cfff2da56392af32771618a291de8,186936.2523599426,0.0,0.0,186936.2523599426,Gnosis Safe,,,990496.25,2023-03-15 12:00:00
0xbf120a30a122fe06a2935dbb5c53f127ac270d2e,157024.12773268,157024.12773268,0.0,0.0,,157333.13,,,2023-03-15 12:00:00
0xbbbd1bbb4f9b936c3604906d7592a644071de884,154501.77192616742,153292.981120025,1208.7908061424223,0.0,unverified,153594.64099493908,1154.5721003117812,,2023-03-15 12:00:00
0xa6314811afbce6d29d7eb4394d8fa583d0fd0363,149705.4,149705.4,0.0,0.0,,150000.0,,,2023-03-15 12:00:00
0xcf5b7f0288fe863ce2941a0c24fcdc3d8a4443fc,149088.64206948588,149088.64206948588,0.0,0.0,,149382.02837321087,,,2023-03-15 12:00:00
0x36857bffc2b4c2860c305215c6741b7da4e8b883,148658.9743514167,148658.9743514167,0.0,0.0,,148951.51512712636,,,2023-03-15 12:00:00
0x796dff6d74f3e27060b71255fe517bfb23c93eed,147028.1539840081,800.384176084064,146227.76980792402,0.0,TokenBridge,801.9592240000001,139668.91744472,,2023-03-15 12:00:00
0xa5f0b4269b3b11f137dabdf654f85d294dc0dce7,144715.67909656,144715.67909656,0.0,0.0,,145000.46,,,2023-03-15 12:00:00
0xddccf2341e4503af58788e7f71f82f69a0c65402,131281.3560292,131281.3560292,0.0,0.0,,131539.69999999998,,,2023-03-15 12:00:00
