Address,Total cStables in USD,cUSD in USD,cEUR in USD,cREAL in USD,cUSD Balance,cEUR Balance,cREAL Balance
0x9906589ea8fd27504974b7e8201df5bbde986b03,22786.053968521323,22786.053968521323,0,0,22839.33814441224,,
0xadd7c542667728e6b91dc091a6def2489f2de35c,22257.47168648153,22257.47168648153,0,0,22309.519796165987,,
0x4c9c42dcc8062528d87266be769bc21d9a26bdcc,22058.861765622536,22058.861765622536,0,0,22110.445434821977,,
0xe7518c7ea87d7e9ae3d81677b12e8e095c5205c2,22029.776643665886,320.5424630032564,21621.87335791362,87.36082274900798,321.29203732633874,19888.711381955844,429.03096293588965
0x99300109cd3bccc0ee1c535b9bb0b5f4a6a2adb4,22014.360594129994,22014.360594129994,0,0,22065.840199314996,,
0x2558e6b25b536d4beecf2fa55776d5347fd868f5,21948.674,21948.674,0,0,22000,,
0x2fc376998c1e647976825ea82b2741e948817a93,21933.300627066114,21933.300627066114,0,0,21984.590677115826,,
0x726dccc7a2842cc2a4addf5349e9a206fef9b69a,21846.847433671646,21846.847433671646,0,0,21897.935316765663,,
0xfaf4c940351e5f68f582190d443a61374aab984e,21752.465856840623,21752.465856840623,0,0,21803.33303280616,,
0xaa18b19857cac9b734661d6670877ff6435ba19b,21338.94443768613,21338.94443768613,0,0,21388.844612166315,,
0x96293ce7cec8a56bd1b1af070a7cc83e8d3ba7aa,20324.420528586004,20324.420528586004,0,0,20371.94828393242,,
0xa5a2a99a032fbcfe600753cb3efd755cde9fa569,19955.44941294889,11698.612677836449,8256.83673511244,0,11725.96936436351,7594.986800367973,
0xacbe479adb5e4b510f4ebdbd6af5460b18966f6e,19954.337667000003,19954.337667000003,0,0,20001.000000000004,,
0xdab00a27b802f57bb4196838b308a0cc338eac7d,19954.337597244983,19954.337597244983,0,0,20000.999930081864,,
0xce9087115f816b89548a787bbbf221ebf326460a,19953.42979003,19953.42979003,0,0,20000.09,,
0x850197dd5a4865324291d7b5745622a8cd732bcb,19685.918590393958,19685.918590393958,0,0,19731.95323729657,,
0x36dd59f2a6486b33cbb4215b3fdb03f6bcb6a9be,19546.43752827735,19546.43752827735,0,0,19592.146004906797,,
0x9871a7f7eda940aaa5313347ea84ec667dd6ec46,18767.216988776097,18767.216988776097,0,0,18811.103292758104,,
0xfe02bb86dcecaf7533bbce3ffe908550fcfbf0c1,18707.253917,18707.253917,0,0,18751,,
0x073f65e554b8c405c25d6fd06ad0c0d5813e0cf4,18222.80152271525,18222.80152271525,0,0,18265.41473529269,,
0xe87fa0bfe3258b648fecb048c5920395125efc27,17582.947943631858,15202.865237632697,1708.798957936145,671.2837480630149,15238.41646324144,1571.8253789392425,3296.6895660098257
0x1729dbe5b8a47d0f3c65e890efc480da1c2ddcdf,17576.895210666,17576.895210666,0,0,17617.998,,
0x4752c15554f9e3c6326192a9d3d8455ad0d378a4,17179.31452266653,17179.31452266653,0,0,17219.487587207484,,
0x76bde4463501a135e29ded69437a42bda3990d31,16451.19633733021,8250.942016588357,8200.254320741853,0,8270.236478292212,7542.939908311835,
0x1a4770c0d25d31663205aba58344c45ad67db910,16441.26898923192,16441.26898923192,0,0,16479.71616704965,,
0x4f22bd7ce44b0e0b2681a28e300a7285319de3a0,16366.39418441988,16366.39418441988,0,0,16404.666270829726,,
0x2ec638389fc93bb4551aab3ee454cc370f3e46a6,16358.89249476283,9628.150192101215,6730.742302661613,0,9650.665193998815,6191.220752616366,
0x4beb227df24f7a0c96cbd7fa6de6f5782a794e5b,16194.335537717654,16194.335537717654,0,0,16232.205272618674,,
0xf5b376bd97463bb29c251c26ea2e97ceeac7a1e2,14995.703707482446,14995.703707482446,0,0,15030.77049504739,,
0x1e75f4ee9732047f0c6bb47a1b8dad8cfd1e8eed,14965.005004977425,14965.005004977425,0,0,15000.000004989066,,
0x0f497a790429685a3cfd43b841865ee185378ff0,14894.354022661028,14894.354022661028,0,0,14929.183808486227,,
0x489aac7cb9a3b233e4a289ec92284c8d83d49c6f,14882.492561124145,14882.492561124145,0,0,14917.294609447988,,
0xbe6c36f49aac4ee12ca4b23765d9ea901be00683,14776.436527595786,14776.436527595786,0,0,14810.990568592313,,
0xf727f2b2c011a0a786995d8db2024affc8099c7b,14711.445262617237,14711.445262617237,0,0,14745.847324425122,,
0xa364ede5590b46e618527d7535506743d978bbf2,14554.316384772681,14554.316384772681,0,0,14588.351007673584,,
0x63c1914bf00a9b395a2bf89aada55a5615a3656e,14545.329992284642,14545.329992284642,0,0,14579.343600905555,,
0xdbf27fd2a702cc02ac7acf0aea376db780d53247,14542.477178677138,14542.477178677138,0,0,14576.484116120046,,
0x67449e82a0d354d34e6b7487a968eb3e15cd47b9,14504.573455502508,7216.014242887134,0,7288.559212615373,7232.888571925437,,35794.27801850838
0x62cfa295864cff683cde9b47d4bacc77b885ddb7,14473.953605028117,14473.953605028117,0,0,14507.800303135331,,
0x397898d4d746b9fd2758488376b345a3f0ad624e,13229.796782411118,0,13229.796782411118,0,,12169.325270374844,
0xf6b7f960fa28eb84190c8d482726138246539fe7,13157.639668883312,13157.639668883312,0,0,13188.408225272873,,
0x2478709280e8539da2527534f74f46ce053ae093,13149.510151544502,13149.510151544502,0,0,13180.25969741858,,
0x0536757f82fb7bc487548acfe354df3c437d8aaf,13146.251827335738,13146.251827335738,0,0,13176.993753763269,,
0x72df0abbd8509e00052566bac32f9e422bc0f292,13072.662572386054,5829.24387938289,6423.052054650996,820.3666383521679,5842.875307475229,5908.194280468159,4028.8389891189076
0x0f088580928c0cd2e68c77498c52fc296a2f8c85,12973.567632788121,12973.567632788121,0,0,13003.905744890952,,
0x11f5f007d8262216f95304fd17525fb6303dfd71,12535.189122342332,12535.189122342332,0,0,12564.502105755058,,
0x97fcac81b73111d3de4558bfae63d18d580e1405,12349.619251274824,12349.619251274824,0,0,12378.498287780216,,
0x7bdee323f5227f214edfc3ae4bd4ebc032b59c82,12314.126991984096,5423.08261274519,6891.044379238907,0,5435.7642507421715,6338.673366097107,
0x66582d24fead72555adac681cc621cacbb208324,12314.056359817716,12314.056359817716,0,0,12342.852234079824,,
0x44349d73fcc370cd22438a030575f518251e1f2e,12222.485181673774,12222.485181673774,0,0,12251.0669208,,
0x829a8cd14b1c81431f6c38b2ed42401bb3eef7ff,12162.61945560323,12162.61945560323,0,0,12191.061201386065,,
0xa51dad1e9137476fca461faa0ed4b51f912d18ca,12137.521306442977,10051.856141803273,0,2085.665164639703,10075.36196125889,,10242.748474542883
0x576714e2cadc5ff9aa70bf2c25ba56c051391676,12094.53374610515,12094.53374610515,0,0,12122.816276478174,,
0x78faecd5e33141b47b99a075aad83f885431e297,12061.285340500035,12061.285340500035,0,0,12089.490120952218,,
0xf199bff2c3f56a2642edce2bc07316362146a36a,11960.324106626298,11960.324106626298,0,0,11988.292793714034,,
0xec524636161050ce0ddd7f88d4f4e9d924f493d7,11709.332132776182,11709.332132776182,0,0,11736.713886272857,,
0x97ee4ed562c7ed22f4ff7dc3fc4a24b5f0b9627e,11681.557814049049,11681.557814049049,0,0,11708.87461853409,,
0xfed4f77af916b62cb073ad7ad2b2c1794c939023,11524.132646450162,0,11524.132646450162,0,,10600.383432952392,
0x9532f02a2b248480b911af4433e2880672686485,11412.295728333234,11412.295728333234,0,0,11438.9828753815,,
0x345597e4a2e45084975cdbc9b7ff1e98ea55ef46,11348.131448468059,11348.131448468059,0,0,11374.668550195665,,
0x91392c95ec135248676b5f2362bced1cbd026a0f,11242.251354489805,0,11242.251354489805,0,,10341.097127507426,
0x2ef175d36dd66d5d6f89f812d0ceafd88606c067,11036.878548678624,11036.878548678624,0,0,11062.687799314424,,
0xe017a4e967c9939d01628e805dc0cc3370184e63,10387.66760045059,0,10387.66760045059,0,,9555.014934052457,
0x98db3a41bf8bf4ded2c92a84ec0705689ddeef8b,10342.720535829934,4447.294498690607,2233.817554083116,3661.6084830562113,4457.694299491321,2054.759635193453,17982.241512230576
0xfc62df0988cdc62e7d3fb7899e2e248fa7e76f6b,10341.884350992754,0,10341.884350992754,0,,9512.901569520067,
0xdb5a5c8b9e26c1a2fc09e7d463423f3536387e07,10337.615753685322,10337.615753685322,0,0,10361.789809310443,,
0x351aebcded9240ae77dd0a3987e2110b15e0f038,10216.122696017886,10216.122696017886,0,0,10240.012645519884,,
0xa76aef0d002f6c5b77e1ee361062874b171f8d93,10163.488785546011,10163.488785546011,0,0,10187.255652984424,,
0xb02a5fd1df8fef3223ea3340b7a5c5ac05b11fa4,10089.922630970108,10089.922630970108,0,0,10113.517467221136,,
0x35e4ae17fddd24d791ecb46af95d129f4401d315,10048.654266371008,10048.654266371008,0,0,10072.152598383036,,
0xc4851d76e04c4f07b2a264d81c57e5c55aeec09c,9984.01256935082,9984.01256935082,0,0,10007.359739623362,,
0x14c9ae2cc18ad7b127f347fa7cca1e7381535d63,9932.76094708263,9932.76094708263,0,0,9955.9882677112,,
0x4d28f1e93354fcf52d3d203741f86410b89702c9,9920.333370707209,9920.333370707209,0,0,9943.53163,,
0x3d4a6bf9c625236916e322a57067a58e496dc658,9827.01995,9827.01995,0,0,9850,,
0xf01572bd63fc74b6225fe98be5454ff4284b850b,9806.068943,9806.068943,0,0,9829,,
0x5fee424d8a8fb92ed5df5e21557e0fabb62b6a3e,9503.942992727105,9503.942992727105,0,0,9526.167541601662,,
0xe6512bd3eb8fe25945e519164b75030d738c37e3,9486.077889097962,1342.936794652687,8143.141094445275,0,1346.0771927433573,7490.404753050219,
0x346a4de9006ab8a8aae92603d0e60917438db24d,9355.640226967465,9355.640226967465,0,0,9377.517976406421,,
0xe9a37409d83d67ec6fb11720202e25af756e7566,9324.273616200919,9324.273616200919,0,0,9346.078016212743,,
0x8421628295c0e81be7e43ac26b298aaf808793b7,9180.770755178071,9180.770755178071,0,0,9202.239580118488,,
0x77b792bfc525c0625df657e469afb3da282968b2,9020.386017838553,9020.386017838553,0,0,9041.479790189065,,
0xf13d87279e272639d32d1b4edee9a71aad15868f,8908.983472438164,8908.983472438164,0,0,8929.81673488064,,
