Address,Total cStables in USD,Contract,Beneficiary,cUSD in USD,cEUR in USD,cREAL in USD,cUSD Balance,cEUR Balance,cREAL Balance,Snapshot Date
0x4da92da1afbf103f2b52dd29326e34c98ca1e78c,201748.44925826037,Validator Group,,201748.44925826037,0,0,201728.88155674937,0,0,2024-01-15 
0x0e912990472bfe5948b5b7333ecf528d5da887cf,106295.72566422485,Validator Group,,106295.72566422485,0,0,106285.4159788749,0,0,2024-01-15 
0x69cd274c6acbc08f664ed7b2d54aab6615bc1d70,94765.3961477383,Validator Group,,94656.2039477383,109.1922,0,94647.0231864892,100,0,2024-01-15 
0xdadbd6cfb29b054adc9c4c2ef0f21f0bbdb44871,64500.39400348017,Validator Group,,64500.39400348017,0,0,64494.138072087175,0,0,2024-01-15 
0x35ae10f412503abcf9275133613e8df7f56e72be,59217.64350062285,Validator Group,,59217.64350062285,0,0,59211.899946328056,0,0,2024-01-15 
0x81383e7c8801b102f742f4f5a5fad06867212b05,29312.748901096027,Validator Group,,29312.748901096027,0,0,29309.905840229523,0,0,2024-01-15 
0x5e941e767c56364602043573cd55365e89489070,24810.99058925488,Validator Group,,24810.99058925488,0,0,24808.584156591693,0,0,2024-01-15 
0x47b2db6af05a55d42ed0f3731735f9479abf0673,21879.381551988703,Validator Group,,21879.381551988703,0,0,21877.259457821296,0,0,2024-01-15 
0x614b7654ba0cc6000abe526779911b70c1f7125a,20705.225102819513,Validator Group,,20705.225102819513,0,0,20703.216890781106,0,0,2024-01-15 
0x5402172e972b31fc9f0383f53f45823ab5037379,18892.954817107893,Validator Group,,18892.954817107893,0,0,18891.122378237204,0,0,2024-01-15 
0xc764293de02189e248a8040a3d1b04eec599aa31,17737.87412782074,Validator Group,,17737.87412782074,0,0,17736.153720909813,0,0,2024-01-15 
0xa432da0ed5a2c15cbc681227ccec3b375908fdcb,17606.21358323115,Validator Group,,17606.21358323115,0,0,17604.505946154375,0,0,2024-01-15 
0x7194dfe766a92308880a943fd70f31c8e7c50e66,16318.063794590766,Validator Group,,16318.063794590766,0,0,16316.48109592446,0,0,2024-01-15 
0x0861a61bf679a30680510ecc238ee43b82c5e843,14226.08121605227,Validator Group,,14226.08121605227,0,0,14224.701420014528,0,0,2024-01-15 
0x89d5bd54c43ddd10905a030de6ff02ebb6c51654,12808.916625145703,Validator Group,,12808.916625145703,0,0,12807.67428074047,0,0,2024-01-15 
0xb35be22bccb0db9dc62967dcf15feb97c20f854e,12706.120829031877,Validator Group,,12706.120829031877,0,0,12704.888454851756,0,0,2024-01-15 
0xd72ed2e3db984bac3bb351fe652200de527effcf,10400.586594291375,Validator Group,,10400.586594291375,0,0,10399.577835241356,0,0,2024-01-15 
0x6f8e6ff69935f000b09d182a4739342faeaf0c77,9870.060259814689,Validator Group,,9870.060259814689,0,0,9869.102956827877,0,0,2024-01-15 
0x4a34787893c8e26411be77259fe7fa184d471d9a,9535.547972992359,Validator Group,,9535.547972992359,0,0,9534.623114550248,0,0,2024-01-15 
