Address,Total cStables in USD,Contract,Beneficiary,cUSD in USD,cEUR in USD,cREAL in USD,cUSD Balance,cEUR Balance,cREAL Balance,Snapshot Date
0xdadbd6cfb29b054adc9c4c2ef0f21f0bbdb44871,586353.0467423672,Validator Group,,586353.0467423672,0,0,590366.9516466125,0,0,2023-08-15 
0x35ae10f412503abcf9275133613e8df7f56e72be,249442.91183009464,Validator Group,,249442.91183009464,0,0,251150.48397061083,0,0,2023-08-15 
0x4da92da1afbf103f2b52dd29326e34c98ca1e78c,154747.98067604908,Validator Group,,154747.98067604908,0,0,155807.31460806934,0,0,2023-08-15 
0x602b65795bcc64b2fb329ac004236e194f077158,128756.13192751897,Validator Group,,128756.13192751897,0,0,129637.5375452894,0,0,2023-08-15 
0x0e912990472bfe5948b5b7333ecf528d5da887cf,109195.90081834375,Validator Group,,109195.90081834375,0,0,109943.40603598239,0,0,2023-08-15 
0xa432da0ed5a2c15cbc681227ccec3b375908fdcb,91773.61151041223,Validator Group,,91773.61151041223,0,0,92401.85170012135,0,0,2023-08-15 
0xbf55df76204f00acf296f76cf4aaf86a866a5eb0,89843.037445548,Validator Group,,89843.037445548,0,0,90458.0618077791,0,0,2023-08-15 
0x69cd274c6acbc08f664ed7b2d54aab6615bc1d70,79602.31573313949,Validator Group,,79494.01083313949,108.30489999999999,0,80038.19049028293,100,0,2023-08-15 
0x47b2db6af05a55d42ed0f3731735f9479abf0673,36382.76183720042,Validator Group,,36382.76183720042,0,0,36631.82159220583,0,0,2023-08-15 
0x0861a61bf679a30680510ecc238ee43b82c5e843,30746.972377175065,Validator Group,,30746.972377175065,0,0,30957.45209396191,0,0,2023-08-15 
0x15ed3f6b79f5fb9ef1d99d37314dd626b3005f0b,29267.50683933989,Validator Group,,29267.50683933989,0,0,29467.85881139859,0,0,2023-08-15 
0x9eb1d96b5f0bdd3114ea1461182c688178ae6c4c,27497.972961902025,Validator Group,,27497.972961902025,0,0,27686.211513985614,0,0,2023-08-15 
0x7dbb949346aeda9233218831455d57eb8344af82,27491.225837671405,Validator Group,,27491.225837671405,0,0,27679.418202026987,0,0,2023-08-15 
0x89d5bd54c43ddd10905a030de6ff02ebb6c51654,22245.64638154973,Validator Group,,22245.64638154973,0,0,22397.929906987338,0,0,2023-08-15 
0x614b7654ba0cc6000abe526779911b70c1f7125a,19074.750767137986,Validator Group,,19074.750767137986,0,0,19205.32779078755,0,0,2023-08-15 
0xc764293de02189e248a8040a3d1b04eec599aa31,17615.565611761347,Validator Group,,17615.565611761347,0,0,17736.153720909813,0,0,2023-08-15 
0x5402172e972b31fc9f0383f53f45823ab5037379,17506.504923688582,Validator Group,,17506.504923688582,0,0,17626.346453224054,0,0,2023-08-15 
0x7194dfe766a92308880a943fd70f31c8e7c50e66,14688.44216217195,Validator Group,,14688.44216217195,0,0,14788.99252233128,0,0,2023-08-15 
0x0d4f8cea48cdadeae345431577a64983c0535b12,10643.268721623444,Validator Group,,10643.268721623444,0,0,10716.127673676772,0,0,2023-08-15 
0x81383e7c8801b102f742f4f5a5fad06867212b05,10470.899431439673,Validator Group,,10470.899431439673,0,0,10542.578422131746,0,0,2023-08-15 
0x6f8e6ff69935f000b09d182a4739342faeaf0c77,9802.002925824405,Validator Group,,9802.002925824405,0,0,9869.102956827877,0,0,2023-08-15 
0x2fd49e97262d505fd76bb6e0e06ec10e1fd54589,7020.234045463779,Validator Group,,7020.234045463779,0,0,7068.291358409606,0,0,2023-08-15 
0xe075ba4b1dcaf75513118d7aa08a057c658842c9,7017.834730666047,Validator Group,,7017.834730666047,0,0,7065.875618999626,0,0,2023-08-15 
0x34649ada2cb44d851a2103feaa8922deddabfc1c,6314.625750284196,Validator Group,,6314.625750284196,0,0,6357.852791413014,0,0,2023-08-15 
0x3753096ad5e8e390c05324b9ca2b1856a3182b48,5132.2910009387815,Validator Group,,5132.2910009387815,0,0,5167.424318882866,0,0,2023-08-15 
0x1d083becfaac301b4b845d0e5b80a9da5f6de946,4888.522488344169,Validator Group,,4888.522488344169,0,0,4921.987078490828,0,0,2023-08-15 
0xb35be22bccb0db9dc62967dcf15feb97c20f854e,4860.707171145136,Validator Group,,4860.707171145136,0,0,4893.98135034614,0,0,2023-08-15 
0x4a34787893c8e26411be77259fe7fa184d471d9a,4732.069149178114,Validator Group,,4732.069149178114,0,0,4764.462731288141,0,0,2023-08-15 
0x7c75b0b81a54359e9dccda9cb663ca2e3de6b710,4617.060270174938,Validator Group,,4617.060270174938,0,0,4648.666554076101,0,0,2023-08-15 
0x249a6b2b260000b08f50a2480e2d703baf02e8be,4095.1640685210423,Validator Group,,4095.1640685210423,0,0,4123.197689612719,0,0,2023-08-15 
0x8580db53c3ebc56230662b771cef2707e92ef83a,3773.155283841536,Validator Group,,3773.155283841536,0,0,3798.9845800009625,0,0,2023-08-15 
0xb33e9e01e561a1da60f7cb42508500e571afb6eb,3746.778481233367,Validator Group,,3746.778481233367,0,0,3772.4272138604038,0,0,2023-08-15 
0x70fc0b021dfdbb9a106d1ed8f35f59d3f23ecb7b,3193.065383624812,Validator Group,,3193.065383624812,0,0,3214.9236495178843,0,0,2023-08-15 
0x8851f4852ce427191dc8d9065d720619889e3260,2904.4318588463348,Validator Group,,2904.4318588463348,0,0,2924.314271578799,0,0,2023-08-15 
0xcc4b2bcbbc9639ef1e91f47acfd12bd131525e79,2692.6998254371174,Validator Group,,2692.6998254371174,0,0,2711.1328174630485,0,0,2023-08-15 
0x3dcf2ed8dc84a63ffd2bfdc3cdb2fa0b1aeafe5c,2608.2195509816856,Validator Group,,2608.2195509816856,0,0,2626.0742296692065,0,0,2023-08-15 
0xd72ed2e3db984bac3bb351fe652200de527effcf,2582.5810997472954,Validator Group,,2582.5810997472954,0,0,2600.2602693183912,0,0,2023-08-15 
0x0f66619058bb9675f3d394fcc2ce236a29901571,2371.327866230053,Validator Group,,2371.327866230053,0,0,2387.560892739791,0,0,2023-08-15 
