Address,Average Total cStables in USD,Average cUSD in USD,Average cEUR in USD,Average cREAL in USD,Average cUSD Balance,Average cEUR Balance,Average cREAL Balance
0x351aebcded9240ae77dd0a3987e2110b15e0f038,5167.747142255636,5166.580341412813,1.1579883002932585,0.00881254253004343,5172.092091595235,1.086176558706846,0.04402621412247479
0x685305ff7116bb13cdd140b371dddfe3f786a129,1185.386059837049,1185.296403405164,0.08949673420043758,0.00015969768441876666,1192.6669301792992,0.08351454447884482,0.0008088800884120612
0xe267d978037b89db06c6a5fcf82fad8297e290ff,21.90813317330745,20.543291546112027,1.3571288681810367,0.007712759014394078,20.60281200379067,1.2710243045970113,0.03849175252789424
0x6088e40ba11a8ef9af341595a611498fbf6a7294,20.067241697059824,19.1628757527033,0.898903177781761,0.005462766574760802,19.24082365929576,0.8432149557031278,0.027307341655437772
0xe37f80f22f43579edce961563f793031d00bfa9f,18.309960493636776,17.83388715801662,0.4691545799382995,0.006918755681855587,17.885831603628006,0.4373813751759468,0.03422018156569875
0x82f0e7879314516952f7961b15c63fc6b2734dfb,17.567032915109078,16.623553851912344,0.9379259555748575,0.005553107621874359,16.6882168705393,0.8797025222275033,0.02781183498094956
0xe3b1e1647bece359c76582550f6e210999973b50,17.474804173314087,16.57428306922967,0.8937023369151252,0.0068187671692937725,16.639012736480616,0.8383804661304203,0.033738816759722796
0xdff75a3b93fd9ead6922ca5269c2db0a104d3d05,17.4507402145523,16.53845862458154,0.9080392846430884,0.004242305327672389,16.602500280677567,0.8521576102625747,0.021299218104831236
0x4a03c4c2e101ac4612d89b79f61c9c5bdd51929d,17.398894212803466,16.484260659231186,0.9099065702109023,0.00472698336137566,16.54833971098282,0.8536992700271826,0.02374144026792836
0x89457b24524c94f97c0cc03f794c3e80b3dfd30b,17.3979647302238,16.451906619788073,0.9397451503974943,0.00631296003823355,16.516110418041773,0.8816948483029026,0.0315618814097666
0x794e6c182bfdf9a79b472f706dbb01876e53e5bd,17.355924767675887,16.426435506533007,0.9246528006614976,0.004836460481385126,16.49042621793216,0.8676105712615438,0.024206514051253836
0x63b4b616c5345e3dcc9e21db69297e2129447f4e,17.335629022834663,16.41068834343496,0.9206880835291321,0.004252595870571596,16.47488145883575,0.8636550404455533,0.02127324476607342
0x535f03cd6a8c79a17b9322274f655cd7379cb270,17.311691362976433,16.399089785181463,0.9057331830340738,0.0068683947608956285,16.463408844858428,0.8497028033503345,0.03398112013170471
0x6ce2bf81eb8712685094a88fe0ab36355cc77c32,17.284589347374492,16.319743633360407,0.9286320617533875,0.036213652260696845,16.382950429744305,0.8713127466815301,0.17917198747993937
0xdc28d9d983e60a998dcedaa3b1b7ebb78301ef41,17.182812661191743,16.289307649426544,0.8844811063341657,0.009023905431029848,16.3524425759503,0.8299759530529641,0.044685928047075156
0xa870d462f8d93d745a025dc0230d1a7793f73bf5,17.009599631748312,16.147323978493105,0.8572446083881484,0.0050310448670593385,16.209704348890906,0.8043266004988353,0.024988604241116177
0x1f1788b0966056fa64e8e1453a74a9052a2b3e8f,16.914504693566332,16.02528221168932,0.8848064392048495,0.004416042672161342,16.08752768828477,0.83011380861641,0.02198165555229037
0x159e7e0fe97178d893b1559d85657838ad410a90,16.815862806464782,15.942893773846322,0.8653116354868372,0.007657397131624363,16.004738943232297,0.8117457451926077,0.0380764140136255
0xc46dc0741ff61af883e284daea062ae7382e7091,16.693124498423423,15.801753548853796,0.8797952062827225,0.01157574328690471,15.863280282245613,0.8252911603913914,0.05736204779621564
0xff3bd8067551f79ac3ebbb1fa00d114e4b53b642,16.545575218981735,15.637795189342404,0.9044030538989559,0.0033769757403781225,15.699028563111838,0.8482584695854257,0.01698648747233904
0xffbcf262c1d5c4392ef469ba79f2cd195d2affda,16.500752448868525,15.564428725834638,0.9304711078805518,0.0058526151533352805,15.62544042589448,0.8731168973020568,0.029180595354132904
0xaa397ca08bbebc31717f8ab2cea35320c51568e6,16.494764597684007,15.620190165344518,0.8687614224878092,0.0058130098516782905,15.681213366760588,0.8149516705155687,0.028905699731557145
0x8234915fe3b271acb26f37dd04e72cb2f7eb435c,16.464321341804197,15.582858236894568,0.8736582144875724,0.007804890422054698,15.644317948573772,0.8199055519276904,0.03872456854345685
0x4b64995254836fa1d104a85df94e0401689e587a,16.43194376409273,15.545732242718111,0.8770096717529691,0.009201849621643974,15.606947862259608,0.822875726046702,0.04549101352662102
0x9778c47192e8875efb2da2f31081faae574f96e2,16.33028112994558,15.401850302727128,0.9250555560103745,0.003375271208074465,15.46233792066033,0.8680521001845701,0.016968563653859667
0xd8c68ebecb6f074ac5c4fb66a690ac0ad38a5a3c,16.28947374045819,15.39134675566902,0.8925848645232705,0.0055421202659023125,15.451857042011452,0.8376682454364501,0.02760017174915431
0xe10a8cc6c22cdc320c67bd600a1d8a0a46d7f400,16.279744542880653,15.357157684839919,0.9158841564475179,0.0067027015932167285,15.417519154863639,0.8596628549629433,0.03336661878990333
0x2ad6d354e3ab2a196b64964a788534fdf7932e2b,16.268897245754232,15.357608990199354,0.8981727464584277,0.013115509096450406,15.417749214577105,0.8428835851898492,0.06480916311924331
0xcceb5af6a01c70884b4a80d838a4368465bfaeb7,16.2685850244482,15.409371129920393,0.8541222855184002,0.0050916090094056754,15.469582692933791,0.8014774288235246,0.025393680831384893
0xa3ba418dbd6e2f2a0edebae256f988fcc92b8e86,16.24220391404592,15.411825868955523,0.8258528962966821,0.004525148793713664,15.472615908495515,0.775044656298712,0.022659028910289262
