block_time,block_number,release_gold_contract,beneficiary,tx_from,tx_hash
2022-12-23 22:20:24.000 UTC,16833196,0x78318c7088a2ee6452c74937e041f41f576f0f69,0xF496B140DB8C59F78A523E65F0E01AB39FA636FB,0xf496b140db8c59f78a523e65f0e01ab39fa636fb,0x33a8f03439c27cd5f95a85f29a7dac66180750c8466ee0c2ae9ef722f695ff6e
2022-12-23 22:13:14.000 UTC,16833110,0xf505be37703fcd9a1c7f8e8f5921699963cb1450,0x181035F8F782347AC6CD217A7939D2861B1E77B2,0x181035f8f782347ac6cd217a7939d2861b1e77b2,0xad9173eb7892a3efd2503315ffc7cdf219d07c74efaf45502e2ae524fbde0f4a
2022-12-23 22:07:44.000 UTC,16833044,0xc7d1900659b35e4c5583f25ef016d9caa568fd05,0xDED2AD91940C72D53835A5EADE691AF224BE1727,0xded2ad91940c72d53835a5eade691af224be1727,0xf4adc5752d42ad09a8f85fd10944f0b99ff6612658e7bc78eb736af9d6b03818
2022-12-18 04:03:30.000 UTC,16733635,0xc3aa0bf99462eb0dba4edba42168d85ea23f8ae0,0xBFEE1E72D3E117AD8731CCB8920FBEF9AE411E34,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0x232b0e84dfd86ab635f4c9728d9bf5f0000156de0b7bc09e153578a08db059eb
2022-12-18 04:03:10.000 UTC,16733631,0xfcfe22177ab7b2a04d48403c438d27ad9ed74047,0xEBE58350627DE3853C29F5856AF8248CB2C88F38,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0x51c03525eb2b2d59074213af84c2dfb92d42cfc7ec2707172d3b1298cb13af1b
2022-12-18 04:02:45.000 UTC,16733626,0xfdaa43573413642d09a022fa7d63c19a75dc3fee,0x781AF44ED9B4C6FAD91C5A36833DB1F8A2FDFC6C,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0xe2a0e2fa619a2c44bf9af6a581324d723abf808d26a512c1a10620b2ad6d82db
2022-12-18 03:56:10.000 UTC,16733547,0x6711bd393efd48518ed0ce4fb71757b8a0ebd153,0x100D302B9CEB328028EEFA316E55C02351A5CC1D,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0x33e30a683bc72b76f229d337dbb4398a88ee14a826737ea7a41a932f25867a91
2022-12-18 03:55:45.000 UTC,16733542,0xc8bd60dfb4f53d165029e33b6db8accf05c79e94,0xEF1F2B013E2874C306646849C37ECA594EC1070A,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0x9d92097051e0e5a6f43b386389f873e8c3082a532770f45a55fd03d1d8070257
2022-12-18 03:55:20.000 UTC,16733537,0x9021c04b6ad2f5c54f9445fc60d01bf1820a6354,0x35DB355675992B84742ADD3B4CD5BFDAE378F7BB,0x62c382e980dc3dc6f992be4dac993d4577af8d80,0xdb19d17c46a47bd2f90ebca0532bdba46faa467f9d7b510df87e4f286c2eda95
2022-12-17 03:09:00.000 UTC,16715701,0xe2cf9b19d2036bf6f883385158eb69adccad0c42,0x842CA073E00ED3CE666EDC9B8943D410205B0461,0x41ef1111edbaa9672cfb81229003143157a23c36,0x64bd4565b275e6e58e355918a9e24069a1d6e2678e3fd1c2d74800f9f31813ee
2022-12-17 03:06:55.000 UTC,16715676,0x15e00ddf4d6a887a25fc82a345cf55309cd60d29,0x5FFF6346A703A4A3B10B275CC1937F2823732E31,0x41ef1111edbaa9672cfb81229003143157a23c36,0x81bbb92dda42938c3127e865b0656c1bb0f46b2af2912753ca61d0370e2896d7
2022-12-16 21:23:00.000 UTC,16711549,0x1707929fad1057d828182710216432d2e7828193,0xFCC75491D21EEE6872F30FD48A09EBFF43EFBFE4,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x35758d988bb2912bc1786b9709d2f1c853f66d43eb47758411a329f007516aba
2022-12-16 21:18:55.000 UTC,16711500,0x355f4c21493d6c1b5ebd0c68b019c6722dcc04e6,0x4DDEAB2989F9F489909F866964AE6BB77614A6D8,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xc09ccc130809d83c764df224d0e46263b0fd580e12146af51ec14fc55f6e0d15
2022-12-16 21:18:30.000 UTC,16711495,0x7622c280eb80de9015bc21c0b1b0f72b7f34c17f,0x7FA8C2DC0F36FD44A53296E0FDE904DA861DEB55,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x7231aad16dd143736836224c496c9f53b8634ede4a6c86f7af09db92ea343440
2022-12-08 00:37:04.000 UTC,16558359,0x7873e1ff683ee8826f9dcc8dff9d783d11a08a61,0x4836715A21639E32DA8ECCE7559746C8760C14C9,0x4836715a21639e32da8ecce7559746c8760c14c9,0x341d0bda9264ccb7e6f558d23d3c615ac3f5d67a23da6715796ff0d50bc33e70
2022-11-15 21:32:33.000 UTC,16175990,0x05d60ade3f96665ee205f7a8ad43c5d57629b88a,0x6E42CE2FD45FF9B97A55D96F5A998DD8DE2B2BFB,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xfdb3ac65f99852319ed09b2c18c42eccf602b43358172e6c6226a321b6b3ab15
2022-11-15 21:32:08.000 UTC,16175985,0x13f467e28551f82d9165e11170d40f012b80a4cf,0x08CDD879DF0A444D2D9B4C17CD6D32E1A36388E5,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x206ecd689e2865b0b3afed05380e21e4d112987ea4946536351f8fc2dc1e2bcd
2022-11-15 21:31:38.000 UTC,16175979,0x5d984962e39ea42dfad65702b78a570110cf72d3,0xA24CA4EA5CF1A449F4B9A37ABC0C68743A1D32F2,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x8c892d6939bd2a192c87ab34b06766fbe365776e9c28f9cc49ff74ab898676fd
2022-11-15 21:31:13.000 UTC,16175974,0xa41b55d5dde18abbf190bacfda0fe177353d5d3a,0x9672C8FC27AE01E4721787EC213FBC89B4E721C1,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xba16ad23aef3b611d458d2f316e3f2dcc0b805fc0f94f8a5f89cb4acd53f7515
2022-11-15 21:30:48.000 UTC,16175969,0xa5b11114662ec3433b67710fde80b3fe865e70e9,0x54BAE00D5338E4B0C75C075AB597ECF74ED82890,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x16c3a233e1b75978e069652d6cccb822c5384cca7c126f3e90977598e9e8605d
2022-11-15 21:30:23.000 UTC,16175964,0x744ade9033eb6e126645b6c3f66da5e60f08fc5e,0xC931AF606CA559963F730FF4D0196A40DECD2F98,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x750a001e1f141814da2332dc2d8653c577f52856694c84cd50b701cef2d9c326
2022-11-15 21:28:08.000 UTC,16175937,0xb6e266cbc8e48936b08cc634b659d684103b90a3,0x6DFAF374A2110F0E9F758AAABD2DA4EBF5010F5E,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xc8913618f07ac5c9fe8c18e8da5dbdc6a1aea8684f463e028a3ff6995f421b24
2022-11-15 21:27:43.000 UTC,16175932,0x153cbd21ebe9e7dc5f922c7e969ae0df870b2bd3,0xBAFDC590D7B166F29B03191538C073F01D6B7503,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xa9874a60dc3b0fda62d551444f2d11995ea25857274665ceaf3ca6996463d255
2022-11-15 21:27:18.000 UTC,16175927,0xc365aed60678c872cbb5fb21e14e53863a05d87d,0x16997CB94E13D6502E04043E60B2B731B3F304B7,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xfaed0bca57d4965b1823605b913d410bf2625c561b23e2738a0a8cd5de15653d
2022-11-15 21:26:53.000 UTC,16175922,0x4ac3136d1e5bc9288a42b16a2dbe071987b2b048,0x40B7E896CB826B2615FE7071B915422C456735EF,0xf772f744f0152b6b85095a39f1d5541839710c6e,0x3ba4033cf28a84730d7a9541ec9939296c1fad1776b151f1b290965c7e72f523
2022-11-15 21:26:28.000 UTC,16175917,0xb52a54630d7513fe30d6a5472222333c0504d832,0x835664C6B6CA19B2A4782E8B4BA03E2C51F68C1D,0xf772f744f0152b6b85095a39f1d5541839710c6e,0xe4494e93486263c04f06299acd69e1fd2fa1da53df82d72c12c2e7996d14fc78
2022-11-15 21:22:48.000 UTC,16175873,0x4b19a28039bb3af5f1f2aefd4670c67755e82dcc,0xDFE36F5B8F429B77F1B8754D9097A38222434DA6,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0x524e0525fb11db072cbb8038186f55418c4ba0b6c69eb8d287c4624d83fd4899
2022-11-15 21:22:23.000 UTC,16175868,0xb754c7fefff4375f3e2f954fdcc21781f122e7e7,0xC68F16C2F0A38BC716DDF9F99886AA70C2E6FFFA,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0x56bfe16d3d6931fd9794a01372f0bdd44b9f8927235c529ce7f015a8e1c4f2bf
2022-11-15 21:21:58.000 UTC,16175863,0x1cdf648d9c9fb4fb8ce217636cb755e90deece87,0x70F926B869CC07F4B06951062DE3BF1766AAB3CB,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0x907c79b6d3f6a962ab4357bafec6d3efea68c48260bfc35e16c67e973f7a7e56
2022-11-15 21:21:33.000 UTC,16175858,0x73eb4887de39b09afe68c8aca519a4954fee62c5,0x6EE91213AC641AA3FD8D852C2CEA1E59522E2BE0,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0xbe98accd6e412911aa331e0ab316b683bdcb9fe96e9b189089dec12a3d4ef598
2022-11-15 21:21:08.000 UTC,16175853,0xdbc455fa02109b995f0a9f6a95e99db6f8265e76,0x23031F7C9FCA7FE740F6645F32C2A1FB6CCABB57,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0x0b1f5712cca0753ffa9a1c2b1e1a85d8a8c5384229af69a3777b28938150cd45
2022-11-15 21:20:43.000 UTC,16175848,0x8b57c57fd37f748aa3302e72a3b201e23d2b3c22,0x891514B37B02149A97819A9DEB652FB113541EF1,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0xd057b2c6c3cd8d2761dfd4721456dc2d72cf398c873946f2acc89170cd12a161
2022-11-15 21:20:18.000 UTC,16175843,0x447b1353c01e81d46c574fd3828f0ac50fa37d76,0x39134E8561E9414C20E2BB1D3435F10527E9ED80,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0xa11afb34615133e44e07cd10b0921b6927f1f5f325fdbba280cffcbb646ef8d8
2022-11-15 21:19:53.000 UTC,16175838,0x391960827759d6e61ba3d2b1fce451e690c7769f,0x9194B1E1AB45DE41B74DEDB65DEC2D4AE235D902,0x58e5601f1c877060fdaad9dbb96d067ea549f45f,0x2f8aa96a56efadfe599ef3f42994f2b66140df0c9adbcfa6bf09667a78d8531a
2022-11-15 21:16:28.000 UTC,16175797,0x2b8cc860a0ab69757212dda629b4cc85eff7c0a2,0xA808E6B1F4FA6307212763316248096AC0DEC5AD,0x0a2b8c88952b57ca0a84928fa27339f9690ff134,0xa8a7937a9d0de7b7051e7dee3d8cfd454ea6fb5d82fb33a096a86a4102754c5f
2022-11-15 21:16:03.000 UTC,16175792,0xfc33b7a76debe07e3aeedcd5d8219a6ea504ba18,0x57DCFB66B570E07FA296296C3E311436E481F953,0x0a2b8c88952b57ca0a84928fa27339f9690ff134,0xfef8104540e205153f048d7cd8a82de3c56c0d62a7a3ebec3395d82b657656fb
