Address,Average Locked Celo Balance,Average Locked Celo in USD,Contract,Beneficiary
0x1fb2f248b5d13bcfefcb1cf1d360a08d19c29b0a,206.634255092403,118.9451556382532,,
0x6fe94ab5fca8fd896a44de10973fcdd243dda1c4,206.63174052035959,118.9384193334957,,
0x10106a9129beb50dc98396bffd6d85e3720036a9,206.25,115.38560625,,
0x75436899a35dca08986cdb64f514b63b809bf8b3,206.06503846444338,115.19377251154101,,
0x283d25940771171c79d2f313ace274e86cc22329,205.74454447791982,118.43301031430687,,
0x8dc56838e9243ded14fa67ff74aeb1ad2eabc00f,205.3627372025344,145.1109738464276,,
0x7ef0e165eb9ec515d93ef8d168b8e67eeec50a83,205.31533983000088,118.1578132660763,,
0x7d8a41678d46474e13053d53e5e55fca35ca720a,205.28607736002076,119.12287385669819,,
0xc576b2808f67ba434ce511db02198ce371ad7fbe,205.27926963488792,118.16523033988688,,
0x347be1a3e6bdbf867c753d44bd32e0b70c2ee8ec,205.21348025432258,115.87107263289823,,
0x2cb2ec1272e0c2ab914b2155060225f37f886685,205.2075289908898,118.12166259870361,,
0xf0ed592c269ba8187961ade9fcb1bcdcd0841f69,205.16560522187265,118.09975472759481,,
0x889154ede71b1aa9e540a6a4e1099a568a06a13f,204.7692407078525,111.51907168996406,,
0xb891ff416cc4e22cb2995edefb75e20c063eaa69,204.62191145948483,117.78061980868151,,
0x731e5758da3330a6a58b91651803edde7c74c9a1,204.36106558028396,117.63140576669001,,
0x4539429673d6506ffe52a04b97578aff3b85ad61,204.22066569544177,116.17560090210523,,
0x6ad4061ef8f8434b647a2db45169053dd5215012,203.70669460193997,111.79634793746432,,
0x23c4e9998a26a8f5af6e76db7f5abc55bcc97cd7,203.68510125376375,155.8339585937917,,
0x0be103ea82f93e283976e12fbaa2db2f3af85d77,203.6524977828979,105.3474966637094,,
0xbe48d054b0676cef73f24c1c2406ef76519b2266,203.5858383789685,117.16176359670654,,
0xb90b3beb6a70a82aa0d978375f30284c2ff13085,203.421708103814,112.93469647347203,,
0xa240eaf6d14dba22be01541f8c0e390fdb6c89ae,203.125,117.944015625,,
0x471ced61166cbac2326667aaec7b39deb94f52e2,202.96871662436848,127.62073942106093,,
0xe692a7a62b8b55abe71e4b09ce3f363e51bc1b47,202.81433096350565,116.74335459606223,,
0x8b7724ed789bd25d4a5e41acc5f73f2d5b41b6ce,202.7223220648414,116.69337056993075,,
0x2288b042f960590cd106a21f308cede1add76108,202.65794302665364,114.42812239709343,,
0x9ffa26b8ed2132f8d69d26257e3c6bf4c5f967d9,202.6425152117753,116.64219828162182,,
0x654a5b1bf0c32aad36a9a0a2ac7d9634618e4a88,202.57569234488994,116.60281361059467,,
0x7eb367abdc20b829de6f939720b8238f3add3f49,202.53270539733882,116.57899112030434,,
0x2d0e754c1ce62d1408b86ddac0bba6710a05b9e9,202.41990558573204,116.51406289940351,,
0xa2986b486da24ea0ebd445e15f5522a56d5a3818,202.398692146875,110.00846579096122,,
0xba81a8c48383c8089c09f9496fcc26a82ce9aa6c,202.33956860089393,117.8543933931107,,
0xc929fae841054bbdcb819da3e6dbdbbe491515a6,202.09737300928367,116.33358407066524,,
0x30717b92f79d429ff539f3dc0be68ef91865852f,201.42646687258969,115.94807284430865,,
0x5307ba414e1a2d03968ef8b0ec8eaf38641dd71b,200.82430477577245,115.5630469877579,,
0x39680d2da63c99d84c0633ad3439e7f02f5364bc,200.625,117.43691375000002,,
0x0c6ad280f993ccede5988ccc459d291ae96ac933,200.625,109.727221125,,
0x6a264b529ba2e94db2abbabed7473dd1a2ee0344,200.41800398920725,125.26918588455487,,
0x0d62995d4819a4d29cbb4dfe9124bb5c1956648f,200.40037289576162,115.3204780835244,Contract,0x50e4052E10ec26850967A42fCDaEc57DE6647940
0xdb968c90a9b348d05d8bdfb7141f8cc1f0d4ba94,200,115.08810000000001,,
0x16de4620c642876d4d05fd37154f3ae41632dd41,200,115.08810000000001,,
0xcf9f805a1622e63835604466395760cb5ddfdbd0,200,115.08810000000001,,
0xc99c45d49f4d31c02db6bf8ae738820902e802ac,200,112.7747,,
0xb364241b79b397353295ae4ee027a29ea5cea127,199.86304233617514,121.96025675513562,,
0xb9b26f3ffe239f8a374ffc359f60fe55158a4da7,199.7951911640118,127.30709826741435,,
0x725d93b7028681b998af71f671227829514f19fd,199.422620609375,108.39090067504169,,
0x846338c9c7d366247d92f8c52eaa66e5a5348659,199.19954342678125,140.75601119357916,,
0x9efaa58ddb80edba534b76e0ee9067e3a3b200f0,199,114.51265950000001,,
0x44b94d38c0c5e3470aa884286659bff8047f67a8,199,114.51265950000001,,
0x568c9a6b8ba21d1e6c752024d548c21f3751b945,198.88532000755248,115.41421137926172,,
0xbf1d49bf891014353b0193546e1778830865275d,198.04823541982523,107.85924665633452,,
0x059a597d70572ece06c140ca4bd94f809e27d075,197.89811882931875,113.57564541366047,,
0x17cf14ad35c9169378e28d5c6de6f207dfe5918c,197.75,115.57241674999999,,
0x776304f8542c4e04312ed71c8315a180c90b0c11,197.6358393332085,113.76513741569913,,
0x544c497d6d6f37a3dddeddef2de37c1518b23692,197.60903123177278,112.05963714147101,,
0xc2aa8c53672ad9bdc746972e41fd379522fe8bdd,197.58578004534021,113.73661477104073,,
0xbda509b353dd3af5b0971854f9eb59b8a07d278a,197.54081862794473,113.71072217795947,,
0x597330cd68efb97f2074d2fe4a54e4d45bb68dca,196.9775907901878,119.06316355114228,,
0x5783ca7505f1cddc7d6d1c073bc8cc17d9474c1c,196.84643152442112,113.31102241370603,,
0xf541f0cf374581dd329dd981c08fbe70302a6b62,196.69445324775168,113.22243814213232,,
0xa6ead252074fc7f17d305f11c096874c5c7183db,196.668697057396,105.17135399860248,,
0x4cdad621d270141f9d030d5accbd1827f49b76b2,196.6040792946501,120.13347316984748,,
0x9eb90b59f54f8232d5d420dd03eef66dff433e7b,196.3423220754462,114.74087997788062,,
0x8534e49132306d9e32ae44498caedf70e436c08d,195.583395233,134.31112696610336,,
0x814a8c9d1e12e760699912f54e08f1097f023604,195.08624367292808,112.2994146348068,,
0x31ee432eb3232c49b67f7fca5d77ed42d7fff572,195.0555628480438,112.27688711060024,,
0x9ff6c86d721ff4a15b3b19083a0fca4449654c51,194.8789506515685,112.17661438334031,,
0xff9f97a07c75b46e6acd6ac807603cbef02e2686,194.79007847094329,110.29963169930484,,
0x9671cacb97e476af11f69e527a8e4166687d173d,194.778582695066,87.72738769267525,,
0xe2b50c74552cfa2be885fd1d3acc6e372bd57ae6,194.7174310595973,93.89332624200853,,
0x951280ab2c8e9dab7c97a6d09f2d66a06b8fd3ea,194.652887076536,85.59744901902496,,
0xb90810bae79ad94e0024a120bc44eb7d2556fafa,194.61041068370582,112.02138135146937,,
0x667c66faa57bf9d51ab15641b0449e78b29bd518,194.5024065874162,112.94519872239087,,
0x0978d56389364e848cc281e7b443981b99e80963,194.4548597484963,111.92933666415064,,
0x56ed72980e4ce3ca4cce96c0a1bb84420ada17e4,194.25,131.32718025,,
0xaf5da1a0e825799fb04a496b28c05e8ba0ebe6a1,193.75,122.02780625,,
0x30d0aaf4aca10ee3313f94067d918d8d7e548929,193.52626198181392,110.09546346684672,,
0x3c144cb70713d56e8702e50ac080d03033927a20,193.49767503082023,89.81592985168398,,
0x1d6ee7c384b9ee3cee1c5c01820f736144b16555,193.09909584474437,111.14797521823776,,
0x3e6f70d59155f8c563799b80b8688fa267e25eff,193.01829047556916,111.10737951642854,,
0x71e20574cfeab122cc57de98f369fa701f5b4a57,192.98317506759253,101.35395299248697,,
0xa254d3a4104175b330ae3878a72706334c89e07c,192.629311235474,110.88367527954748,,
0x4cfaf138e9e58c633db5a69b961884453750ee64,191.9492417545907,112.3631677451972,,
0xb03efb06e23960c8a4cefff446060cf1b2862b66,191.81020469929564,135.5262910863413,,
0x4793ca65906d5d59444508a426c2171a8da20097,191.79975274907827,105.07842904126703,,
0x585bd765bb6c83f264bc495f5ca3bfa0c5183588,191.66546230304726,110.26071296872487,,
0x24213d07fd48dd1bd12f9bdf39e5744525975f65,191.10969095684374,101.58875175100229,,
0x970cc1cf87c21bb2f407f90f8860d5eea036e295,191.0409981492325,109.96429827548283,,
0x3211b0a079d8851ead24f2b755bd9d3a43eac7bd,190.73463345,134.73895049638244,,
0x219a1a23229405f9b1530db118f865802819501e,190.7231493775631,104.18967537618805,,
0xd31812a3d737cd92ac3c02e19e407da1b8a20156,190.64919479903992,109.72793414990969,,
0x582315ba934ceb070ba60c896a58438a76bfd3e2,190.5941213178382,109.12902502982806,,
0x3cd85954cbf63bc30277a7c219c00f8ff58c8b75,190.10991487065144,108.71500385145303,,
0xb35d2ace70dd4165100a1f80f2d2e3b4495d0ec8,189.83779624055535,103.60906523621613,,
0x836b5404bd4cc4bf9127132b232395e39e40e450,189.82155555438882,109.26744010116816,,
0x23efddab28c53e228061e7272ec8f5c6b6a3f4eb,189.39843283370678,103.7629430462294,,
0xfe89e824798069cf95cf1f4c9ae9e739e6c1700a,189.34786429589533,108.99477644140416,,
0xd57a1801b06a772d580556ed96504e82131ec59e,189.33312317331672,108.92468266179728,,
0x9ac323386f8b3bdb4ad8552abee764021d874e0d,189.1256105047474,109.82275885388965,,
0x1dccdd9ea09d4ad1ea0acc12bac2e1412222ec1d,189.07568653318506,108.83809371656145,,
0x16b6e80dfc0257b0957b13218c9236cf439e19e5,189.02059445760332,110.8806467864892,,
0xbedacc395a7f8f046617d845f0ac13fe3789212f,189,108.75825449999999,,
0xe4508a1bebfd07e6b0186fe3bd06f1251ba81ed6,188.96990218331177,104.52390857143746,,
0x5d11c3ee1968b34d4d92163a3f92ad356660bc1b,188.65101367262125,108.59032491961817,,
0x4a03ffe625863012417027d8fa17758b2dfa1d1e,188.39337986536412,118.50368494009653,,
0x119506f24cd740162fd4ec792f23622e3c639fa7,187.92930160288273,114.832590029427,,
0x4d889ef5814ff7e6c8e2380504b34c8df00c66d1,187.8815181120276,98.72705058783225,,
0x43f4d32a66ea94ccaf9cf5f773fae51c81b425c9,187.875,110.0694808125,,
0x3b28344fd3a04e01db01700a11aabb89fd47f228,187.7788722931363,108.08522483714127,,
0x443edcaa108ff77ccf80d951e680412530069d62,187.5,117.869125,,
0x325bf197e490dae4618561507bb51b2414e1751c,187.5,109.754125,,
0xe20129e904ddf83bb45ac38a51b09aaffa1048e4,187.5,109.754125,,
0xd92b13a25fb63a3cbce2dcd295bde69157ed14f3,187.5,109.754125,,
0x7c362e4be3456286359cdc4a36a58b1efa405684,187.5,106.110734375,,
0xc168e8b30299b9549118b2360a2dbb1122fe4f5b,187.5,101.910675,,
0x3bbcccbbecb0cf906082b93e145655586fafd479,187.5,109.84978125,,
0x9e86e7c97214e5cb845d8b8e2e364792570fbaa4,187,107.6073735,,
0x3b26da16fe7fc3491b941b2d22eb9ffa87eb59a9,186.67747320105832,105.3703468647868,,
0x4d4af50da7daaa3f70001beff21286866b0cf9ec,186.42454805454375,95.53794410214553,,
0x6fd057b61ab4860223dc0bff91cbca07689eef99,186.16559441130178,112.52784911253258,,
0xb2123649961d5561f4e3ee3dfe32801c138fbfa9,186.0937119137583,112.91145299950932,,
0x2e00b7191c4e4edf17a27bfb6ee9e5f46ca6e892,186.05433870021096,101.41321341841787,,
0x3ff0719838fde77212419857cf7a6f10e8c61cdf,185.98290725313345,107.04336176032552,,
0xe1f2ffc1949e7be4da9f693ea8a5bcaa5196d7d2,185.8767359709375,101.27520808238393,,
0x3db184929ac9b5a6c0652c21d893c7b6709a08eb,185.04464723271863,121.52198178421938,,
0x6301e0183cb32d19736eec3adbe4e28d41e45eb3,185,141.5387825,,
0x444ab07cc2e11cb6ff8a8fb0a57b50824036c64c,184.25916023906254,100.39386960837355,,
0x41fb95dab859fb45f3e9f0d858db39175334314d,183.75,107.39029874999999,,
0x72c15b16f623b0c25024507417aa5740e6c77011,183.35686790535485,98.9223711807944,,
0x4f731824ed391bcd2b2099344473deed8ca4977c,183.06877506428867,105.38000106476414,,
0x0d0a346a71db3cc0ec4957f06956f78aa38ffc73,183.04252428598863,111.84670587525915,,
0x701b0534da57eaf57bb9d59364c956fa27a6bd99,183.03836986093748,104.63676044824558,,
0x1701350a5b82b695d44e438c5eb3f1b57fa6f9b8,182.7584343705414,105.20631184743714,,
0xeefa1f542124439153968110c4860e104aee62af,182.75737073292265,105.20073056884901,,
0xbb26e33fc9da17dbe92cd2ea29703892aa796f51,182.4020684164706,106.76096278106162,,
0x370c0f7c7755dd2e93c8756925d8ab54b36c6efe,182.26211528629383,102.05994272825895,,
0x099ff6d0760901031f89fc50b59d31f729d6b419,182.16697231329354,102.51193825935364,,
0x8c9b4871642c151fc6ed1c97b643c0104a950a97,182.03546126106949,105.24102166629746,,
0xd50921fb8e2cf05d30d572dabca298f3d94a3e92,182,106.36753399999999,,
0x4d013cee5074b905fdd3e8f5d3eb008aa5ef61b2,181.9685965063254,104.74668973600664,,
0x4a4f08188b99baa1b98f8027da69e3a679c0578c,181.77918175593368,106.41829749883425,,
0x801add52a58bea8c0f1d5ad72cce972b0c22a1de,181.68085007652292,104.5489958458837,,
0x5cb937eea1b5eba80cd0b5bef28df22fc523f46a,181.6800797450168,106.23047799797527,,
0x48fe04f943b4e8288b2d0db0a717c759e6c0615d,181.48427237761905,98.79591751069263,,
0x128dd6370ee56592f42fbfedb8db8cebf67f05ec,181.45428636671545,104.45077619616148,,
0xf1f0f695aece34975e015e198fff8d5fbd1d4803,181.39574227273874,138.95730138932015,,
0xc2ef06c2c51041705fe09c21c046ab46251347a0,181.34953176740623,96.62690507496825,,
0x2251419730622aaeb483b8d5715ceeb29a0d6385,181.17323543467035,86.57029319667532,,
0x538ad95a223354beb40589550f9100bae0ff6753,181.06100699469707,101.88958296933556,,
0xabaf55d69645a557d09bfa5c258bb88022d0aab2,181.00610998004387,104.19281662069001,,
0x328292374ce29d3a0ca985b4d582b64257d99ebf,180.86183260398832,101.27142458406264,,
0xc2fc96013f08eb86e8f1fec5b2fe799c58f13c6f,180.51336154424257,109.76160768940753,,
0xe0a9472510b8038760218893089fee27e0dce55c,180.50027812499997,105.65680046861877,,
0x9509f24b7be775e17f95be09e3c3c49f2bcf8bed,180.04638292708682,105.37502224253991,,
0xaf6332234a382826822524b8154ddfc5d33aa34d,179.12650156994832,103.12074481232779,,
0xc36c79cff0b6023317dd07b45c01bf621efe6776,179.12350137864314,126.57018972770567,,
0x83fa1d53bb190b77e9c37635bb3af9a238a98c81,178.8095837226024,76.30126794694145,,
0x94549c9748c8f46422e0fc84536eeeb38d283638,178.64425311668967,104.39904953049604,,
0x9bdeaf066d69f6587144eff9ba63c9af57a539bf,178.11566872147955,108.83616506981078,,
0xb4f4d90a116ffea05730c8d669dd9ff95dad66c3,177.64288830468732,107.3754850755182,,
0x1a90ed109d104083e105f950bfcb8676589e73a0,177.61898753447687,102.24292869061273,,
0x5d78b9c607c539f7e333ceac4b1cff6bcbf351b2,177.58095340727277,90.44695183701943,,
0x140c509f3fb9f2b25f350de357164041bc74ad64,177.5578809844161,102.21685420055832,,
0xa146459ebceb0fbae68c9b19f99e088c0bcd9d27,177.47323095290832,102.15901440565204,,
0xc9a60f67a5d72b26f85ec2f3b6301be1177dcf28,177.4004095951757,93.27928584061067,,
0xf373ad54de1a91d2b4944061df775a8aeb45f87e,177.19944379870154,101.99701991144748,,
0xc4a86307f53121e387f9345f09138e9f6a1252b0,177.09211341316325,101.88977740086258,,
0xc163f6fd41d95e6ebc0443b39b38e988ab15ae41,176.7266339890625,101.82544309198607,,
0x9761c9878ae43faa1eb9ac84d5ac966c8dde8a36,176.60158929582622,101.65289141800146,,
0xcaf17dbeb33d05d1b6beb15562a29834680386e8,176.0263257328125,98.47711180916626,,
0x70cf5bc182e1939e1bb47b2f78c209101da0e724,175.71522302212864,97.29866393180431,,
0xa65ae0f569ab8dbbeca56cb66e73fba2a433f09f,175.678704001585,103.05383856759212,,
0xb3ffa801e04d17fa5dbc64723d8d934562466326,175.64578272362337,101.10482306687199,,
0xd026304e94dc450edfddab3d1d14866435910bec,175.6077512150756,107.30361220562881,,
0xbf69e4db8a1b8eeecbb90fc2e29c15e96e8b905e,175.44460499625004,99.28829801751404,,
0x240826941c457280d570ca6eeafa6690270bbae1,175.44105731599103,100.98955919717955,,
0x4c028c8f5b9d333969c2be7683c6e53b19886a5e,175.20815953286058,123.80350496876747,,
0x82807a003e7a77e84fec44b3426ec9619451f6a4,175.16392924290471,123.77232237583007,,
0x60c255cdbb6559ef57a5316c059417058aaa0fb8,175.1101273858068,99.68734960391905,,
0x94bf05646ddfadade9a236caa67f096400174fe2,175,100.70208749999999,,
0xf8d54790026b9f240f54df4eb011a9348588fd4f,175,102.27647499999999,,
0x3c7575afefd6e76a61da2313e6e53d7534b6f92a,175,100.04149999999998,,
0x39e7f86e24d7805a2f5680daec7ec079f3c2a02b,174.88916507802256,100.67172643468335,,
0xb401ace4581b93dd93da731e5a7d0d224c9685ae,174.64906668868747,95.76880324380843,,
0x9f35aed1c65be1578e413dd2d6ee150e071f8eae,174.28750000000005,94.729369435,,
0x257f8a2e24177c8cd96e57f1f1f64e0a0de6f071,174.05923678838036,100.19384463277387,,
0x4900d2461f7ae3a257f576d43a6ec7133ce4e53c,174.00748760824695,106.32598759489898,,
0xc61442a9d40594dc23499dd6238b001fe6d8dfb3,173.92862474056213,100.11352683737927,,
0x4c40d3efb4a28defa2275e1f4372bc6b541a1ca8,173.75,116.15665312499999,,
0xf197975b419252af1123ff2a3240013422617bac,172.84167576158188,96.62964549991482,,
0xd2ab7b0136facbc9332fe14c5451bdfae33fb799,172.55551748615304,99.27789120270802,,
0x3ba8984a5b9426e56182d70018f65e5f0ba91ba2,172.45921248327898,99.2729689830245,,
0x1554c1772b2aad43ccb0d2185058f05042b82b5d,172.0710855574501,99.04510738603247,,
0xe7fd3597a73ab87dcceb8800949f7a40229f75c6,172.0624761007922,99.04015173321928,,
0x392b4525a98de374ff0f537378b1cf69d97a35ac,171.9630961969197,112.16846188390615,,
0xb6f53859a03bf7e385ee52b6336890d355d418e5,171.45342959786666,98.69258448695157,,
0x543d9f81bd9fd2bf1f3d4ea4b579a83145fd47c6,171.45342959786666,98.69258448695157,,
0xeff70c99d7b469e10563e0384c2a037eb9179214,171.355,98.60460687749999,,
0xdc8505a25d140952de24b1b7b1f42f45e645d9aa,171.03937222697039,98.45124725387886,,
0xebb5598fabf432748e1a500ab834ef275e24fe49,171.01701490618268,99.315766647611,,
0xc382d930663ec3cf8325999743d4b3f88fa35b45,171,98.40032550000001,,
0x29874ceac6167b3f09d779be198bce51f9fbe592,170.74372272638382,97.78391846796656,,
0x9db5b84832c8ea974127a432d22e81c331b0025c,170.73950794698735,98.27864364813105,,
0x8eeae8a3518a790bee73d427c47fe318b9e0891f,170.625,99.07297312499999,,
0x5717cad019e7cff23399220e47d3791658ad3e3f,170.5,93.41823649999999,,
0xf27724365977945c3bda9be5070cd64ee00634cf,170.34035935368001,92.80310983069367,,
0xad3f897ad44aa80bb8745ab11450c75c4c6af477,170.19153621591937,99.56079364138236,,
0x15aae37b16571f3a35035524da280badf44be095,170.09527500000002,97.2376368795,,
0xcb1278062e41d54d83f499ef61740fb5fabb8724,170,97.82488500000001,,
0x6b830f96501f3f625cf51bbbdc7bdb420e6b85d7,169.96112543025717,97.83482645847411,,
0x5fcb1f8c97c4bceb2fb2ad3d087b1ebf975bb363,169.85929675817937,96.2388042006576,,
0x028efdd0d027ae3e55caefa708c8e50c44ac7685,169.68414031485406,94.04262105535123,,
0x5f0e1e2ccf58078a5cae05711e368afbf737ec38,169.5303198706318,99.01642466922465,,
0xe13d4cad57c9505f49eb42b25a40358c1bd0674a,169.50826312369006,97.57430934039539,,
0xee1a737d4fcb56c93a5460c8259e21f1a17aaf9a,169.43853501193217,99.05369317747713,,
0xf5f822b18a46f741e0cd901b992a676aa7222c77,169,97.24944449999998,,
0xbef47ee33cc1a376cb4102482ec8352d3d567e6d,168.80363818047925,100.75077179757773,,
0xd336c58ae03303b0b0b7eeb794c1efc399eef283,168.75,129.106321875,,
0x63182155a6d67921fe75c885a66924ebdb16f7c9,168.69916326725078,97.11127091391009,,
0x03069a9d7b448f917164d2b1a38e94fce8be5243,168.38813560597856,121.01432269899938,,
0x6c1b1b7e7382bc87bba332b46ed66cf90242ce26,168.21589370716842,94.19445833904982,,
0x274d5182d0b7b6b9296a521c587eae66dafea10c,168.13361679652002,95.21074566525253,,
0x4c66234c1370a352d41405d342e43d0c67ace9f4,168.04231581189842,95.29333913889367,,
0x32dee4c84bf7ed1ba50a7cbd0febe566878cf5f2,168,96.67400400000001,,
0xd91953abd1f2ccc60b32e679ac817d92c890d3cc,167.52369305132692,103.77637243638114,,
0xcdd9ac721d60ac6c081ded867734b883d101607c,166.95151211418462,96.10254752272162,,
0x031cf45a663cb30ec91771de1112816c3a708d3f,166.92429827240085,101.98885912201152,,
0xa891de6640520188183c04c8dcc4f65c53c504bc,166.91246498638557,126.40781710813938,,
0x09ccc92a2f20a0a7a93a6e3e98db320095222769,166.88981254315343,96.06394185007136,,
0x2b26a07033f19041784723456930c0ae6b585a01,166.86212502961678,96.05037508981273,,
0x4c094251ebdbee5d2227c722be715855ddf0db23,166.5784355514389,95.88562504860806,,
0xc30e7824086a04042f57753cfbc349b95667ecab,166.3306739676486,95.74505517875886,,
0x8c9c489c33df8fe47dce653d671b74cf96afb435,166.1134959935056,69.8816221755239,,
0xb96d2e19275b87fd5a14ddcd1454a26325cc04dd,166.1126973624051,95.62428395696534,,
0xe29caa62841eaf02d3eecd4d20fe97265d8476d8,165.9375,117.2217346875,,
0x8339afea449872c066128929245607d35116194c,165.87917783467302,96.32412033230901,,
0x5104f51ddd44095ea66a8939879f9b784726f410,165.61674612802054,95.32873972157282,,
0x6b637c94c3c5ce4b79e6655b898a168a749c190c,165.29872928924942,101.72115655234796,,
0xb69f55a79ff6fe2efb68fa014731a3e6793d461b,164.7053829476522,70.28275160065625,,
0x35610cae465325eef6c127822aff132628fc1ab9,164.5982775220122,95.61167994413462,,
0x6ce11f632fde31bb5972dbaf96df91f2b5ad1fdf,164.50525048549127,125.85851510405291,,
0xefd99de35e73ce93c807223602a1903e1f500436,164.180866546439,94.50705040359236,,
0x4264bd89c608e137b74dba650e169aecd886c884,163.82828973058787,93.53702071293041,,
0x0727691cb7c5406cac0b711110dc8f649b97798f,163.76268542340233,94.2671098024006,,
0xd8e0ee42a46e899ab5abc67c57ee64995a880d5b,163.11428126117482,90.47278441221476,,
0x2b753bdd0b472b050bfb55c4a84f5a6ccb7a0da3,162.5,94.3552125,,
0x8927730dc0b0ea8c433b07f6047c806d565d2b59,162.42471344250907,93.49498698363963,,
0xf9d97f4a79de58e9a212b72b3b2085dd002e5dfe,162.17092040319724,93.34679052516032,,
0xcd158455a72bba28cc18c36e6a7b0ad1197d7a46,162.1668116096875,90.7234708907313,,
0x78deeb7c3b3b57f47ab8440bce4fd5b8c1f5109f,162.16070219999997,108.40888884001049,,
0x6111c47a8c51bfd1ebce8cdd27cf936cc56b462c,162.11799110038612,88.14951670771583,,
0x96e89e775e1d3b15e3ec1ce60d9b34b451188ff3,162.02752460055282,93.2770911644372,,
0x6ed343347e6032018f9c9b476988f59d04d9f662,161.83682889917677,98.88913830416914,,
0x53e66e5d41ebb408edee825128cfbb652bbf7025,161.42314897662362,92.91609379452173,,
0xa4fea54f4dd3d8aab135cf93bca9219f9275066f,161.201557761175,92.79284170567915,,
0x5c268fffae3a2e7fd063b6da5ecb5431395146e7,161.0994022259709,91.66098988462807,,
0xc28870af70d875f962bec22bb0a7bff9ed195f88,161,92.6459205,,
0x22c5ed81a1ada74fe62de9a45859bb4a1f585eda,160.99495765808481,90.14441223103819,,
0x1e1291337e22ccd8fa7850ae818672735920f9e3,160.8182390067335,91.06818122123504,,
0xef98ce432d81700da584b50d4ebd9d76fbf65c9c,160.80433697009823,92.5599020413314,,
0x0d3fd7ef1a9be6fa4bb620dbc0c2139b7c23b1c3,160.66748950717977,98.17449326035396,,
0xe9756a1b0051e4a64ddd291c9eb560fd9570da44,160.40688308067516,92.3325324027496,,
0xfec181b5c72874b16850186dee5f6af182a1fd02,160.34927691025337,97.98023902278666,,
0xaa241df01cb8e17fccc0237bc8a34ed59d5353d8,160.31487787743296,92.28244002446478,,
0x66517f780ad340aa3fd57faacdd2d2c50c4e5fc3,160.1771404224948,82.26193852591771,,
0xc1a93f69dfcbfcb657d3a496a532cebed9c1af10,160,92.07048,,
0x8cc34271bae928d3fcac569ea76bd286b928f2d0,159.93018568620852,92.0696810432352,,
0x69eb175f356a8ac8b184320415a8e420b1b36108,159.75,93.59201362499999,,
0xd983493f2ec503bd668be0d42fd76022082295a1,159.70705809835135,97.5876298745982,,
0x2338c5647c52c35f1acb243461e8caeb746e5bfa,159.52815495333823,91.78261316048801,,
0xa97c9e5ea6dfa63f0a410f4a5238b5480460767d,159.44425590046052,91.7770315482467,,
0x0bacf49ac4a3bd6803da1bacee801355e9e837db,159.03186393013166,91.53965635616237,,
0x54c8f6a5463a1557faf683a4a935934e2ebc33c4,159,91.4950395,,
0x422792f56012ac74d6943f3cc4d7db1bb43fa759,158.81174822040376,92.30847100881397,,
0x9073a1f0c641fcbb536d05d6d9fbc227c9f3d502,158.6138745440491,91.29933391001087,,
0xb280f2d3fe2543693ec0db3e803ee4222d2d7f3a,158.5852696684683,91.28143288248734,,
0xba4a318c5532d41db2f03c690dd69deaab4b902c,158.58198138110075,91.27998035172817,,
0xd48ddce1ecb09988c9bf7e09ab6f62cea7168e02,158.57792732713722,91.28242671227562,,
0xa26d670df898309082cbff377708c8c0c9401608,158.48553465038148,91.22518607775568,,
0x69316afc4bed6fde87f72468d59c0bd7cdd2f4ca,158.4492007241009,91.2042720606298,,
0xea0b92b80fbcbaed3ec9ad123d227724454ad42f,158.2007037344902,86.12033968099972,,
0xeb9f3ba16fea4f9022d2978ed111fc6d02f658c3,158.14546353967566,81.06826662390978,,
0x734b3058c52c4bb932b4a6724b1c1ed7c425fde5,157.9042369199008,90.88232492933487,,
0xf023bb16c6c5d85e7366f60b9bcb7d3e5226c216,157.75996166562496,73.8978143628625,,
0x2e84b6d293553b910b677b13e9f03d6dc22bd5cf,157.57002107997587,85.77647494569881,,
0xeb3e3f66796c71e3a79ecc7bc5e4c6b600417e9e,157.3382399601983,92.08953822347998,,
0xdfff41502e83d4a79ef26ca5383ccfd6fbfdab6e,157.31428991351044,90.55430895346602,,
0x15c00aa7e24e9493817a4bad3f522148a6b428c6,157.22876439545382,91.304249515407,,
0x2e4658d49efc3405559d4d0bfe091e6a927c53ba,157.10590767062976,87.92103574335188,,
0xeb16fa495b00b2950593ff64ea96895d31b6c22f,157.06716323807052,109.50153396761048,,
0xd62ffdf219dab468cccdb1be920b24206ccb994d,156.84552478764056,90.28610768543767,,
0xcb61a3732949cf3bac932d179540a92b3534885a,156.8007545453125,119.81208375109145,,
0x0d7e4b4256ba19e0c1b1f08f82374e416708258f,156.71294052237812,90.20878147112553,,
0xaad4a29f8b9f7dbb047660756149579e872cc0bb,156.61630442731138,90.14924640100284,,
0xdf4c7268d801255e14030dc2c74dee8a2d4fbd4d,156.55277856775376,85.1086689773233,,
0x108f203b596df2320b9c1393f4fe22f10f6c4957,156.316918614418,89.9796966514836,,
0x7e37b44367cb9b9e59a4b14ec34260c10f3ae629,156.29342928567777,89.96339761082533,,
0xced884d90c45bf49718fa9369667d224533f199d,155.9236770629331,85.09952574572127,,
0xd762d382c2245356894bc2f705fa4447fad9c608,155.3886497006327,84.70451979653757,,
0xfe17219ed39176ac65aa5b7ddb3d0dc5c021e68f,155.1671418194082,89.28945767213114,,
0x2e854924cf385a9786f10a613b162338a5605f43,155,88.35383624999999,,
