Address,Average Locked Celo Balance,Average Locked Celo in USD,Contract,Beneficiary
0x68fbd650921067bc33124bdca2b00b8c44ada651,1422.8798100289034,729.3941963946379,Contract,self-destructed; look up manually
0xde2d652d8cd03dc04ac02fb1dc0cf63c0f2d007a,1422.8798100289034,729.3941963946379,Contract,self-destructed; look up manually
0xaa8367c4fc651179a84e37fb7f31fc8a246a4a05,1422.8798100289034,729.3941963946379,Contract,self-destructed; look up manually
0xebbf444a60fc9f01a4cb613d08801b4bd24a54bb,1422.8798100289034,729.3941963946379,Contract,self-destructed; look up manually
0x473e15025710e2247cc7522c4a6739a505ec0820,1422.8798100289034,729.3941963946379,Contract,self-destructed; look up manually
0x2bd5e36ff9058363cc4094e22c38daeb012ab8f0,1422.8798100289034,729.3941963946379,Contract,self-destructed; look up manually
0xaefd873426b35e8b7e3211a66f72e89eb09b1f26,1417.8096863159392,829.6699912542588,,
0x18bf19ac8d4beca7d466a22f5e9a617d2ba1ef03,1411.1713315507577,791.5798253171047,,
0xb9ce658211944487a7093345ad53810a41de4e9b,1408.623829591473,724.867130543138,,
0x9cd6d98834e561f67d3c593dd6d3832d2a5eb42b,1408.1513690509682,810.5530578896952,,
0x7165ddfdb58d908f18222d2c87c3244c799aaf59,1404.3310314399748,724.4246451262861,,
0x4161470bf74bebb5039db4cb50bc7150cb759885,1401.9630191787514,856.657494305836,,
0xab87ffc7057ebbfdf4e2d6193677effeecf6919f,1395.2402397145106,815.3685299295014,,
0xead860a8ee364de5f384092a4a125480cbf73bc8,1394.7840173176696,792.1231951358991,,
0x24924440d5b6cede5be4812d678fe7b840437e64,1391.189220977283,797.0751801212969,,
0x8adc2bcc87e68eed8b03d89aac1f3d6ed230c392,1387.6368119350004,798.5024208782824,,
0x8447b82dc5acfe3d797ec20542648fb2b667e5ae,1386.1000201762974,776.6223093860141,,
0x8111e12900e13da641364b1e8cc25dec73c1d132,1382.6312892878827,717.0178662800879,,
0x1fa12587389d1d44fd3763c00a057253c5f1010b,1381.7045006826402,797.3486807317172,,
0xe8d03c30a8fcd739ba2062e74ac1e8758dbf5d8d,1375.5894844811141,791.8327485086282,,
0xb922a6a19857b46a74e311794304e3ec46aae4e1,1372.0890781425078,799.4680254226944,,
0x23625a62bd5726417ecfa575f27b84b86ceb0721,1369.5729041481884,801.5994750058495,,
0x93e98d987c0a15451e20e37bc0f04d58161ca22b,1358.160181101815,696.2176253955226,,
0x321c7087730b553ac91b6f020f7d0fa29b7817eb,1357.8212897036767,781.5988449015796,,
0xfb0e6f777574a96fb58972a0a6efd9daf9936ffb,1356.482951893304,781.3662422774789,,
0x5587fbd3ee52fa8dc4c3d0ef675de2544dcd761c,1356.25,827.1850125,,
0xab249fbcd8cb7f6a26286018fa8b5056e3df22cc,1352.8497311046306,778.7429052194715,,
0x96d9d9f6b807687f21191993ed56a5f402bb547c,1350.0661260737377,780.5867976679942,,
0x675efb55f46cd406b7702780457a5aeef572d6ff,1346.9523886965756,753.637045113314,,
0x74dc5d79e2c64a97f3b096867f9fda4ec2c82a05,1346.6841902765625,753.3962265326135,,
0xdce789a1d53f0a97d819fb161d55bccba5276693,1345.7563266368409,774.6595338289969,,
0x0fb0b3494dd41561b5371fc2d05fcbd61fa73826,1343.910714349155,711.5870772273606,,
0x958398e76943fcdc79d59f92bb9ec7b79293d36d,1341.5618158795455,772.2107040141077,,
0x87d005e70cd21706e0dbada590d161a31feef435,1340.0552406880647,628.9953037340003,,
0x098e55139f1ba999fdc14e61ef37fb11a8add42e,1339.441895532081,771.0232933322052,,
0x21c34a916f67694ab94b9ab73a0fd660ebefa727,1338.250354507978,770.3361645060058,,
0xa9b3dec671efa6ddd666e4aa5896977f6d5439eb,1335.2418692430635,773.9638518080154,,
0xd1e2be1338e6bf9974be0adfb09a11b838b82203,1331.67558668451,848.5277037283296,,
0x55bc231f04449191b09d15e6b955f27bab9d1596,1330.7348416963669,765.9725849400992,,
0x29f82c6c986def0e547afa1d4bde5c23ba038b1d,1329.562877508046,681.4365342752926,,
0xcfee2e39c1f0ac5aa4bbb160380977c6b938d0c5,1322.1704327660523,761.2063312416406,,
0x06826752213039183575d0524c7a082fa7892f1d,1318.2657364486754,638.3667393949313,,
0x540deb34a6e1c399f5a48b99aa58debc7c8f4694,1314.2870535313696,757.3588097820482,,
0xd82ec85563cd6725fce1b23e4d358dabe5f9c4d1,1312.5,750.31125,,
0x53db9da953ae768e6151bf41bf5c13ededa89f20,1309.8139293668876,1000.8340626849563,,
0xad61de4c2c61037b19d900187bab552c34497e96,1309.8018292521062,802.3567395842472,,
0x68eeb2288d64652bb796116cfb6e864d02c97596,1303.5049580221917,750.3721473858908,,
0xcfb923216bd227216306fa918df24dad6a3da915,1302.9281827136315,750.0052301416149,,
0xe59e8351f4f5ceba50c7ebe92d52466578dfbc9c,1300.0120748155432,554.7385525411389,,
0xfd48ec9dea2fd816d03f19de7d1ed60fc0f89ab4,1294.753224415309,745.3019230687843,,
0xb43170960afd96023cb52560f4ca292690e6ef1c,1290.6264471308298,742.9241352013712,,
0xd7dfca3bb367692d24d225885339b966ca1f3c88,1287.1500130707548,740.9241958382573,,
0x98dfbd04d770c75fab652bd540c3d5cb23742567,1285.1676849502335,744.189821584007,,
0xf55c0692b03d00e333d87d0f40aaecc48ab5bd88,1281.4086765338693,751.6107625075196,,
0xb19b4d43e54d9e637fdf2011682247249ef12c91,1277.7704023978938,977.58755428837,,
0xe3e06f6ee038c8efb11508bed4527232c464f121,1276.5837441028166,735.8683308120931,,
0xf53a6e89ea826d70465494323e3fa054ac66ee17,1272.6939328270005,738.2713524279353,,
0x15065fb44347c6a56c22fe1b6ea4f22dd4e4fe8c,1272.2569491683187,730.4872090441733,,
0x41357efc81a4c0af8edc4c51074f8adc2c5b4449,1270.3499640852224,691.5498448987225,,
0x7376fd02110621b01f60a04721f51a434e22f162,1269.1522723540868,674.0908505203694,,
0xf428a23c6d1530e25bbce8204ade3a614339fd61,1268.629707060695,730.2277119920303,,
0x7353da496ace9fb79848c1006a6c841dbfb7879f,1266.0169032589688,734.0814544053308,,
0xfde89161266cc90b8dc8649be485fc1b85cf04e6,1264.2090741068596,727.7183785993708,,
0x78e4f043e302a58cda9e7564ef33483dd5532b5e,1260.738625707998,725.6957968136159,,
0x783ded725748b63f3742ed681b3da4a1efd4f9f4,1254.3614119042188,778.854392466758,,
0x92e40c5c16053d0f0d911bafb28b7a0d34802ac3,1252.144005581189,720.4383095746351,,
0xde3d72df1ad6572c8bec8f66ac6a884962225463,1251.8314232354624,957.7425349511598,,
0x53d0c84e2b2237396d515941dfa3844f50e88688,1251.725049107501,637.5386158118253,,
0x5329a3020b2fa35acc4057004403e1284b1418fd,1251.460329099,957.4593394172587,,
0x5658c2d13105c429ccdca7fa57ef0c54b26f19ad,1250.0564191924063,956.3862351305943,,
0x4b59d11fee7adaab1ccbfea0a48c3e91b2d92b23,1250.0564191924063,956.3862351305943,,
0x2f29ec7e8d81d86e993e8935e7edcf3e1d23ffd5,1250.0124999999998,956.3526884312498,,
0x869b7f65801e75f087a493d9d3c8022dcf964b1f,1250,640.58125,,
0x5fb99f456b18a5f8853e143e4fc32529a438c7f2,1250,640.58125,,
0xdf472fb9a7d4e43f0d46905e0a39de549fb9c4f5,1250,956.343125,,
0xcde90e2aa62d19bbac9165e37c600651c28aede1,1250,956.343125,,
0xcde2005cb15ca2b4d726b54ab3cbd3851c3f3205,1245.2878025267653,841.9102477453289,,
0xc998468e662861a9e874e3be554874b72fd4deae,1242.270822726425,708.0202781412715,,
0x32981af8827d7d18ce47bfa3f220a86f886dbe7e,1236.9953315788484,657.5148988231178,,
0x44faf0fa07f48038f49770dcba1508a78aaeb795,1235.7240331070257,816.7568540848351,,
0x672971063c8b0a4eabf5f67d98c9466eb4ecace8,1232.6654346444384,709.5293201055929,,
0x580273d0f997eb73f1ca64ec1d56c7403c2d2411,1232.3542029822947,709.277299883077,,
0xcb5fe96b19324418652229f139d791c03842bc7b,1231.5072382607325,869.962574759385,,
0x7690a97a46587e87e08a407fb39d49858c0df60a,1231.4524565836841,632.6546598617298,,
0x0adc0fba12b53ffac2bb1ade17c2c8dd86a730be,1230.585663243281,720.329881102992,,
0xe4fe8aae41d69bd53a55714e748b35956ed5d5c6,1229.276665697119,720.7829795805651,,
0xb4b885359668b422fdeb43e4b80b9fa7ed226242,1223.0742498806524,775.7336864103854,,
0xa237d25708868b04307720e4dc719d518a7d10fa,1219.2325005047758,701.7972458871836,,
0x9e30bfad8b1d90a5cfaa4452fb13d97fe8705d5f,1213.7866118183022,698.7870526306725,,
0x0be5974778fd95fe44f84bfaeea8d41fc4f444e3,1209.842941103676,695.0713216384247,,
0x4485ceecb86c7e46f8e301cc524241830690bf77,1208.453125,676.0634979531251,,
0xfc27dc59624bc0940a099c38f2fec37075ec192d,1204.6842140955862,693.4554936287736,,
0x4bc92ef470d68964a79d52ae661eae28ca6564c6,1200.8490983271217,670.0413006598644,,
0xe68238dfd493dce19b16f38e2ef8704bf1cdb02f,1199.3126051814231,690.3610541925145,,
0x5dedafe73fc3ebe075bd55f5b29a0f9463502051,1199.1732344557283,694.8582251223654,,
0x1897a8b61ce403bfe57ef9dcf1aec0057a50f091,1198.1041421384102,696.8447660671254,,
0xf3ae371c0abfd7c3457dd70a94a2a81df160c7e2,1196.8522183218988,662.0085440137243,,
0x66d24123dd65e8e0cc5420c7e7c5f336f4cafcf8,1192.0560319720105,643.1075295256306,,
0x6b15d688c564450452710846404e03084c682afa,1189.9627876539594,721.2747878568288,,
0xe4aa6b5f46ab4bd9178a10b0feef61ac9ca0ef90,1189.2214299032184,684.498652858474,,
0x36d03dafecb55560431180f76daba25d95ff4775,1188.510148934888,681.9573753931487,,
0x8c3263658ed03b279595f4160a623e748e47b871,1187.5,645.4342750000001,,
0xa6061c19a3ad070207bbc46ea4e557255f1ad8bb,1186.2552945112584,682.846009571003,,
0x41b6c92abcd0da0f10a4843c7e9b574b6efc5856,1181.25,643.6057687499999,,
0x5709e07d89c209c34e7eaeb912877369194abbb2,1177.6687713423555,712.4022080128643,,
0xe0cf5801b96737f0c1476db8f73dbd5fbfb3427d,1170.0379018712915,673.4805517216237,,
0xf4097bab69e5688e51c13f1054b49ccf131c5385,1168.3260027526567,672.5249239156067,,
0x52c60e6da29f07469be3ebb8886344a3bcb8e36e,1162.979298059898,596.1645291807819,,
0x84083a69f02ebc0d13b5513caf965cec85152338,1161.1726593798915,652.5327759563808,,
0x4f4a4df4a22baffe2d511aa54503be14fe9337aa,1159.2781774632979,667.3159521387063,,
0x3a3177afb3ae753c82549ea47177034acc4c9cc0,1158.4820624692322,648.7056327500625,,
0xc2943f945e644f8cbf11c25aedd98b0ff74d16af,1151.5686327609196,662.8734873869037,,
0xad9cc7bb5e08834c088a72e73d3c7b7bc5744f12,1149.75,878.528574,,
0x6f17bab274cc78f93c8da46fc0cc423475c26716,1148.6923474337325,625.5877282777875,,
0xd0cfb3ab18d1911630ac4f9c4b3ff30ba38d83ab,1147.14373405426,686.2903389144342,,
0x753ae87497035533fa0e5703591d5674384b086e,1146.5130284508907,662.915958104049,,
0x60595c202c1c25df5141f7901a7f1a4a1a42adb6,1146.26,876.97429637,,
0x888f6c9b4025933becc7bc3f31662b1cf1de1284,1145.7663054773311,672.5189750582995,,
0x76a83a5ebfc0c09b1d45059f9fa5669d3926fe64,1144.9550755589014,659.0732531496637,,
0x1ed1fcf50203e71252639443054e23dcbc99f62e,1144.9144308428542,488.5555961004011,,
0x94066d044d49a202ef34382c8eb286f3d9292f7c,1141.6683004618437,873.4595311194842,,
0x889c003c2006ae7ee7c36ecf4e6dc6d3b84b4938,1138.6201021272275,655.3962853301923,,
0xa6ab0b3c4f152a0a08a5d9dc52b1b38a30a148fc,1138.1447619371654,655.1266014678749,,
0x8af05ee9b0d5201aabddb5273e3bd0a7bcaed442,1137.999216954544,655.0671122630858,,
0xf20f0747f073395596f1b30f3b1013341d2e84f8,1136.8340799831128,620.2075334300312,,
0xff7b2190c645da98a0708294f61888a05327c77d,1134.3837942842972,652.9578421492014,,
0x30c2e5db83d04cb6b9954a621cdd323902328e90,1133.866188947155,665.1329013145789,,
0x504ba0fa55ca58e80a7d8685b0e4c039f57aa53b,1127.8947974938467,649.2499145160177,,
0x53d95bed0a4288c1db2e6b9efffaa6d71a7461a5,1125.9826207364447,648.1158205065353,,
0xef712c60928e5f227ab11045986fe680217ed00c,1125.6948202752612,647.9564186909174,,
0x406d7cf4781f7710e326a9ae1640c684cda05341,1123.1137386724502,560.0455857382143,,
0x1939c1051fc6dc74cc415d433384f758e04f54c2,1121.822041635967,620.5074096912787,,
0x148e59b5f538a9d05484db0f91d41e0edaa4a01b,1121.231875214629,645.0947224896627,,
0x6d79d7d59f3e08595ecdfc43c5b0fc84e710184b,1117.1923148022527,608.5244800815391,,
0xa5674f919496c1c9cb0b5e1011ab642b3321301e,1113.216464358566,623.3586296194295,,
0xa45914c1269df5a6a6d4f7db86ded65028c5df5b,1111.8388644059303,640.0084186345524,,
0x9e96e08dc955ba59112607af8e6fb8218d38bf74,1108.972253631091,639.2271743157588,,
0x7a9979ba73da5ced3227670ad6c83726b794300c,1103.2047230332018,609.5103312640185,,
0x6872dbadea4a78ccc7c5b398011521e86dac526e,1099.9511552509873,633.1675378993547,,
0xbbf979e8f1a716b7febd7b790b9cf37fa172f743,1098.6486059352962,632.4773918885064,,
0xe927e1236344a2ea757b24d06766c2f210fec5fc,1097.25,605.7560582500001,,
0x5e277b87740069aec834365e2742a95420713cc2,1094.2293055468488,612.7265258424716,,
0x9a261829482e3a2e8ce71d62da78f05a5e98230c,1094.0625823213763,595.5828305036518,,
0x989d26faae0770602f380011a66a5ff3cfa51ad5,1089.968328735083,627.392044498359,,
0x0c5f4af739b051a2f65897620e3392a82d238ff3,1087.9845856905395,502.99353413443606,,
0x9d995397d4b5dad1b7953d13c91f97db82622989,1087.5424118336034,640.9419182186172,,
0xdf550300343d23aafd6ac675c0c9a8a08e50bc56,1087,625.5038235,,
0x2397c70bea765b865dde73fbd629995f2f967ba1,1085.5580421943453,624.9073964740551,,
0x428157cfde36cbb7df5668e91ca2516cf810095b,1083.4217451245622,623.6507347277518,,
0xc9a32ff1603fa8afeaef4f8b138c3a53c2a355de,1083.3429692714067,634.1405848921871,,
0x3cd8cfd1316e30512bcaaf73f028cbb664520385,1083.0502823201878,623.4376983478428,,
0xd317dcecc82a7890ccc32c5392389de333c98348,1081.8895934937514,633.715678594431,,
0x5e88720f54c58a624c0bdc6da7d5e0e420f3c2c9,1081.0387125273903,613.2147268742211,,
0xdff406582e5dfe18686e2102e7aa1712554548d7,1079.6571013725982,620.0827602846732,,
0x7832e0608b97fdf60966fd8cf8e0cab91b95b8eb,1078.7654070739275,620.9711898164816,,
0xc588d79793b85c2809c79aad03dfaf7f9e678f5f,1077.0461467252267,612.2679708860404,,
0xd9839dcd3806888ccb86d8c034f3a01e4d1e41e9,1073.201080625472,617.7681890597212,,
0x7514aaa2e41247c4449abf70fe9444f219a97063,1072.5618749999999,600.0397681818749,,
0xac37d4a95bc0ed8b734eaa104cc825e0bd14a1df,1071.2479733044543,613.1398089641688,,
0x71e570b8be2ca33c6037608b5d91da1f71a471ce,1071.1418303752396,616.5826830457548,,
0x4c66731bf7b0bfa4b7cf2c597b2edb6cb724bad3,1071.1281070240896,616.5757488646277,,
0xcc5f655c39578c381e45567e3752479a696b1eef,1070,615.721335,,
0x353f3089ad058e6faa05ea4a404824c6b715ec1b,1068.0006219959887,520.8967627814202,,
0x7e3e7d8105c92e5267e976448c21db6ad3bd3466,1067.9733586690775,614.7316131127922,,
0x08cd011a0ce3f139d586c8a403ea0b2610f1b5ed,1067,676.158967,,
0x7228c0cedf361b9ea84a188872900bb068baf7ec,1066.9178562248176,614.1513681027519,,
0x7c4025aabd9353d5d99b4ee9575cef0d17e6a266,1066.4737970905412,613.8958998857922,,
0xeea9157649edc300c3b7ab703cdc14878a8c3bb3,1066.0825216081723,613.6432364158002,,
0xf1730e28565e5edc93589f247d084570984ec7a8,1065.0745263402487,752.5902889764793,,
0x5161e5836a7d202621fef328932a8232419047b9,1064.2116781418474,612.5944840380854,,
0xc0b53cabc7908c0e5aa5f886db8ea53237f29c1f,1063.930734376827,612.4046552985251,,
0x5888cfec2ed07d4fec9bf671262fc5c571fd30a3,1060.8641764064093,610.6395268778986,,
0x2ca896f796af6847e012b6d91b001b15c36538df,1060.0336260258782,610.18971422252,,
0x56af35a3b8990457688e3c09ed9c22f51353f47a,1059.996704216762,578.0197140303097,,
0x2e8d1f44a882f731724cdd7e00a32c7dde947565,1057.683849706259,608.8362256432997,,
0x6b8e14127d165250c44e80528fab70d933ad43b4,1054.9730624436506,610.2956846594428,,
0x98498ceb95be39ed22cdda11cf8f98315e0699d6,1054.625,612.365329125,,
0x641c005b1993592b0fbf6fecbfb2e7b21f6b90a1,1054.4326324388035,564.8229775402544,,
0x3fed5c0d97796019212b15d2d91234825694392b,1054.365905669978,597.0665141223492,,
0x27fc1889a7af30d14bffb9239cef23ae212d05e6,1053.2057882939062,606.2593397100719,,
0x013cd1c14421b7c2be2ca6da0660f29d0e2a1154,1052.9265757967814,576.8513679752152,,
0x752728e6ef967ab102097aa776e08bf42bcf272c,1052.8990799147746,606.0819610478554,,
0x7d9bf2853499acab51feceb117b1b5768f8fcbd6,1052.8047169874155,612.7418294691023,,
0xe6ef4f35916063eee0de6edb717e86d60391271b,1045.487712244224,601.8185496665109,,
0xb29e3ca63348a5995ea3e620fec0f342e1ea710e,1042.8822389655836,600.315713242513,,
0x14fd652302d91f8b208960725192cad406021909,1042.79984223055,600.5218174870338,,
0x894ecf1dce410fb230911765d2981600426a451d,1041.6617484368207,583.2646102703651,,
0xc4eb64b08a6af0f43dbc5061b875a5375bdf766b,1041.3169032896337,599.4136424404201,,
0xdcaea3add54f599c36065f2812e6807eb09acc7f,1040.5615042854804,608.4538787442843,,
0x4c3458f564743f781b647c07ee5d25b3e1146599,1039.1075395305274,598.1295948880506,,
0x8678a66b33ace628140260e094ee58565592387b,1038.6509403316124,597.8765827090417,,
0x3e344f2e1b2ca3cb29394f5e885b657665c2dc55,1037.6245820558004,597.2925358468233,,
0x47e1ab050f3ac90f0cb8fdc46dbc6ae3e114342c,1037.530680809932,597.2343921634999,,
0xe6475e41ea7976cd9c5ec4954c2916060ba6f221,1035.8273153756868,596.2538282693512,,
0x4db453090b998b5cd57f17ee7c917c00a24ef5c9,1035.1817046949775,595.8824155648947,,
0x357df1122a96a8c607b02a6d55a46318cd5d8db4,1031.3213778293089,593.6443449856272,,
0xee6427934b4182b2974c80aeaac265a55489c70d,1030.8814183724216,593.1048631760128,,
0x43bf7b295763d3c4db93286a4238de3e04f0326b,1030.2542747368032,593.0466611198875,,
0xa245a15bb5667cfbe29b5b689a18e7b4f6370b71,1022.2804484088474,588.4558974119766,,
0x10e1854627f68b0594af254b528c408dbde79433,1017.441234123626,559.4225365919993,,
0x70256b5c055aa0058a94c11cc08c0312ad8db3d1,1017.4405660356947,588.3465307028221,,
0xa1b3232492bdaf3a57733d828349b6683ff3e80c,1014.8065498889171,575.8629662207602,,
0x0f58e06a9754bc17f646ae56b6e82f49fefb411f,1014.6229217392881,584.0773286659801,,
0x13e704892aba44ba2492ab21eeabe42960fb0108,1013.6508981154519,627.7822178488013,,
0x9b9355425931ef731567b1eddbfb787ebd3de90c,1013.2500757328124,566.8580570729163,,
0x46b8cfa38c4fc90567e6bc65d820b5fccde067ae,1012.3856877424078,622.6712565577914,,
0xe3c1251dfa4083fdbea85f824318dfeb2832d57a,1012.3525911160687,593.6916771537723,,
0x346484bcbb78548ef70a4828eb54e6df01a8d888,1001.3907587088888,634.5823251845815,,
0x741c5a4b13a1c7383fdf3ea7370e9d42bfee9a10,1000.4510000000005,575.7000236655,,
0x95a9f2300f0a7904de57e9d045348a55fa785b4a,1000,575.4404999999999,,
0x41a6e1bb0ede7ac466ad361213cfca27d1726a84,1000,575.4404999999999,,
0x74e61d9275adaa12bbfd9da56e24d828b5815c6c,998.8852091769578,543.2065678780612,,
0x3a9d2eddf19cb4bae149eb41c3b3f62447b67ba6,997.8096363141043,583.1278702129018,,
0x5464d19f5561e7888ea0cc043715f4356d52d4cf,997.2325529678678,574.0384594255916,,
0xaafad4206fc7ab7fe37d89c5a8f10bd8cb65f33e,995.7570446529517,573.163487046879,,
0x8e632e4f044ad33a2ab2eca14fd5e1b68b875a1f,992.5900347049271,571.3659437064815,,
0xc42caa88b47bcdb2ce271546a9795993c982b674,991.9678392039247,571.0026759822775,,
0x5b569ba1f843da4abcebe99e610631d84001da05,987.5920563418737,577.8988268862406,,
0x71f86d39055742e539c12ce56415cf71ba46ce3f,987.1777928440564,568.201661057984,,
0x47ef1bab90ad1588676c6316b835d3b10975f118,985.9116382904622,646.4608576685899,,
0x554e204a19262bc57b31a50ce4e747ec445bb789,985.8976708142783,536.9268868781736,,
0x99505d3cd5807713e35f0f7fd80a014f09268628,984.6887069530308,571.7657221094663,,
0x2fd1fce84be9a10bd8ac24c9ba75dc87572d3bbe,984.0051706889071,559.8750558237368,,
0x3f7d5b0eadfe3494a5e5c935cac7d7df50a59869,982.7704209437022,565.6883116814329,,
0xdcbf5c489f6ab0cbd558470fc07f2bb471e037a3,981.9446858441294,565.2340283696236,,
0x4c531c744a25f88b60cd255fea894b012b2a7395,981.389368090814,564.8933697091835,,
0xfe29d0e3893a8a91a331fe89d1572d38a312b2d0,980.4692040117438,502.4561506338783,,
0x62cdba735ce0512de803d29e40e332054ac0da7b,980.0488233955655,558.8758454240542,,
0x8fd1dcf041cd8a35bcf0bccd3bed520536e08e11,976.4317683182995,562.0397467413567,,
0x2601d0bcd5a0dfa56bd7ead8b6103ee1b75c154c,975.1220275928997,532.086640076875,,
0x27e5bcd6b49833bf7b01474a32d6c05e4ca64cbd,974.0280437916708,560.6561490666219,,
0x2b335e1b19442af937e7274f4d66397ec01b10c8,971.7101020006393,560.0096286364433,,
0xadc8b7634b4894ea69d81fa9b3fae4c16e3f5a3a,968.9289866298085,557.7380135978959,,
0x70010e10a435b0643f307b780a45e8fbf6f6be4a,968.3987343679677,544.6224692263415,,
0x46e94888171f0fb985efbdd2f8b82ffa7e47b21f,968.21332329295,570.3880237384029,,
0x284dc924994993ecf0469352f7a4dae26050fa43,966.0182041767944,647.5632507632743,,
0xade62b55b2b625098bb48483d5ed819997a780a1,964.0916789401798,535.0196871861355,,
0xeecc3cf6e1ef0e2be03e30c25d2d8161d01f7dab,958.2684430604828,539.175153108572,,
0xa8efa664d3784590fdcba49083985e1a0167ac4c,956.6743886134678,607.9226187999103,,
0x7078a0f7ae092649915e44e72b9d708e0a6043dd,951.4544235641916,525.8372342379303,,
0xfb5a58dc354e2a95e4468ef297695da101ab9e0c,950.6475347349115,556.398830606869,,
0x7985185a66d8a2485ca851f76afa168eecc973ef,948.6879990657187,546.0848508139968,,
0xe298081ebc2405fcc37e85dbf8d91a74535c0009,948.402287063797,545.905815977608,,
0xf71b629b403f80d0ad953d44a3e9f37a20b6b771,947.7508297201894,477.6551843386399,,
0xf73b7cf650e6ebd1da9deb95694832ef3fafa2f2,947.3921684238114,536.0440069352659,,
0x9213aab26b9bc67d6b733615444907a603a4a729,947.1271689383467,545.1952444838757,,
0x70c6059c24d08a89cce4cbe0107881931807ec09,945.5830735555119,544.2969992809078,,
0x0c45a717da48cd18d5ec3ad7e022de8fd5a6b5d1,944.8294453474216,584.1352255437636,,
0x713c3dadc6e8082042031afab280dd97c41a02de,944.7098868740555,544.5683817974087,,
0x6dc331a477769c276ef985751637e53e84f7f8d3,942.5200753707212,545.5005640108706,,
0xaf53ae06daa527497f73e75d581bc3e722927066,942.3794103904504,605.8031969321885,,
0x00672d04af04b82a039437c846962e11b28b4dd4,941.3301576696165,575.177450530162,,
0x862568c7f193c5646c2a30b754080462c55c05f1,939.0677917430394,718.4566319952135,,
0x22653f321477928d127591fad3845e49545f817a,937.4375,718.1193096874999,,
0xdf0b1d02bc85ddc6f6c1e57370b8bbbd22a948d6,934.8177575552613,532.253072570153,,
0x4c3a8c992ad4db51a714c8d71abaa36c35abb5b1,930,535.1596649999999,,
0x451eb79d89a79bdbfe9cb906904b404d39b43306,929.08,534.63025974,,
0xba3c11846918cb9c432db88311ee1093af653f9b,928.3443619380165,534.4246653546664,,
0x87a1343d379b152fe933ea917b71e6ef64b5171f,928.1319702138759,539.2512238317697,,
0x34d29e1d425a94b7d75b229abe63f8285282eb86,928.0631663523243,531.1054849983544,,
0xfb06c514dca74bf109aca7d66db5bfd29228f80b,927.01211842356,533.6174504917941,,
0x9e6607b3515e41e5ac97bb504f13c5732661aeab,926.3606152390624,529.5686027967923,,
0x94bfdcfbcc2937e5ea5ad2167112314796719678,925.6515747263061,502.3085115348471,,
0x371894aa60524a0da45ae54a65a192e68e14e06a,924.3337156511504,532.0637121415158,,
0x916e6e4274bc6b3f7b72f55508603ddd6bbbf9a2,917.2378887313112,701.7538951079271,,
0xd30eb024ff1f1d84281364a89343e71eb637b049,914.625,498.334752375,,
0xfc1d66485b14da767b9d150c2fdc2ebcbcdc3b7a,914.2389256611502,526.2645988930319,,
0xd8746ad90a76107830774745d3e6c6eb27144a5e,913.8592503584703,505.4773385968769,,
0x7ffe9396af560f4170f4353e32cc5ddf65935ae1,912.875387924409,525.4787674522445,,
0xf2c308593c52d77a62b475f8f243771728b039bd,912.8317835565049,497.1401523767003,,
0xf8af128118a7e8cda5817d8b932f2d53652c7121,912.3002131432721,518.9827497781417,,
0x0d372823896e377534b2f0067535c63a02a62731,911.7297745251162,534.8243746170327,,
0xae9f79d2932fde0122ff2195a21e3ca177b3a258,911.5866990468353,524.7456241120979,,
0x2631c38ad984a320ee2131048d97ea26d9cf041c,910.048249850993,523.8524082402902,,
0xf1fa5da7ac853ac2f3e471d71dc57f6bf910a4f5,904.6690027925627,500.39477683269814,,
0xbeabfbb65f0353a3f012b598e8a94dd9a196c153,903.6060436677031,517.2534128914629,,
0xe06f7b642a49fbd036e23f629a860b4ca6ca4e10,898.8313671345963,517.4191168994627,,
0x3a3d3c32a0d7c3731fd830e0f611a1b654c3e4a4,897.8397660078109,516.8744132296754,,
0x11489ae0761343c3b03c630a63b00fa025bc4eea,896.9550306413279,516.0274992137181,,
0x3699dc77211e6f9cc58a09d2ba4a7908a474cf6b,895.9979999999997,515.5935371190001,,
0x78505fd6f4401de6f88bbd09724360553833efe5,895.0172497784374,519.6894941169849,,
0x04f2a1627ea9386f49c272dac9c200b366ef0236,894.0741958656355,468.0215266757202,,
0xb2fc6b6b988cd3132d846ba889b4b1cb01ad413f,893.3507179284893,628.2658141668537,,
0x50c1b68d0cd9340303f8aa2209f5618dffe1b9bf,891.6038941383373,550.5112569874533,,
0xaeff860a68859b84847bc144825f76bb7ee43b29,889.9242806227714,506.2595367787652,,
0xf8500526d7be8602db8a96cbb7d2d853558f086d,888.7301946289199,511.58116620895663,,
0x765e447b0b2285745d23c9a7607c613af17b02e5,882.8202213262132,549.1929412575114,,
0x692f799cab17827e5d5592f57e879ae3b6df7abd,882.6526086546585,480.6389132384661,,
0xcf5cb2b3bc7571774d7e19d9506b9c3102577f05,882.5429501901259,513.0690031904303,,
0x7c1cd0049a89abb6c94738f1ee6012726704dd9a,882.2505382495315,516.4300579005669,,
0x070a4cc5fbf162ea7c0804b909900aae9ed7c499,881.4398388188572,501.42753751994303,,
0x43399c629588684f69164557460979545ce71fe6,880.6376738415605,506.90932625316805,,
0x6cacd53676048d8ee617b8939c224deae8dc2a57,879.1177070088734,506.0486471724491,,
0x96e574c55d3012a289b348d1b68c4b594350bab1,878.9140360016155,479.5482105513958,,
