Address,Average Total stCELO,Average Total stCELO in USD,Contract
0x64d2a545d7f0d4c0ba041cad6034b24c27b48b3c,86.37831302938753,49.70557963878727,""
0x44ccf8c72a87ec0b82423ac9cc8287f95833057e,84.69780746915032,51.55104650860258,""
0xe37f6e92e995223ba1cb4725898adc590f86f7da,84.01134821880581,40.18640836372467,""
0x60a0a52680600f23f846d7e319610f1bd614645f,83.14924742240721,47.84744451137373,""
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,82.51202805098855,63.127848605096034,""
0x887aceb13a7ae7748dd159267997c41e6f4025ec,80.21833836210185,45.39747623437259,""
0x1427d79f8f00080debedf2e43f349108906cc3a0,79.49175573694856,46.15668618189462,""
0xbabcc67de97309afd42ce4d3a17bb31ae4422b5b,79.47345581437693,46.146060378307055,""
0x22f0751a8250d5b216689eb16540753a935c7285,79.36073285896207,46.08060808038829,""
0x775ad94f8927d6069f4ace199de407c4434a07c8,75.89982768255793,41.35413074592612,""
0xca8e8b7e78be17b3542a9379d42a81b7ce8733c3,75.53995146093196,57.2086714399076,""
0x587657ca5064a7e364503b7a3d2f549fe3820225,75.09886745396923,43.2149298371458,""
0xa243d6382fc0aec080908be2371efe49dca3da10,74.24995050786866,44.84624616973522,""
0x3242e92b36dedd95719c3e39ed564fee69c5ef72,74.06032171488336,40.819726528244466,""
0xa43601eb85b50295cf2a2b44554f6c16e2549ad5,73.51398556168529,34.71038792746718,""
0x660b4ac6c45d8d710d14735b005835754bbbafb8,73.02176543531426,37.85198781136003,""
0x7bfdd645f2ef2e8deb06c8057f00aa3347ef9c63,72.4602122102662,45.9181089378579,""
0x54a2630557f6a9f3fe6ffb33e2c5c5b8e6cd6245,72.03059916073649,41.81963682197596,""
