Address,Average Total cStables in USD,Average cUSD in USD,Average cEUR in USD,Average cREAL in USD,Average cUSD Balance,Average cEUR Balance,Average cREAL Balance
0x1d658605710644b243ab3be33b83d00eafa2fd5e,61822.830442378785,61822.830442378785,0,0,62121.1614892557,0,0
0x1e593f1fe7b61c53874b54ec0c59fd0d5eb8621e,60890.12915154533,60890.12915154533,0,0,61205.85498868909,0,0
0x9ef2923c36c8b24a1c86851ec686d6dcbaeb2467,60246.1725685348,60246.1725685348,0,0,60498.9975185501,0,0
0xaaa6d28f04c9efdb39f77497cefeaf0b36cd9217,60078.46865703147,60078.46865703147,0,0,60382.949680796904,0,0
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,59153.515168346436,38807.881137810975,2734.613031681151,17611.02099885431,38926.178920092105,2551.3975885866876,89201.06934816604
0xd1ba36fc49e1fecd8794339dc00f4050095f2ea9,59079.01804639504,59079.01804639504,0,0,59778.74822056617,0,0
0x2478709280e8539da2527534f74f46ce053ae093,58242.431057738984,58242.431057738984,0,0,58449.432477551316,0,0
0xea3fb6e3313a2a90757e4ca3d6749efd0107b0b6,58138.824670290844,58138.824670290844,0,0,58510.277203183476,0,0
0xa3a3648c7587f41a1278756e00dd05df1c8cb1d2,56772.53614449848,56772.53614449848,0,0,57093.15279528329,0,0
0xe971f568c6cfb436c88ea943e5dde716d89a3b21,55160.386684006015,3605.4199483857606,46755.50561715193,4799.461118468332,3616.938385739353,43968.24498304389,23761.11703230196
0xe1c9e12d71caafdbd9912773f5a207a2179bd8b6,54668.480213212424,54668.480213212424,0,0,55030.73153146472,0,0
0x69d174b5934ea2e20b0a31dd848c79ae5300a095,54156.878365463264,54156.878365463264,0,0,54605.042133983836,0,0
0x1cd7daa66a24d672d2241ca897730bee4a55ba42,54009.2218411022,28189.384900866356,25819.836940235833,0,28436.516936683343,24308.53,0
0xda2069f47d252121c2288301d6ef50b87220a693,52906.04717106846,52906.04717106846,0,0,53067.17575822675,0,0
0x079e7a44f42e9cd2442c3b9536244be634e8f888,51011.71956382127,51011.71956382127,0,0,51247.63892033554,0,0
0xdb79ac912b73edfcf8a008603b7daea2dca842ed,50255.10139700646,3258.079108834889,46997.022288171574,0,3289.7055152319504,44195.36399328056,0
0x07eeb63b2fcebb865165abbdb0fbc0f2fd0d9926,50012.171595916465,50012.171595916465,0,0,50333.325924786615,0,0
0x29b22526e641cd489375288c62a59093ba4e8963,49769.26692761702,49769.26692761702,0,0,49974.62780857103,0,0
0x45d8175279d9cb398f1666c14476c7a41d6c46dc,49744.81290286876,22615.72912891857,25899.454319984212,1229.6294539659916,22680.58397723404,24738.85114567402,6197.9643490197295
0x93887e0fa9f6c375b2765a6fe885593f16f077f9,49717.36955664702,49717.36955664702,0,0,49981.04635517625,0,0
0xe81ef36fcb902b5784994bf301ad6b47749c3892,49017.36157066412,382.7751168708367,48549.501185800786,85.08526799249786,384.6222814961936,45655.2941469805,429.0388315217618
0x36857bffc2b4c2860c305215c6741b7da4e8b883,48976.29224308324,48976.29224308324,0,0,49117.63634534477,0,0
0x5d7083a4124fb2979c4505cd75ae606d5a4435d3,47355.702197533705,47355.702197533705,0,0,47491.566689286476,0,0
0xc5aede76095c8c086684e97a0af01e88a84fda0b,45843.138893005125,45843.138893005125,0,0,46075.47447303542,0,0
0xb5bbea2325a8f5a0130a1aaa372ba768f1c62c43,44501.25117025723,44501.25117025723,0,0,44726.77190031611,0,0
0xbe55435bda8f0a2a20d2ce98cc21b0af5bfb7c83,43666.40846964041,0,43666.40846964041,0,0,41222.58892758253,0
0xfd5749e02238666fb9479b719f878a1172f2cdb6,43247.704226025,43247.704226025,0,0,43376.315,0,0
0x7088fc3f9defaf866ca2f67e87521822f1fa45b5,42797.21337142401,42797.21337142401,0,0,43026.73355183495,0,0
0xf4fa51472ca8d72af678975d9f8795a504e7ada5,42368.439563621774,41858.09167063492,504.57520553949325,5.772687447367088,42070.551594066405,474.6523575635983,29.551929222316158
0x7ad099d11523d4557da015c720e01565014fb713,41008.90282436666,41008.90282436666,0,0,41226.525,0,0
0x6f634f531ed0043b94527f68ec7861b4b1ab110d,40935.00567022056,40935.00567022056,0,0,41164.90373511246,0,0
0x6ae867289450e847292a8b2a81bfa582e2c1f27d,40916.1510742376,40916.1510742376,0,0,40960.9263,0,0
0xf3f65dfe0c8c8f2986da0fec159abe6fd4e700b4,40400.02641514209,40400.02641514209,0,0,40635.73944527046,0,0
0x5472895f8de2424aae41cfeba18d39145fa8e685,39897.70561203002,39897.70561203002,0,0,40045.14587836962,0,0
0xa5037661989789d0310ac2b796fa78f1b01f195d,39798.057731490335,39798.057731490335,0,0,40058.150076351194,0,0
0x5237eb109c66125c63907b91ac1473df8a4768b6,39563.934358573555,0,0,39563.934358573555,0,0,199499.45000000185
0x420eb07d9894566a68841e13968b54eddbd74d1c,39434.82932101259,39434.82932101259,0,0,39624.112355816695,0,0
0x0cf12d66fbac6b270a51a90899aa14fa95a185af,38813.87993496272,38813.87993496272,0,0,39190.649037143565,0,0
0x7810c063954727ff60a5b4227e54cf339d27d756,38803.342500000006,38803.342500000006,0,0,39000,0,0
0x8348b82948ac2fdcf73d972e186a1c6abb3392bb,38018.46284823084,38018.46284823084,0,0,38211.14253446086,0,0
0x12b73856075fcfd404a66d174adf2bc86f538347,37519.41347164572,37519.41347164572,0,0,37645.64766460986,0,0
0xdc55d1fd1c04e005051a40bd59c5f95623257bc5,37081.45136125177,37081.45136125177,0,0,37193.784352144394,0,0
0xdc81e2ec0f63e08a6d246ab1d55f84e0d7bda862,36908.315860506766,36908.315860506766,0,0,37029.27197742101,0,0
0x97ba7f0ffd7e17ffea897a0a3e07e3bf37fbf487,36865.30193417548,36865.30193417548,0,0,37052.13861639836,0,0
0xd6821faa243cf1afaf04dd855e5cc59edfcdc734,36659.85472040103,36659.85472040103,0,0,36838.74644255722,0,0
0xbfa290a08331f73f64a4ab1f298d5b8e3323099e,36623.426977833326,36623.426977833326,0,0,36875.275,0,0
0x64b6399dca42582c17f579206e6405924dbf60eb,36612.63144810557,36612.63144810557,0,0,36823.88218398509,0,0
0xf775a1c012ea91b93128a4b705fa71dcae7e979f,34713.09586070888,0,34713.09586070888,0,0,32643.725755446285,0
0xd334c118a49565538dc4b97ad637947507b1a45c,34414.4737793675,34414.4737793675,0,0,34875.58083333333,0,0
0x9be5da31c7a42d7e045189ac1822d1fa5838e635,32949.674573296856,32949.674573296856,0,0,33063.82048987722,0,0
0x3066505c7d215161b4a8377818bad04f33bca6f7,32619.90330043709,32619.90330043709,0,0,32795.831169092,0,0
0x51514b3dc24afc1db95586242b99f0063bea17c5,32160.29582432624,32160.29582432624,0,0,32249.22072158111,0,0
0x46c5cfc2079309f4e7d9476a01730a60e2f1a164,32159.815883011262,32159.815883011262,0,0,32355.71649548995,0,0
0xafadc4302f07e9460eb4c31ec741c0f3e308ff3a,31203.43714484635,31203.43714484635,0,0,31400.060975944725,0,0
0x3a469fc66fc96d8d7e2495784e58a89502a99154,30911.524078494764,30911.524078494764,0,0,31037.010549554165,0,0
0xbceded13006d981822f07db160d703157deb112d,30283.78469235565,30283.78469235565,0,0,30369.473850016468,0,0
0xfa0de571e0ebd75c43f08442b4779f9a91686b4c,29298.84558943767,9120.904601437673,20177.940988,0,9191.511600283333,19224.666666666668,0
0x8bd706f8bc536b653bd4adfbd033a5906e5ea51f,29263.637245474998,29263.637245474998,0,0,29672.263333333325,0,0
0x661dfc40cce85b08f62a59bdeedfc6f0e35ea5a8,29111.36130788333,29111.36130788333,0,0,29365.73999999999,0,0
0x40b3c993a4acaf3f3e42009982f1193e82568631,26508.982449166666,26508.982449166666,0,0,26666.833333333332,0,0
0x1c4e483b6d83937c91e6574ae559363b21c0e4e7,26219.49481552689,19740.569432193555,6478.925383333335,0,19854.058224487937,6100,0
0x4d0ab177f4e9e0750e3491d18d0aad92474e22dd,26086.795330087876,26086.795330087876,0,0,26455.138237200405,0,0
0x2e6fb6b3c8184c0c0024c6059718c59f0c67beb0,26063.080078531708,26063.080078531708,0,0,26235.40923806977,0,0
0xab9952041329fda60288d17116b8cb959c920713,26058.973562083334,26058.973562083334,0,0,26151.833333333332,0,0
0x9871a7f7eda940aaa5313347ea84ec667dd6ec46,26012.94010940789,26012.94010940789,0,0,26146.905028759113,0,0
0x6d6db016885dbd3c58aeb1b82a50bd96d597bc62,25816.636239365722,25816.636239365722,0,0,25947.476389057538,0,0
0x69ef304b255449855ecae5466d721d45387ad2d5,25444.009013021438,25444.009013021438,0,0,25507.775368344766,0,0
0xc574bc344bb8d38aa08553f1b24d7cab8c9818b2,25210.624008325005,25210.624008325005,0,0,25321.17666666667,0,0
0x1662a383d9dfbf6f198a3b2b003d0b5638ed7095,24873.938404553206,24873.938404553206,0,0,25000.000909137536,0,0
0x8db03959b359e756468fa75e747771810b4fc4e6,24791.856850574248,24791.856850574248,0,0,24870.471306247473,0,0
0x9906589ea8fd27504974b7e8201df5bbde986b03,24340.97828700564,24340.97828700564,0,0,24560.353416692928,0,0
0xd3cce1ec5a3981b27bd998f33a7eafdd27ad2df4,24337.0279477,24337.0279477,0,0,24625.274999999998,0,0
0xfaf4c940351e5f68f582190d443a61374aab984e,24169.167557040866,24169.167557040866,0,0,24293.703241991196,0,0
0x809e84e36538731c2c47fea6f071f601bc1042f5,23986.318261160835,23986.318261160835,0,0,24325.701,0,0
0x95b9b9ffa3293eb88548ba105150d34b37985df4,23882.32581069128,6744.8403336992915,2166.246830235193,14971.238646756794,6774.996997262493,2072.328488663276,78885.7240534412
0xb208b4eb80b9536ceffee2b6297efccb3d28a683,23631.169290753925,23631.169290753925,0,0,23804.249992449022,0,0
0x7f92b3688cb8c69b14d4d7b14471406a3e699b06,23295.853345026884,0,23295.853345026884,0,0,21907.1053439203,0
0x69a63e9044b4c43be465e6caa16e35c2a74ba932,22909.729139166677,22909.729139166677,0,0,23061.20833333334,0,0
0xb89a23a4b71d6bbb6ded588b2f0e81b847755e45,22835.64743966486,315.2665795552185,22520.380860109643,0,316.8643681315217,21177.861509544076,0
0xf23102909b67e197b8376f99cfc8207ededdb3d6,22802.105841563756,22802.105841563756,0,0,22924.999520961177,0,0
0x0e6a17932a267488ed8c1d1257a52fbdeea3387b,22691.41096462207,149.6491776702091,0,22541.76178695186,150.745246356467,0,114128.75833333335
0x15689276dc6e7d2702f7e1900c42f885284ffc46,22369.06315646073,22369.06315646073,0,0,22459.84223003103,0,0
0x84c30948e42cb1c35177e703f1ddff6b91bbd8cd,22324.282380168603,22324.282380168603,0,0,22529.464145120368,0,0
0x7e8603a3bf17bf5293d4baef067fc6b5c2b7fa5b,22100.5321173757,20382.039348597817,1718.4927687778843,0,20506.177125847953,1609.3533113495503,0
0x726dccc7a2842cc2a4addf5349e9a206fef9b69a,21787.514977930874,21787.514977930874,0,0,21897.935316765655,0,0
0x96293ce7cec8a56bd1b1af070a7cc83e8d3ba7aa,21731.74824191773,21731.74824191773,0,0,21797.42738572452,0,0
0xe7518c7ea87d7e9ae3d81677b12e8e095c5205c2,21543.905336996784,309.31345384172795,21149.508175629093,85.08370752596555,310.7870765002908,19888.71138195584,429.0309629358898
0xdc249e6beb254326c68363bf5b6f4fc32e91f57b,21416.667053585985,21416.667053585985,0,0,21469.9498054714,0,0
0xe87fa0bfe3258b648fecb048c5920395125efc27,21085.709401888293,19890.499662326747,862.6079876801892,332.601751881359,19973.90487786711,819.0439895706533,1721.6773360708878
0xd645e14fbe1327c17d54a02470041d714cf47c93,20879.14055532924,15251.21948592797,5356.012022079551,271.90904732171924,15357.649508450131,5096.562247034264,1376.5659245095887
0x8c9c63f123523260061458638ab5983462f2d265,20436.520642873973,0,109.42009016913892,20327.10055270483,0,101.94134675861714,101096.72226474194
0x0f088580928c0cd2e68c77498c52fc296a2f8c85,20418.542032787485,20418.542032787485,0,0,20508.357198646398,0,0
0x63c1914bf00a9b395a2bf89aada55a5615a3656e,20355.9702441828,20355.9702441828,0,0,20504.77380930082,0,0
0x78faecd5e33141b47b99a075aad83f885431e297,20241.03853367065,20241.03853367065,0,0,20352.61762095222,0,0
0x99300109cd3bccc0ee1c535b9bb0b5f4a6a2adb4,20145.260728306897,20145.260728306897,0,0,20227.020182705408,0,0
0x850197dd5a4865324291d7b5745622a8cd732bcb,19943.574708189983,19943.574708189983,0,0,20046.27183259498,0,0
0xce9087115f816b89548a787bbbf221ebf326460a,19899.239546175,19899.239546175,0,0,20000.09,0,0
0xd48a2447480f62633f7f06114dcb594898f87bb4,19789.107892170807,19789.107892170807,0,0,19950.38279662214,0,0
0x3420720e561f3082f1e514a4545f0f2e0c955a5d,19726.943857393675,19726.943857393675,0,0,19782.857734974303,0,0
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,19457.60623723773,19457.60623723773,0,0,19524.072931561324,0,0
0xaf7ee5ba02dc9879d24cb16597cd854e13f3ada8,19334.308502507203,0,19334.308502507203,0,0,18236.992181794438,0
0xb74b966f442b2346d9b6835e320ac4673fecdd90,19286.59895187708,19286.59895187708,0,0,19337.107285829406,0,0
0x29097ea3bd539638746c0aeac679912afb3b027e,19076.307003720973,19076.307003720973,0,0,19261.48207703911,0,0
0x2ef175d36dd66d5d6f89f812d0ceafd88606c067,19068.167727430427,19068.167727430427,0,0,19147.803672000213,0,0
0x156365f6f3f7cba66a5a93ed72d34c6e91d7e128,18894.227079427965,18894.227079427965,0,0,19104.523105421522,0,0
0x67449e82a0d354d34e6b7487a968eb3e15cd47b9,18728.427617915306,9328.749620074546,0,9399.67799784076,9385.741460899486,0,47844.062794261496
0x4d28f1e93354fcf52d3d203741f86410b89702c9,18511.27972507718,18511.27972507718,0,0,18648.245258400686,0,0
0x78919b3eee62360c80a635280fe124f295d8d028,18499.001890833333,18499.001890833333,0,0,18552.916666666668,0,0
0x580f313eb1b5081519ae04f13cc1d5398d480eca,17383.133506749462,17383.133506749462,0,0,17491.370204198127,0,0
0x5491e527cd152e1553ddecd49f9784ca889f3fe2,17215.73105244117,17215.73105244117,0,0,17421.13312078608,0,0
0x843809614e958ac8a4bc18b3d9d9a46468b51eef,17096.615619548204,10074.968645695311,7021.646973852894,0,10103.376788117252,6479.407853260181,0
0x62cfa295864cff683cde9b47d4bacc77b885ddb7,17048.328591067995,17048.328591067995,0,0,17166.149181746565,0,0
0x4752c15554f9e3c6326192a9d3d8455ad0d378a4,17046.838705644226,17046.838705644226,0,0,17132.65152676995,0,0
0xcabe1d77ec810e2a03720162749b2671621ff49c,16863.114910164368,16863.114910164368,0,0,16908.451199824223,0,0
0xd6540d03326f37ba83af83a74911e094151ef094,16622.22544275,16622.22544275,0,0,16666.5,0,0
0xf2917972e9c7d2474ad566e9b98844732fd6a710,16508.346802164655,16508.346802164655,0,0,16569.40196438025,0,0
0xa86059823717fe4cc998699044b66be2e4dc67c5,16468.49590866368,16468.49590866368,0,0,16703.61712749765,0,0
0xb9a0299b0ca886f20099c9a562c61b95e38e07f5,16438.271401158334,16438.271401158334,0,0,16706.358333333334,0,0
0xb048b49011f971b7c9e6bae8c8d1cbc26d5d2941,16425.088024634842,16425.088024634842,0,0,16469.825728123084,0,0
0x2fc376998c1e647976825ea82b2741e948817a93,16370.333084291138,16370.333084291138,0,0,16437.36238535662,0,0
0x4f22bd7ce44b0e0b2681a28e300a7285319de3a0,16321.945741159068,16321.945741159068,0,0,16404.66627082973,0,0
0x4beb227df24f7a0c96cbd7fa6de6f5782a794e5b,16150.354377531496,16150.354377531496,0,0,16232.20527261868,0,0
0x76bde4463501a135e29ded69437a42bda3990d31,16107.3531806587,8071.6798096703715,8035.673370988326,0,8113.362559496331,7556.864750159853,0
0x2558e6b25b536d4beecf2fa55776d5347fd868f5,16071.985833333338,16071.985833333338,0,0,16166.666666666666,0,0
0x1a4770c0d25d31663205aba58344c45ad67db910,15896.962198277302,15896.962198277302,0,0,15979.716167049655,0,0
0xa364ede5590b46e618527d7535506743d978bbf2,15874.172082845844,15874.172082845844,0,0,15969.90670097208,0,0
0xc7b145ad8f3ad68587efca54024f342de825ad9d,15833.845002600001,15833.845002600001,0,0,15833.433333333334,0,0
0x18c9bc862caffd07510ff77f8eaa0c1ec4878f21,15790.778333333334,15790.778333333334,0,0,15833.333333333334,0,0
0xaa18b19857cac9b734661d6670877ff6435ba19b,15754.55652631147,15754.55652631147,0,0,15889.825277047572,0,0
0x0f497a790429685a3cfd43b841865ee185378ff0,15672.691496235726,15672.691496235726,0,0,15738.399363420582,0,0
0x75ce9d9c53f08b96d88f8fd6494d0b664be16878,15580.072887684086,15580.072887684086,0,0,15640.57254162657,0,0
0xe516bdce8fab982f3db2a32101b4ace78eaf7a04,15577.92332564229,15577.92332564229,0,0,15760.950381482346,0,0
0x48f337122419201a93cd5d834029f2fdbbfd0ed7,15389.91007846663,15389.91007846663,0,0,15586.616951126822,0,0
0xc9d09ba972b4eb6bb7347f2229fb6d50434ffca6,15279.419008333332,15279.419008333332,0,0,15325,0,0
0xfdbdc0c0083f8cd8ed042500533293f10ce31d04,15264.763539488764,15264.763539488764,0,0,15319.227591978131,0,0
0x11f5f007d8262216f95304fd17525fb6303dfd71,15246.413577551895,15246.413577551895,0,0,15287.970212285907,0,0
0xfc0f6ccb80dfb6865c025501fbd2c9d02126953f,15203.90409434538,0,15203.90409434538,0,0,15004.168601916666,0
0xdab00a27b802f57bb4196838b308a0cc338eac7d,14958.424498209357,14958.424498209357,0,0,15000.749947561397,0,0
0xbc6c0f970dd00eff12d4b07d6aaef97a382ec3ab,14576.987874999999,14576.987874999999,0,0,14616.666666666666,0,0
0xdbf27fd2a702cc02ac7acf0aea376db780d53247,14492.680121864498,14492.680121864498,0,0,14566.152318699302,0,0
0xadd7c542667728e6b91dc091a6def2489f2de35c,14411.978437225896,14411.978437225896,0,0,14508.644844638067,0,0
0x4c9c42dcc8062528d87266be769bc21d9a26bdcc,14321.26666510178,14321.26666510178,0,0,14417.382676886948,0,0
0xb58da472fd4ba76696dbf8ba3cc23580c26093da,14058.09367961078,14058.09367961078,0,0,14247.198257386437,0,0
