SAFE Address,Beneficiary,Allocation
0x075708559cc7898ccd481d1378670eb1d1832675,0x5d36a202687fD6Bd0f670545334bF0B4827Cc1E2,255.42539088419494
0x075708559cc7898ccd481d1378670eb1d1832675,0x1F9E7984eDdb135ab6D6f354E229970bB332dCC4,255.42539088419494
0x0766859d6a7ac466ab8dfb7d7a20c519c1357a9c,0xAcD59e854adf632d2322404198624F757C868C97,267.53889936763886
0x0766859d6a7ac466ab8dfb7d7a20c519c1357a9c,0x0678DadC1495374f7906b2661954078C5559B609,267.53889936763886
0x0766859d6a7ac466ab8dfb7d7a20c519c1357a9c,0x127d90825802438502648e3913DC157E13A58b8B,267.53889936763886
0x08b9d4f37642f196622ed51fc66cef3700260284,0x6597503e65809824162a62016798D3A22f5A7636,631.1902550446596
0x08b9d4f37642f196622ed51fc66cef3700260284,0x77B8861c4b16a73D3689a7412aE910E9cc4090EB,631.1902550446596
0x0be18679597f171c0d1969a79cf7eefd3df6f002,0x7c52D1870423A266f6b0626fBC20EcA148D0300B,590.7443941160392
0x0be18679597f171c0d1969a79cf7eefd3df6f002,0x476E2651BF97dE8a26e4A05a9c8e00A6EFa1390c,590.7443941160392
0x0be18679597f171c0d1969a79cf7eefd3df6f002,0x08cA7278A60907ddfAE6f663f4cd3445fED9cB66,590.7443941160392
0x0cf12d66fbac6b270a51a90899aa14fa95a185af,0xfa0931cA542AbC49eae55b02235e0941E423597C,1585.3254767980907
0x0cf12d66fbac6b270a51a90899aa14fa95a185af,0xdBef374FDf8d735e7589A9A9E2c5a091eB2dBE57,1585.3254767980907
0x0cf12d66fbac6b270a51a90899aa14fa95a185af,0xEA371C8afa9b2318492596b2845d29d7c4aFF096,1585.3254767980907
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,0x841dEec760b92BF9819ac249F04Fc9118ce73ede,2052.933892523429
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,0x587Aa2b85E4b31853FE6D7C932DA59Eb48e2899d,2052.933892523429
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,0x71Ee5375De9C655960986c0eb296a7e5A3872a7B,2052.933892523429
0x0d9e269ecc319bae886dd8c8b98f7b89269c2b1b,0x10158838FA2ded977B8BF175EA69D17A715371c0,2052.933892523429
0x0eb593cfae960a3be6f11b187db11f3d1211f7e7,0xCaD3887923B39cD2b0B6d13538C4ecB7C5EE9825,291.79322050928084
0x0eb593cfae960a3be6f11b187db11f3d1211f7e7,0xEAFd50b4a90d8b643073b6DFA56286E4a987a60c,291.79322050928084
0x0eb593cfae960a3be6f11b187db11f3d1211f7e7,0x7F2053A876Cb053d8BB122Bde961F6ec5Fb6fFc5,291.79322050928084
0x0f122857dfeeb474241d1d97b1e098ce122bd073,0x4EF53d3EFe758cA3306d30f59c6221269570aA85,480.5761062811107
0x0f122857dfeeb474241d1d97b1e098ce122bd073,0x1df7D63226648B8a9B18f7d0E6b087Adc23f87E4,480.5761062811107
0x0f122857dfeeb474241d1d97b1e098ce122bd073,0x654bc773CEbAA1213193954707c563B7db3B8cE8,480.5761062811107
0x10412d484fffcce67e59476ad3f08a8dfb54b797,0xf11704511975cC5908f6dBd89Be922f5C86c1055,552.2547121545005
0x10412d484fffcce67e59476ad3f08a8dfb54b797,0x99091fea16C2ceD8EF22696a4443EF2a72318D90,552.2547121545005
0x10412d484fffcce67e59476ad3f08a8dfb54b797,0xbe9E7b0ed19526544B55b697107231f9467a805f,552.2547121545005
0x10412d484fffcce67e59476ad3f08a8dfb54b797,0x6883491Ba535c16D39160C0CD60569a18afdB1a5,552.2547121545005
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,0x5ef8a7dA72e7377d56c1852a2F509359ab3E5ef1,737.66733502105
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,0xF961529F73D450362f9877997B1062B82ad82Dcd,737.66733502105
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,0x17d105A1A102a2b948a118892123EbA5debCd141,737.66733502105
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,0x10158838FA2ded977B8BF175EA69D17A715371c0,737.66733502105
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,0xa725898D6F73C512f803B564A89DFbd96cF298EC,737.66733502105
0x10bec62dd2a3f971f9d6f9784d528b178451ca75,0x71Ee5375De9C655960986c0eb296a7e5A3872a7B,737.66733502105
0x10fb65dc26a7acc7cfb4ea3b6e007c8c77591486,0x1Ef2E0219841D1a540D99c432A6eddB75DEeD1B7,721.7307400647386
0x10fb65dc26a7acc7cfb4ea3b6e007c8c77591486,0x3A84aA862b9a4d3286D5b1dc173AF8971A132160,721.7307400647386
0x10fb65dc26a7acc7cfb4ea3b6e007c8c77591486,0xDF5454Bfe39a371A220f5F920247e7A4C18231cA,721.7307400647386
0x18c82af8a240bd1bfd73d9cddf09d13a2109bcc4,0x7759bAE3Afa0d1D8100cB6Cd4bFe0760A11C59fd,709.4303797042606
0x18c82af8a240bd1bfd73d9cddf09d13a2109bcc4,0xBc48C7759627148434548f47Ffc16cb2fB8EC91c,709.4303797042606
0x18c82af8a240bd1bfd73d9cddf09d13a2109bcc4,0xd757f002d43DcB8dB9A4E43A8350Aa8cCcdC4e4f,709.4303797042606
0x1d03dcc6bd7465332e01ff565150d52d1251b6af,0x93E35FBD816f7F027b5Dd871edca0914bafFe05F,999.3016005851392
0x1d03dcc6bd7465332e01ff565150d52d1251b6af,0xBbA146efa28b1140c04A949Ae3D4E76Fecfd0670,999.3016005851392
0x1d03dcc6bd7465332e01ff565150d52d1251b6af,0xB62635c51b714E256b18961A0357980311d88f63,999.3016005851392
0x1d918355014cfff2da56392af32771618a291de8,0x1d8A9f79C0a802D705F335713170e36697b111Da,1736.9689108709651
0x1d918355014cfff2da56392af32771618a291de8,0x47e489B1Ad69cDD632ACd4d8D09d18537FBf2B63,1736.9689108709651
0x1d918355014cfff2da56392af32771618a291de8,0xE0bc5C2372744f69619d4A505F8734D2fAD86be5,1736.9689108709651
0x1d918355014cfff2da56392af32771618a291de8,0x589a904aaA273632ca647fC37c4ae314333a5F88,1736.9689108709651
0x1fabcf7a039dbb29bb8fa2f10e6e895f480a597a,0x42fD04a18B608302ACda011FfC84eE506f739B55,3848.8624595551237
0x1fabcf7a039dbb29bb8fa2f10e6e895f480a597a,0xE6BCAFb745f963B86895d1defAC742bf763c9a8b,3848.8624595551237
0x21e3d438b953a363e2a9ddcb520f3c1a8fccaeea,0xd90Ef3DCfC99b9fc7E6dcA60b24a4AaAa3A4Fd63,233.46415000949455
0x21e3d438b953a363e2a9ddcb520f3c1a8fccaeea,0xfaa79b9595679b2B903eb262A52a390B6d1c832c,233.46415000949455
0x21e3d438b953a363e2a9ddcb520f3c1a8fccaeea,0x8D0CAD0d607A78d1D1fdb9b44c28a30Fb48ef423,233.46415000949455
0x21e3d438b953a363e2a9ddcb520f3c1a8fccaeea,0xeAD3b579Ed4D06243c9fd008Fa247bFcFFC2d149,233.46415000949455
0x21e3d438b953a363e2a9ddcb520f3c1a8fccaeea,0xcac4dC252d963F554EBA1D902a37F1Cd9F4BF488,233.46415000949455
0x2ad7d4cf13ebad2d4e43c680d556e587311dc953,0x4A52c2bb39AD3Fbc6F9202f30A916f7dABDDcd3C,618.3403837158231
0x2ad7d4cf13ebad2d4e43c680d556e587311dc953,0x4a91D74f9c4B78E3b57FE7c1C8783bD9c68C95b0,618.3403837158231
0x2ad7d4cf13ebad2d4e43c680d556e587311dc953,0x7106F230767AC5a4E41a69f8D4E2B1d1399747f9,618.3403837158231
0x2b04a0aab1e7b75f0793c02138845307b33b618c,0xCd818A14C8c74426D417B0E04Ea227BD5a243Ca0,267.1179290970328
0x2b04a0aab1e7b75f0793c02138845307b33b618c,0x655a82f13b3f6341EC4a2eC83e5EDAe9f2240398,267.1179290970328
0x2b04a0aab1e7b75f0793c02138845307b33b618c,0x59DDA36bD196Ec849838CE2163E6821f946b37Dc,267.1179290970328
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,0xd07B6140a682D367A38eA4B2f3b3460acEecDdb1,3026.2347869039345
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,0x8caB03C38c8be5d76404D647a5C45aE53A027341,3026.2347869039345
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,0xAC15963065Cd50b25B9eA0eA579f286942A2Af14,3026.2347869039345
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,0x432c5D759b0aABEad41eef442468f65d2DcCEf80,440.53006054745083
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,0xEa4463751482DbCB787fc7EE168CBe704Df8Cb0F,440.53006054745083
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,0xe1c0B63aC49465Eb29eAe6d5f6d8c6feEc7c0f00,440.53006054745083
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,0x52fb5461fb325C5F8D3e8443ec10527e32dA72e2,440.53006054745083
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,0xF922b3C01e224b2DB509A6764093b049071da437,440.53006054745083
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,0x2F4167ABAa9779E41dCD3798CE7F9D0826003d4c,440.53006054745083
0x308b92c2a19711d829553120754b1718bc12c9d1,0xC117d2f70BE4A766e7F3e055547E7C5403D447BC,252.99391055811262
0x308b92c2a19711d829553120754b1718bc12c9d1,0xB0907eb875482c01FFF7eFD686C46842BD7a21D9,252.99391055811262
0x308b92c2a19711d829553120754b1718bc12c9d1,0xd351E7184211116a9B756DcBc4979d82b6fe47ca,252.99391055811262
0x36139e359eac2b1b2b49b3dc74161f1814dc0b92,0x10158838FA2ded977B8BF175EA69D17A715371c0,506.4050748185796
0x36139e359eac2b1b2b49b3dc74161f1814dc0b92,0x587Aa2b85E4b31853FE6D7C932DA59Eb48e2899d,506.4050748185796
0x36139e359eac2b1b2b49b3dc74161f1814dc0b92,0x841dEec760b92BF9819ac249F04Fc9118ce73ede,506.4050748185796
0x38dbab5c651f352c8f5f765fda292e9b92d850ff,0x08eB6FC94eF33B6EBD2276253b86241c43295FD2,573.7740345758093
0x38dbab5c651f352c8f5f765fda292e9b92d850ff,0xe8E40B7898Cfcf03712169A646A2201cF3B565Af,573.7740345758093
0x38dbab5c651f352c8f5f765fda292e9b92d850ff,0x93408CCE41f10E6e9F5943b17B47D0CB609b4AFe,573.7740345758093
0x38dbab5c651f352c8f5f765fda292e9b92d850ff,0x6B53D803d03dd89e6C997a902664A795c6B4f3e6,573.7740345758093
0x38dbab5c651f352c8f5f765fda292e9b92d850ff,0xB00C09f51a8CB44dBfE2d7c1bB73f0Fee53132ad,573.7740345758093
0x38dbab5c651f352c8f5f765fda292e9b92d850ff,0xFB62A380A4d352abEe3acBb4e46351CD0566fC11,573.7740345758093
0x394432a0dc5247b4f3c2fdc3a44ac6e860a27063,0x588efc0ED949B1FEF411Bc33A0Fda7b50E464e6b,100.18727496891994
0x394432a0dc5247b4f3c2fdc3a44ac6e860a27063,0xd1Fa9e091f65027F897FC3F911032C3ec8390D3f,100.18727496891994
0x394432a0dc5247b4f3c2fdc3a44ac6e860a27063,0x4bFaF8ff960622b702e653C18b3bF747Abab4368,100.18727496891994
0x39fc2dc6e612097af5b46cfaab86c419d843179e,0xa7CA400d49BBa87EB606ee05af93689BD21FaB99,945.3197342904841
0x3b30c4fa14bab375d052b3331e716d954a41b7f2,0x0283bdF28893cA666F084Cef8dB66bE4c7F0B930,673.1138228429367
0x3b30c4fa14bab375d052b3331e716d954a41b7f2,0xbBa72f1387dB39eA647784a098518F6b0552B4b3,673.1138228429367
0x3b30c4fa14bab375d052b3331e716d954a41b7f2,0x23d817fA0F3C9F77e45880dBE99eDDfafB59142c,673.1138228429367
0x3d4a6bf9c625236916e322a57067a58e496dc658,0x702EafE13ed5bf1779A63D08828283A2DD53a5Fd,1199.696703438783
0x3d4a6bf9c625236916e322a57067a58e496dc658,0x53F0d69bEF44Fd97298355AB915CCb151535BBA8,1199.696703438783
0x3dc674fab7eb6e6b3925d02a3d3f566cdae3354f,0xdBef374FDf8d735e7589A9A9E2c5a091eB2dBE57,2902.3376106942765
0x3dc674fab7eb6e6b3925d02a3d3f566cdae3354f,0xfa0931cA542AbC49eae55b02235e0941E423597C,2902.3376106942765
0x425c82a6bffc4871ee1b820aa2d543e150618079,0x6733c60E6E02f9C8FA221Db1aeA018d80D949861,488.83011259451496
0x425c82a6bffc4871ee1b820aa2d543e150618079,0xCF61eBD3613684a53E48eE85d8fBc80C5156c479,488.83011259451496
0x434153aa505959bcd5aaa7c17445eb8d835086f5,0x8f02b4a44Eacd9b8eE7739aa0BA58833DD45d002,263.8102291453329
0x434153aa505959bcd5aaa7c17445eb8d835086f5,0x34Eb88EAD486A09CAcD8DaBe013682Dc5F1DC41D,263.8102291453329
0x434153aa505959bcd5aaa7c17445eb8d835086f5,0xf8b3b2aE2C97799249874A32f033b931e59fc349,263.8102291453329
0x437c699887779d0a95ad6349cfde7dfa716c005d,0x84f9b6cd69848c27716990e37f4F1F736A6C3048,237.14974727934808
0x437c699887779d0a95ad6349cfde7dfa716c005d,0x1D5096665E79585019c448259D944090F28702E3,237.14974727934808
0x437c699887779d0a95ad6349cfde7dfa716c005d,0x66582D24FEaD72555adaC681Cc621caCbB208324,237.14974727934808
0x43bfd16a7b39fb0af9b76c341e097d7e1bdfcdeb,0x87294B177a5b9B5b72fD1bc451989451C3C590cf,445.56179041067963
0x43bfd16a7b39fb0af9b76c341e097d7e1bdfcdeb,0x76a67a487Bea695EE4537e899ECd39Aa19F338F7,445.56179041067963
0x43bfd16a7b39fb0af9b76c341e097d7e1bdfcdeb,0x6dfBF05c934C7f472849C1922B21Fc598894ACE2,445.56179041067963
0x45483815dc821ff4b2cbeedd4608b82df495d07f,0x98002Bc97eE37914cFd29b853792eA880101e57f,942.8180784093694
0x45483815dc821ff4b2cbeedd4608b82df495d07f,0xAd5e83886C9D01801F16CBDE849F76a52e557aBf,942.8180784093694
0x45483815dc821ff4b2cbeedd4608b82df495d07f,0x36dd59F2A6486B33CbB4215b3Fdb03f6bcb6A9Be,942.8180784093694
0x45483815dc821ff4b2cbeedd4608b82df495d07f,0x66e60B9C9f1D028048Ba9150fB3ff59E79b912Aa,942.8180784093694
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,0x0798934707B8Ab7ab4CF086D54FC92746B171a13,1994.5197335464145
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,0x70cAC99BcE539c94E8E240eEa178f8c8E7CEbDe8,1994.5197335464145
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,0xaF4dc601DC858D2264537833CB55147b3f19acB5,1994.5197335464145
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,0x60e5d9041620C7728fF0970454F09A95d2C44dCc,1994.5197335464145
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,0xd9B78fA2884Fc8fEb559b9599E45930Aaa137816,1994.5197335464145
0x473acfc4a18b2fb92e081afa922f2e7bbf01afce,0x068Bb2E1BcAa46984f43d76806ACC5786E542CDe,1042.0335831912187
0x473acfc4a18b2fb92e081afa922f2e7bbf01afce,0x977E635b3e13c4C52ca2ff624116d6A283DD779C,1042.0335831912187
0x473acfc4a18b2fb92e081afa922f2e7bbf01afce,0xEDF33c4Fe6E77cc2e0D6E7F813DCdd00b076fdfC,1042.0335831912187
0x473acfc4a18b2fb92e081afa922f2e7bbf01afce,0x9bD5D2b97385638De870ca0469b5418f45f40A19,1042.0335831912187
0x4763a32d5256eda615fd5c07b0e333c7baa4d628,0x50111E51Cf97d6165e1A88D5CA0d4a4fa5d6c47E,1119.533573015564
0x4763a32d5256eda615fd5c07b0e333c7baa4d628,0x59095AD114D2Fc24077ccC77db7eD04B082af11E,1119.533573015564
0x4763a32d5256eda615fd5c07b0e333c7baa4d628,0x5d1ed874ea2f4269c2e1D075973c7fdb7b39154A,1119.533573015564
0x4763a32d5256eda615fd5c07b0e333c7baa4d628,0x1Ef2E0219841D1a540D99c432A6eddB75DEeD1B7,1119.533573015564
0x4819d7a8f074dd16ed5446b5c86849d848846e89,0x499F0467226D77e46D506733A59e12099655745B,1924.358259791584
0x4819d7a8f074dd16ed5446b5c86849d848846e89,0x42fD04a18B608302ACda011FfC84eE506f739B55,1924.358259791584
0x4819d7a8f074dd16ed5446b5c86849d848846e89,0xE6BCAFb745f963B86895d1defAC742bf763c9a8b,1924.358259791584
0x4bd5c5e68f03e9db23fcfa3391013988d3752008,0xf11704511975cC5908f6dBd89Be922f5C86c1055,318.35729892117405
0x4bd5c5e68f03e9db23fcfa3391013988d3752008,0xF9903c5d11E8f4bFebcf02747D53319E9c4a10c6,318.35729892117405
0x4bd5c5e68f03e9db23fcfa3391013988d3752008,0xe48dF8CB53147B141b08b8770E31d109238103ff,318.35729892117405
0x4bd5c5e68f03e9db23fcfa3391013988d3752008,0xD3e4eDc665612758fdc307113A30b49efBACBb00,318.35729892117405
0x4e101d3c8a3ad16f7b7a7dc3b41bed1e741b3147,0xE017a4e967c9939d01628E805DC0CC3370184e63,510.14002484179355
0x4e31993d9f13f940828bf9ec2f643a7e55b21e8c,0x66582D24FEaD72555adaC681Cc621caCbB208324,2110.517600535536
0x4e31993d9f13f940828bf9ec2f643a7e55b21e8c,0x84f9b6cd69848c27716990e37f4F1F736A6C3048,2110.517600535536
0x4e31993d9f13f940828bf9ec2f643a7e55b21e8c,0x1D5096665E79585019c448259D944090F28702E3,2110.517600535536
0x5269046fc87eed2542b39aa9c3a37814a6729f80,0x7B7dC952e0b7f6749d6B0F34E6834E5099eAebb3,171.7075532783568
0x5269046fc87eed2542b39aa9c3a37814a6729f80,0xBdA4446D94d907fee2F6B7846A0320045A2E9949,171.7075532783568
0x5269046fc87eed2542b39aa9c3a37814a6729f80,0x62266a37cb6C4a06c10eD65D70Baa2A69C7eFcB7,171.7075532783568
0x573dee1fe5bbd090c61faa82873d5174f25c9686,0x42B4a02f79438D558AB33E326638ed752b94D187,10739.978344871186
0x5ab47c42f5bcc0101c5eef69d49c13e18b7d2234,0x573ed655579f92462244c327352721C7A4Ac5D82,343.3828603344616
0x5ab47c42f5bcc0101c5eef69d49c13e18b7d2234,0xef669EFa039F8D4a5c33BFF87653ed2E3a9D149B,343.3828603344616
0x5ab47c42f5bcc0101c5eef69d49c13e18b7d2234,0x5b9Ba62c926584D3f64AE379273CA76279497228,343.3828603344616
0x5e810b93c51981ecca16e030ea1ce8d8b1deb83b,0x1FaF59040e9087675A7198E3C79d34dE2f5796b1,503.44449075564125
0x5e810b93c51981ecca16e030ea1ce8d8b1deb83b,0x7a85Aba48077C412079Ad9da57bA048Ad924b37f,503.44449075564125
0x5e810b93c51981ecca16e030ea1ce8d8b1deb83b,0xAf160E879Abe686D9174bd769Ed129272F5c08c8,503.44449075564125
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x5b2E127d2eE1F1e2DC44aE16a295dDb807352523,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0xc91d300D342eC4EBbC61B3AE75dc5D7245109dD9,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x39AFdbc3068A873514AaB3e6165f183D6b5BE211,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0xc92D76E01BD4e7CE25819c94FC6c3aea7b2Cd155,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0xc15a30AEC4ef807a010AdF2bc43c4122b76e1645,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0xA61E294232123c8Db8339F858015083a3a9026C7,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x6bde314187140cE1fa2Fa9FFEF441c08F8c88D60,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x7F22646E85Da79953Ac09E9b45EE1b3Be3A42abC,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x2eE02d42D618d682cE1A11b597e9C4176d081408,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x67434E4F16fb70E59c91b8642522fAC5b0C292C1,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0xAC3A69DD4a8fEcC18b172Bfa9643D6b0863819c8,105.79935410795899
0x5e9e52e9789f670f80a7de6e438cc491878981b8,0x31cd90C2788f3e390d2Bb72871f5aD3F1a4B22a1,105.79935410795899
0x5f411351e6566409f9b0b8d03873846e0c7201b3,0x61321f38Df37a898f10CB502183e7BbF4372f8A5,1814.8586314553186
0x5f411351e6566409f9b0b8d03873846e0c7201b3,0x116941a12ab69Bc4aD6A3fEb5964E218c4F5Ee64,1814.8586314553186
0x5f411351e6566409f9b0b8d03873846e0c7201b3,0xA8Eb8eFeAcF45623816Eb2D1B1653BAC4245a358,1814.8586314553186
0x5f411351e6566409f9b0b8d03873846e0c7201b3,0x42B4a02f79438D558AB33E326638ed752b94D187,1814.8586314553186
0x5fd34d41ae8a5486d0dc834562b912bfa38123c4,0xc0679a975D79C2a3e9DA6233d91a7224101bd291,2001.702250905771
0x60e8b6e07f349fa16142d8ef476607cf01a55cb1,0xCaD3887923B39cD2b0B6d13538C4ecB7C5EE9825,633.5238220375385
0x60e8b6e07f349fa16142d8ef476607cf01a55cb1,0x0cf931E691c714a40a11A161cd7c0f97b9B0CD74,633.5238220375385
0x60e8b6e07f349fa16142d8ef476607cf01a55cb1,0x59DDA36bD196Ec849838CE2163E6821f946b37Dc,633.5238220375385
0x612379f3beb06c64e1cc2de366a629544e3431a5,0x642abB1237009956BB67d0B174337D76F0455EDd,816.0062992494554
0x612379f3beb06c64e1cc2de366a629544e3431a5,0x1c8CE57009c63fBc379Cd75637FA0f9838E31D1F,816.0062992494554
0x612379f3beb06c64e1cc2de366a629544e3431a5,0x5ae3567405A8B743fd25cEC7a435cCA42277318e,816.0062992494554
0x6333eda4cf44617273b2a34f6a48afb4af8c6f7a,0x0ce522CAD66Fa4D6529B2Db76E0A91D53296D58b,354.5609195733109
0x6333eda4cf44617273b2a34f6a48afb4af8c6f7a,0xDD8422dA958D7B9773B033717ECCCE0fBB26CE01,354.5609195733109
0x6333eda4cf44617273b2a34f6a48afb4af8c6f7a,0x9F75582d2bE13b5EE454161EE394daadA8B39efa,354.5609195733109
0x6333eda4cf44617273b2a34f6a48afb4af8c6f7a,0x8f51DC0791CdDDDCE08052FfF939eb7cf0c17856,354.5609195733109
0x6333eda4cf44617273b2a34f6a48afb4af8c6f7a,0x302E2A0D4291ac14Aa1160504cA45A0A1F2E7a5c,354.5609195733109
0x64b25232ef825c0893a828355ffb71356a94498d,0xEeA875a27ad44F6f4608097cFcb8c2417A235A41,300.92398555250327
0x64b25232ef825c0893a828355ffb71356a94498d,0x7910FE95867c0133aD8A1b23aFA678AdADE2fE36,300.92398555250327
0x64b25232ef825c0893a828355ffb71356a94498d,0x4D7EB5C486F8C669B18a32B7E8aFA9D32e054912,300.92398555250327
0x64b25232ef825c0893a828355ffb71356a94498d,0xf23DEAC3f4dB74069eE2484f542eb77653F45A56,300.92398555250327
0x64b25232ef825c0893a828355ffb71356a94498d,0xc1E6254fF461196fa1Ba6298562aB269e295F522,300.92398555250327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0x7f73210594F0409Ad161B6d2F814Eb9A999c01B2,3004.0392157805327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0x5D13bd2AaA92870d8C63b351398a7d72d9d23dAd,3004.0392157805327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0x28628BE716adD3E3Ad20803e395f6b18f41e8baA,3004.0392157805327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0x6Dec25D7bE9BF6C6Fc302977629f2E801e98611c,3004.0392157805327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0xE49318026b585987ea6053057AA49121E0DAFF69,3004.0392157805327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0x6B7C38f055Ad71d50b5137b7b6Bdb0eA3a84141d,3004.0392157805327
0x655133d8e90f8190ed5c1f0f3710f602800c0150,0x7A678c8F9E8a7ac08c8c6f34d38126F3219958f2,3004.0392157805327
0x698498b35f58733aaccd0483438a0f93ae889c49,0x5b655EDa7D101f98934392Cc3610BcB25b633789,221.75318378704839
0x698498b35f58733aaccd0483438a0f93ae889c49,0xDA47bdcC48f26FB4709f90316341D9104cB1fb89,221.75318378704839
0x698498b35f58733aaccd0483438a0f93ae889c49,0x3f6b5Df4a6fDAE2b58e3F5aA7037E68E1Eac9188,221.75318378704839
0x698498b35f58733aaccd0483438a0f93ae889c49,0xf2b22E4cfA1f9d20D6FeC2e7225E14e72dE5cA59,221.75318378704839
0x69fe3582682c9dc7589bb898c3187f955a2e960d,0x30F7C228fa52e68DFaCEb7c7eFfc3d439FeC5fF6,228.36842712001103
0x69fe3582682c9dc7589bb898c3187f955a2e960d,0x534fbB5696Ec314c2f6d7782c9F1F4e3e9edC38C,228.36842712001103
0x78faecd5e33141b47b99a075aad83f885431e297,0x82f8C0Ee18963Bbb68A66123411A760229845E51,677.5397674685373
0x78faecd5e33141b47b99a075aad83f885431e297,0x7F2053A876Cb053d8BB122Bde961F6ec5Fb6fFc5,677.5397674685373
0x78faecd5e33141b47b99a075aad83f885431e297,0xCaD3887923B39cD2b0B6d13538C4ecB7C5EE9825,677.5397674685373
0x78faecd5e33141b47b99a075aad83f885431e297,0x59DDA36bD196Ec849838CE2163E6821f946b37Dc,677.5397674685373
