Address,Total Volume in USD,cUSD Volume in USD,cEUR Volume in USD,cREAL Volume in USD,Contract,cUSD Volume,cEUR Volume,cREAL Volume
0x17e9175797ecd03a7fbdcb1503fd777bf883db53,5.060269190980257e+06,2.2225278509484087e+06,2.8295741950352737e+06,8167.144996573799,unverified,2.229992305182374e+06,2.646366232216752e+06,40756.3424951623
0x5b95c32d4861538de7cbc10d52f2cb30d3a13403,5.01812602484849e+06,5.01812602484849e+06,,,unverified,5.034979614348738e+06,,
0x03a9fa4c61f273be6566e8ac5626221739517b70,4.831666185380055e+06,3.689985722436045e+06,848801.9076188635,292878.55532514706,unverified,3.7023786962911785e+06,793844.0738203444,1.461546074586356e+06
0x5472895f8de2424aae41cfeba18d39145fa8e685,4.799331293973137e+06,4.585485291814542e+06,213846.00215859432,,,4.600885839027783e+06,199999.99999999997,
0x98db3a41bf8bf4ded2c92a84ec0705689ddeef8b,4.766161535256567e+06,4.404280918013485e+06,361880.6172430822,,,4.419072882637016e+06,338449.73821367125,
0xba17f0d13d28f324a5a943c04067552db860c0c3,4.751299025303368e+06,3.2489978854117515e+06,1.502301139891617e+06,,,3.2599097828764147e+06,1.4050308396950692e+06,
0xc7d252fdfaee7f3c06ce676dcf68d0aa368ddc49,4.611400367042478e+06,3.44449862142997e+06,1.1669017456125082e+06,,,3.4560671164243747e+06,1.0913477304542735e+06,
0x5ab1c68a53ab28b403d1e8bbfc060ea82b0224aa,4.607998491888605e+06,4.607832542792424e+06,165.9490961815991,,unverified,4.623308144197722e+06,155.2043007645534,
0xba9c43e14aabe514015c541f088b27251253bf00,4.581910219817983e+06,4.581910219817983e+06,,,,4.59729876e+06,,
0xaf106f8d4756490e7069027315f4886cc94a8f73,4.515849270545224e+06,4.1201101311359373e+06,395739.13940928644,,unverified,4.1339476960958717e+06,370116.00442807894,
0x612a7c4e40eacb63dadad4939dfedb9d3397e6fd,4.292646189380105e+06,4.292646189380105e+06,,,,4.30706322402359e+06,,
0x221281bf21c0b4d2b6faa13fddc1bd2eeec27228,4.1708125536489207e+06,3.8618098090283633e+06,92385.50777888147,216617.23684167594,,3.87477986138e+06,86403.77359999999,1.080980722e+06
0xba6bfae542ce758f58183ecd7d019a346693cf89,4.105802383728792e+06,2.857287174855859e+06,1.2485152088729327e+06,,,2.866883495253332e+06,1.167676922898e+06,
0x1cd7daa66a24d672d2241ca897730bee4a55ba42,4.0643337603515675e+06,4.0643337603515675e+06,,,,4.077983998e+06,,
0x56ceb63fbcb6ba4dea75efc087c2135c903c00ea,3.925071743619025e+06,2.82246868935419e+06,788715.0322452374,313888.02201959776,unverified,2.831948070388491e+06,737647.6756954321,1.5663892016030739e+06
0x7e8100f5eceee4b18e1810af79c7802ad0a7194d,3.7896464096233007e+06,2.652795752502638e+06,1.136850657120663e+06,,unverified,2.661705279768253e+06,1.0632423759575752e+06,
0xc66c4ff9cc785f865b3ed48d493d239a3ed2be9b,3.565300529128196e+06,3.4570538212955375e+06,108246.70783265887,,,3.468664483462225e+06,101238,
0xb6d4ab615915f2570f879f7aeb986e204e1e694a,3.5571018205073653e+06,1.7581925463527376e+06,1.7433672887145977e+06,55541.985440029974,unverified,1.764097510734241e+06,1.6304885488779596e+06,277170.0738023899
0xe273ad7ee11dcfaa87383ad5977ee1504ac07568,3.545054753970813e+06,,3.545054753970813e+06,,unverified,,3.3155211864486467e+06,
0x470787a48c0325d7ccefd6207fa32128c6d4f1ef,3.5081997378108758e+06,2.892754239171502e+06,392930.3745815585,222515.12405781492,Gnosis Safe,2.9024696772116562e+06,367489.1002078683,1.1104128321779924e+06
0xf8b7efa4800003ad0c9949bcebd18b9391dd86ec,3.3951336629708726e+06,3.3951336629708726e+06,,,unverified,3.406536363654523e+06,,
0x22bf900bdfd4cdf0af25e142bf0d12f383c6ba75,3.3189455673133535e+06,3.3189455673133535e+06,,,,3.3300923870401173e+06,,
0xaac69b9d58fc9819ef82f82def9f1fc24c7721c1,3.3047317180898725e+06,3.3047317180898725e+06,,,,3.3158308000000003e+06,,
0x573dee1fe5bbd090c61faa82873d5174f25c9686,3.285580379990775e+06,3.285580379990775e+06,,,Gnosis Safe,3.2966151413180586e+06,,
0xbbc1ecc38e6c962558d31a1e7431a9a8063a93cf,3.2853009774618023e+06,3.2853009774618023e+06,,,,3.296334800403819e+06,,
0xc4fa4048d8c0cbcf06c2de20e089e50e3a32445c,2.980648478124411e+06,,2.980648478124411e+06,,,,2.7876588274153247e+06,
0xb75af6aac0b676857bd1e0953849593b25f6adec,2.906939331356616e+06,2.906939331356616e+06,,,,2.9167024106316706e+06,,
0x4fd39c9e151e50580779bd04b1f7ecc310079fd3,2.895900982410665e+06,2.885073113703079e+06,10827.868707586096,,unverified,2.894762754356937e+06,10126.79086659365,
0x796dff6d74f3e27060b71255fe517bfb23c93eed,2.8314583492018273e+06,1.1779039221319885e+06,1.6535544270698386e+06,,unverified,1.18185996250962e+06,1.54649084890866e+06,
0x9be5da31c7a42d7e045189ac1822d1fa5838e635,2.820728742103907e+06,2.820728742103907e+06,,,StableSwap,2.830202279451428e+06,,
0xc9349804cd353ae2626e5bf4a40e1d3bb72fdb49,2.620153849033514e+06,2.620153849033514e+06,,,unverified,2.628953747079207e+06,,
0x0dcc5b5eb6624c5a1857566cd6e854e95ffb0c0b,2.549472438165433e+06,1.5969204229771465e+06,866873.6971778768,85678.31801040929,unverified,1.602283748079017e+06,810745.7594975083,427558.8194781133
0x41bf9dd656e2b2865733ea7484a7a7e94faf31f9,2.4990091229180275e+06,1.4761405468856154e+06,1.0228685760324122e+06,,,1.4810982276410789e+06,956640.3539999999,
0x8e3c938c5f84f5ecb8355dc58c0916ad2610dbae,2.459495910388495e+06,2.4567702160621327e+06,2725.694326362138,,,2.4650213832334867e+06,2549.212329291697,
0x52c2c35b4f5f03d9097c702c1a90597659ec2dda,2.4569546770891505e+06,2.4569546770891505e+06,,,unverified,2.4652064637807026e+06,,
0xcabe1d77ec810e2a03720162749b2671621ff49c,2.422150351395086e+06,2.422150351395086e+06,,,unverified,2.4302852462797808e+06,,
0xc2fd7bd1c2a86b57f8da0837d32aa9ca86cc1d6b,2.3852118610556563e+06,1.190672923544443e+06,1.1945389375112136e+06,,UniswapV2Pair,1.1946718491559385e+06,1.1171954822193114e+06,
0x69d174b5934ea2e20b0a31dd848c79ae5300a095,2.3851741432258375e+06,2.3851741432258375e+06,,,unverified,2.393184851944088e+06,,
0xe04f2d98e265daa98bd674e4d340e3d0348617a2,2.329821512615776e+06,2.329821512615776e+06,,,unverified,2.337646317171907e+06,,
0x1e70df456c3f70557994d8e6c8dac771936e1ebc,2.2950170219198535e+06,,2.2950170219198535e+06,,,,2.14642032e+06,
0xe11970f2f3de9d637fb786f2d869f8fea44195ac,2.2918089897338715e+06,,2.2918089897338715e+06,,,,2.14342e+06,
0x69ef304b255449855ecae5466d721d45387ad2d5,2.280433971199041e+06,2.280433971199041e+06,,,unverified,2.2880929055985953e+06,,
0xf199bff2c3f56a2642edce2bc07316362146a36a,2.211769907820005e+06,2.211769907820005e+06,,,,2.219198231044814e+06,,
0xde552b78ee3c2c84ac4c77ec9cb9aa9f237ada64,2.1979755384560884e+06,49832.63497778403,2.1481429034783044e+06,,,49999.99999999999,2.009055939128738e+06,
0x71f2864f1f278681723a1e3621e2bbf2907b96cc,2.1925340723321666e+06,2.1925340723321666e+06,,,,2.1998977911860608e+06,,
0x11a1fcf816a5b13f962df64df54b7ac7be8e206c,2.191648829062825e+06,2.191648829062825e+06,,,,2.1990095747895804e+06,,
0x3420720e561f3082f1e514a4545f0f2e0c955a5d,2.0737335625447363e+06,2.0737335625447363e+06,,,Pair,2.0806982848380692e+06,,
0x87cf1da3adf19297b69f3ae7a235a475aa314dcd,2.013146362779601e+06,1.0943950273934372e+06,918751.3353861638,,,1.0980705995993703e+06,859264.4483526901,
0xa5c739df3d8e58ca79a77ec34cfd4d7bea0b8e25,1.9364699904149752e+06,1.9364699904149752e+06,,,,1.9429737071682804e+06,,
0xbbbd1bbb4f9b936c3604906d7592a644071de884,1.9150246488180633e+06,1.8920817119252144e+06,22942.93689284882,,unverified,1.898436348758927e+06,21457.438213723235,
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,1.9018554743681191e+06,1.9018554743681191e+06,,,Gnosis Safe,1.9082429367983334e+06,,
0x67fb672b69441f066cedc32d2affc121f04e6930,1.8728473053378488e+06,1.8728473053378488e+06,,,,1.8791373425996697e+06,,
0x7da99753ff017f1b7afb2c8c0542718dc9f15f21,1.8178426875343828e+06,1.8178426875343828e+06,,,Pair,1.8239479894498836e+06,,
0x2e2d7dc6509489600b4e81b3053ba900ab20545e,1.7677326110840028e+06,1.7677326110840028e+06,,,,1.773669616178312e+06,,
0x3cf63891928b8ceebb81c95426600a18cd59c03f,1.759286960359529e+06,1.6198066305972855e+06,11226.915113326202,128253.41464891734,unverified,1.62524682e+06,10499.999999999998,640020.4839999999
0xd14b252af1ede8a3fc620899c7b52ec9131376ce,1.7592199484439874e+06,1.7592199484439874e+06,,,unverified,1.7651283633990737e+06,,
0x0fcf64743f23979c701e2abfabeca9ea836b74ba,1.748862582172844e+06,1.748862582172844e+06,,,unverified,1.7547362114731714e+06,,
0x39a5a4d1373da8cca9492881d20e7607845a7d86,1.7201610643632666e+06,1.6996261291257488e+06,20214.552507683744,320.38272983418983,unverified,1.7053343957062091e+06,18905.710000313262,1598.7996138350798
0x66364bef617514b745339d67f981b0f3de0463f2,1.6645904524873758e+06,1.6645904524873758e+06,,,,1.6701810502590016e+06,,
0x81680b9a795e487c770cbcf650a09aa7c86040f9,1.6629193436213853e+06,1.3968226088150588e+06,260178.06176685175,5918.673039474669,unverified,1.4015138969048883e+06,243332.17281648895,29535.837261969584
0x044ff4731885e0b9dc39d49962d47fa318ded59b,1.662663441430094e+06,27102.586102021636,1.6355608553280723e+06,,,27193.61128917253,1.529662316637646e+06,
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,1.6614549136960516e+06,,1.6614549136960516e+06,,,,1.55387979847654e+06,
0xe148c62f3f7df720e07d0bea30c0ba70e5929b56,1.6427198788834263e+06,1.6427198788834263e+06,,,,1.6482370234042108e+06,,
0x5ec5845f753d81281af9ee312fc2f342c9d23594,1.6223272678460688e+06,764628.1173751767,857699.1504708922,,,767196.1534003337,802165.2421023964,
0x6dd434082eab5cd134b33719ec1ff05fe985b97b,1.6160186895189104e+06,1.329298976332537e+06,283908.0894146284,2811.623771745,unverified,1.3337634834332499e+06,265525.7395965476,14030.790619837355
0x8f2cf9855c919afac8bd2e7acec0205ed568a4ea,1.5888231301396352e+06,,,1.5888231301396352e+06,"ExchangeBRL, ExchangeBRL",,,7.928672710399047e+06
0x790439b5783ad83e047fabbbf170cb380f43db84,1.5829161879005833e+06,681252.6967090537,901663.4911915297,,,683540.7128408563,843283.0000000001,
0xd1d8042ad72c1e22320708e1553f2dd09ca96fba,1.5807019514854555e+06,346825.3152697802,1.2338766362156752e+06,,,347990.1428294921,1.15398616178066e+06,
0x751d833e461a1a4d7c3431d512ac4245df7f0a03,1.5667537344498036e+06,1.5667537344498036e+06,,,,1.5720157434463184e+06,,
0xfa0de571e0ebd75c43f08442b4779f9a91686b4c,1.4461751208266285e+06,878709.0925785395,567466.0282480891,,,881660.2744068,530724,
0x16bd7604fcd318282a4ff6daca35c012a4197b7d,1.4200611132344564e+06,,1.4200611132344564e+06,,,,1.3281156522919687e+06,
0x9665023ad02b5211b37b5026cb042839c819168f,1.4200408885918946e+06,923417.2443902235,469890.7343266852,26732.909874985817,unverified,926518.5804462213,439466.46613313886,133404.71256654555
0x654ae8dbb807610921097db137da6a9c5b10e7b8,1.375893002780143e+06,1.375893002780143e+06,,,unverified,1.3805139978986983e+06,,
0x46c0a3baa03cb86ef3dc30dca6a2e9a5427e0488,1.348074081546682e+06,1.348074081546682e+06,,,,1.3526016456361066e+06,,
0x3825058a0b30c3f46470a6903ebc3512219a5ee6,1.3424125252616291e+06,1.3424125252616291e+06,,,,1.346921074773682e+06,,
0xec750aaa0634bd73ee6ac0437735d7cdd35cf626,1.3307911688810908e+06,1.0818102193182216e+06,208943.76902411776,40037.18053875147,unverified,1.0854435249114411e+06,195415.17439185892,199796.75189586388
0x554cd8d5022b49ad7ecefb3732178fb3d4c4356f,1.3231819147676465e+06,1.3231819147676465e+06,,,,1.3276258774571486e+06,,
0x5df2ed7ea80e0fa58105f96ab92386776638ee6d,1.320248465596913e+06,1.320248465596913e+06,,,,1.3246825761727178e+06,,
0x8902280a577135cf50f2019081d416de24e22866,1.2908480798776248e+06,1.2908480798776248e+06,,,,1.295183448008619e+06,,
0xe97ae8cd75b9358c2e7b2b3db29f22cd299311af,1.2470705275599125e+06,1.2470705275599125e+06,,,,1.2512588669211161e+06,,
0xf93b6e547cb0dc2b7655c84e39f1d2317b71f245,1.225785148488931e+06,1.225785148488931e+06,,,,1.229902e+06,,
0x93887e0fa9f6c375b2765a6fe885593f16f077f9,1.2105767864391627e+06,1.2105767864391627e+06,,,Pair,1.2146425600200067e+06,,
0xb861d013939b5e95f84e288004999918fd40779b,1.1833149682399745e+06,1.1833149682399745e+06,,,,1.1872891818459027e+06,,
0x73f35ee5e8393e7f6bc5f53097a1e630f8a4ea48,1.176976315917257e+06,,1.176976315917257e+06,,,,1.10076999713502e+06,
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,1.1633791112663e+06,1.1509048803206903e+06,12474.230945609786,,unverified,1.1547702432690717e+06,11666.555202989988,
0x12fb84bae502ad01eeaea43bba2398a64a3f08b1,1.160239156475826e+06,1.160239156475826e+06,,,,1.1641358689873354e+06,,
0x468bae4f864d9d267012fccc6b5cc5eca8ab0cb8,1.153288398394345e+06,1.153288398394345e+06,,,,1.1571617664894646e+06,,
0x5c1e76bc987acc7a71ee6119fca59609cc6b9cae,1.1399435231430805e+06,1.1399435231430805e+06,,,,1.1437720719075769e+06,,
0xdc0b57644433ef424bef01822b96c3e74c55d447,1.121912454687083e+06,1.121912454687083e+06,,,unverified,1.1256804453419375e+06,,
0x11cef9107c289e4533e30c1588af516cf36bada6,1.1129950344843282e+06,1.104979452617488e+06,,8015.581866840209,,1.1086905730653224e+06,,40000
0xc0ba93dfadc8bc08b65d1ee74cf988ee4f89ef48,1.104396542198831e+06,1.0613601326385888e+06,39905.422714407694,3130.9868458343335,unverified,1.064924755746666e+06,37321.64483936687,15624.501865732112
0xc0afef712a1341ca78da145b2afad346e8c3574f,1.0718623935182607e+06,1.0718623935182607e+06,,,,1.0754622889157971e+06,,
0x4ffa0692f60cd47fb4751dd24717ceb9ec2b916a,1.051456610337814e+06,1.051456610337814e+06,,,,1.0549879720453932e+06,,
0xed16807f3cd1ab579388e0b00394834e31eb512f,1.0338649976179099e+06,1.0338649976179099e+06,,,,1.0373372771466117e+06,,
0xb880f3d3e05608b55731ec7215049b3df01bd93c,1.0303774122113562e+06,480284.2524611917,550093.1597501645,,,481897.3075328125,514475.9819659378,
0xb7de33440b7171159a9718cbe748086cecdd9685,1.0257883425944257e+06,1.0257883425944257e+06,,,unverified,1.0292334963340128e+06,,
0xfb27eda4176e2a9807f3ee88c776aebbd8efb54e,1.0248922159398632e+06,1.0248922159398632e+06,,,,1.02833436e+06,,
0x46c5cfc2079309f4e7d9476a01730a60e2f1a164,1.0028321861374027e+06,981447.5859215432,21384.600215859435,,,984743.8193455794,20000,
0xbdb6bf7cdce9b73ef7b7f7d21675e5c3831d98a4,999973.8445338894,,999973.8445338894,,,,935228,
0x3152ee4a18ee3209524f9071a6bcada098f19838,994023.97136336,486419.85449952615,507604.1168638338,,,488053.5162513258,474738,
0x41dbf8c3635d6429881a914bf7839d9fa5d393af,990053.6238690692,,990053.6238690692,,,,925950.0892,
0xf6e9a98bd20adfaddb94a9d3a0bfa1390e8f0a1a,989172.9741194176,4838.230449938604,984334.743669479,,,4854.479852505836,920601.4924136557,
0x2b0bd0b4c9eb7254fcb7e547d392b3949296d784,978698.2262420808,978698.2262420808,,,,981985.2258247992,,
0xc73d61d192fb994157168fb56730fdec64c9cb8f,961714.7919910862,960605.6035673348,1109.1884237513539,,unverified,963831.8383079522,1037.371204095504,
0x50b4ee2d8c711be3622892f8352cc17a6f42dfe5,942219.6447707608,942219.6447707608,,,unverified,945384.1294874465,,
0x639d2a49bdd0cf37614f46a83e4aa49eaff1e537,932257.2771700632,928521.0966220848,3736.1805479783384,,,931639.574182692,3494.2720558390233,
0x10158838fa2ded977b8bf175ea69d17a715371c0,925158.7920763168,924665.1870229878,493.6050533289942,,,927770.714347349,461.64534136384975,
0xeb2609ab5ca27dbca7f05d271bc539357c77f8c9,922385.2252646774,16933.77035021178,905451.4549144657,,,16990.643137535324,846825.7023977066,
0xd108165e54ba435102f965f15ca5dd3101fcd1a9,920972.2561409374,920972.2561409374,,,,924065.3805999999,,
0x6df2c8efb8d3e12a89035a77895cf33a11abc20f,891121.3021037506,426547.7648658185,464573.53723793215,,unverified,427980.3436603126,434493.5444651343,
0xe2171ad38b38be6a4e25f471c4be0b8648f8eb0d,888953.7325292004,820989.7560906124,67963.97643858804,,,823747.085074489,63563.47628905776,
