Address,Total Volume in USD,cUSD Volume in USD,cEUR Volume in USD,cREAL Volume in USD,Contract,cUSD Volume,cEUR Volume,cREAL Volume
0x0dcc5b5eb6624c5a1857566cd6e854e95ffb0c0b,2841373.085718252,1783512.5665648538,963603.6085905689,94256.91056282948,unverified,1788556.010190808,900643.3039978134,469703.1418095761
0xc2fd7bd1c2a86b57f8da0837d32aa9ca86cc1d6b,2815421.383372007,1397800.7888463482,1417620.594525659,,UniswapV2Pair,1401753.510913476,1324995.55282532,
0x0cc9f62e7103f4fc2a371598afa6e1b77c897ae0,2773966.736393151,2773945.4273975147,21.308995636366255,,,2781789.6319446675,19.916700252797007,
0xe148c62f3f7df720e07d0bea30c0ba70e5929b56,2771492.9289627527,2771492.9289627527,,,,2779330.198297993,,
0xb23bdc9b1459cd37624fd6065984eda808a59b4a,2770877.5675778473,2770877.5675778473,,,,2778713.09678492,,
0x87cd0114e45034937a5e8213db88371e117fb201,2767900.847191041,2738349.79104153,29551.056149510532,,unverified,2746093.337713512,27620.237834153497,
0x044ff4731885e0b9dc39d49962d47fa318ded59b,2709401.568022273,27150.473967368158,2682251.0940549048,,,27227.250485481567,2506997.136545388,
0xea749fd6ba492dbc14c24fe8a3d08769229b896c,2703407.434471366,1904870.563882051,798536.8705893147,,unverified,1910257.1854757427,746361.7602507531,
0xcabe1d77ec810e2a03720162749b2671621ff49c,2694569.4858403523,2694569.4858403523,,,Dex,2702189.2299076603,,
0x64528a2896f2df03c16e4ac5d180dfb0f8b584f6,2652089.4117835565,2620048.04763769,32041.364145866373,,,2627457.0588626587,29947.83312522,
0x7da99753ff017f1b7afb2c8c0542718dc9f15f21,2644662.762466727,2644662.762466727,,,Pair,2652141.379552028,,
0xc9349804cd353ae2626e5bf4a40e1d3bb72fdb49,2642058.7942751176,2642053.637419111,5.15685600661521,,unverified,2649524.8763814108,4.819915357967818,
0x3420720e561f3082f1e514a4545f0f2e0c955a5d,2637746.1520594223,2637746.1520594223,,,Pair,2645205.210249919,,
0x41bf9dd656e2b2865733ea7484a7a7e94faf31f9,2613525.232121554,1476921.7660860328,1136603.4660355216,,,1481098.2276410789,1062339.6299676516,
0x11a1fcf816a5b13f962df64df54b7ac7be8e206c,2585199.106949611,2585199.106949611,,,,2592509.571816635,,
0x8e3c938c5f84f5ecb8355dc58c0916ad2610dbae,2542858.51989992,2538021.960622983,4836.559276937052,,,2545199.017246974,4520.546299669073,
0xcb5741c017feb6ace86474dfda4a2f72d819aef0,2484082.847464961,1879959.7264085824,604123.1210563788,,unverified,1885275.9047618797,564650.6913413538,
0xd1d8042ad72c1e22320708e1553f2dd09ca96fba,2462405.569189995,826096.4116653962,1636309.1575245988,,,828432.4595071347,1529395.3580667994,
0xf66418e48e45c086b8d5cc563b43ce2516102287,2451506.475789965,1547582.4911797342,903923.9846102307,,,1551958.7681945981,844863.0503293808,
0x8d2b7e5501eb6d92f8e349f2febe785dd070be74,2347256.732797304,1998476.5955740062,345787.98372209736,2992.15350120028,unverified,2004127.9177101767,323194.7549446526,14910.566152637388
0xe11970f2f3de9d637fb786f2d869f8fea44195ac,2293257.760932858,,2293257.760932858,,,,2143420.0,
0x5ec5845f753d81281af9ee312fc2f342c9d23594,2291969.480423553,1087808.1951647527,1204161.2852588,,,1090884.3155190551,1125483.330316737,
0x5633270d9096bfe510d7a14ac333d88a569ecfd9,2280033.048486115,1618627.8495336527,639554.018720224,21851.180232238497,unverified,1623205.0296800453,597766.591334971,108889.28934805546
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,2252381.0263805017,13602.875223936227,2238778.1511565656,,,13641.341638823871,2092500.0,
0x5df2ed7ea80e0fa58105f96ab92386776638ee6d,2215141.98209185,2215141.98209185,,,,2221405.9938625563,,
0x0fcf64743f23979c701e2abfabeca9ea836b74ba,2206442.250965758,2206442.250965758,,,unverified,2212681.661506107,,
0xde552b78ee3c2c84ac4c77ec9cb9aa9f237ada64,2199359.8638493465,49859.007948389146,2149500.8559009572,,,49999.99999999999,2009055.939128738,
0x71f2864f1f278681723a1e3621e2bbf2907b96cc,2193694.429127791,2193694.429127791,,,,2199897.7911860608,,
0x32045d4a35cfb581e067668f0d00feebf77690e0,2145481.365926963,1995698.9605848095,129850.59439548646,19931.810946666574,unverified,2001342.4280830347,121366.3661279646,99324.64545783385
0x9665023ad02b5211b37b5026cb042839c819168f,2123144.196653836,1337911.8267356998,737769.636828422,47462.73308971429,unverified,1341695.1938961765,689564.9594694972,236517.3515447217
0x16bd7604fcd318282a4ff6daca35c012a4197b7d,2076475.8081037463,,2076475.8081037463,,,,1940802.2300969947,
0xbebb37e3cfd94d7eed4f4fa1e8bac0a2b943d7b5,2042577.448919974,1560015.7013388842,475478.30619828,7083.441382809759,unverified,1564427.1371721958,444411.32106185245,35298.363297319556
0x87cf1da3adf19297b69f3ae7a235a475aa314dcd,2034247.6211369177,1114915.4954319706,919332.125704947,,,1118068.2702171486,859264.4483526901,
0xd5f53937886be426b9227d4413f5aea08062c145,1994559.5573628806,1994559.5573628806,,,,2000199.8028395597,,
0x9288bca9a883dbafd5625a1a11ccc9363a1aabe9,1994360.3179355662,1994360.3179355662,,,Gnosis Safe,2000000.0,,
0xd14b252af1ede8a3fc620899c7b52ec9131376ce,1971618.8942792425,1971618.8942792425,,,MarketOrderManager,1977194.267804261,,
0x8f2cf9855c919afac8bd2e7acec0205ed568a4ea,1961643.0498374605,,,1961643.0498374605,"ExchangeBRL, ExchangeBRL",,,9775303.45643354
0x468bae4f864d9d267012fccc6b5cc5eca8ab0cb8,1958152.3311176791,1958152.3311176791,,,,1963689.6236931074,,
0x23d0fcaa39054209b8981982d2a4f9fc69c50a97,1942475.9670010633,1942475.9670010633,,,unverified,1947968.9297185673,,
0x3ed474535a65216e186665d1b4bdf2b766495e43,1905416.0626702844,1905416.0626702844,,,unverified,1910804.2268336434,,
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,1902861.9950657114,1902861.9950657114,,,Gnosis Safe,1908242.9367983334,,
0x2fa0705bb6bee86b01882719fe5d0840cedf3978,1896744.5040702438,1788262.4938879255,108482.01018231816,,,1793319.3694297126,101393.97071980177,
0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,1876274.2974909632,213757.32310027868,1662516.9743906846,,,214361.78926939997,1553890.79847654,
0x67fb672b69441f066cedc32d2affc121f04e6930,1875104.9586862489,1875104.9586862489,,,,1880407.4086544574,,
0xf93b6e547cb0dc2b7655c84e39f1d2317b71f245,1874600.9752038533,1874600.9752038533,,,,1879902.0,,
0x0eeaf8ca1a19debb6fb753d974d2bcce62181b29,1858535.489643326,1858535.489643326,,,,1863791.084218084,,
0x93887e0fa9f6c375b2765a6fe885593f16f077f9,1829778.9277589084,1829778.9277589084,,,Pair,1834953.2040960162,,
0x73f35ee5e8393e7f6bc5f53097a1e630f8a4ea48,1781172.4080888107,,1781172.4080888107,,,,1664793.47763886,
0x3cf63891928b8ceebb81c95426600a18cd59c03f,1767811.8106853652,1628142.7335217425,11234.012228025775,128435.064935597,unverified,1632746.82,10499.999999999998,640020.4839999999
0x250c3e868e739c2f25c4ab200601390f0a5c4e58,1730472.5437472858,1730472.5437472858,,,unverified,1735366.0,,
0x12fb84bae502ad01eeaea43bba2398a64a3f08b1,1728500.3509466304,1728500.3509466304,,,,1733388.2302029184,,
0x6dd434082eab5cd134b33719ec1ff05fe985b97b,1707520.7174749386,1402969.9163307778,301735.1951605928,2815.6059835681385,unverified,1406937.2557342518,282020.3044894669,14030.790619837355
0x42b4a02f79438d558ab33e326638ed752b94d187,1702968.11764074,1702968.11764074,,,,1707783.7964641647,,
0xc0ba93dfadc8bc08b65d1ee74cf988ee4f89ef48,1683360.7046029943,1561949.7613339948,116931.84203006451,4479.1012389350535,unverified,1566366.6663312123,109291.70419208663,22320.357328161983
0x790439b5783ad83e047fabbbf170cb380f43db84,1677223.97850588,740746.0201183864,936477.9583874937,,,742840.7128408563,875290.0000000001,
0x66364bef617514b745339d67f981b0f3de0463f2,1665471.4052022502,1665471.4052022502,,,,1670181.0502590016,,
